epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.40135320516733,2.356783991241455,12.59,49.39
1,1.9994052905302782,1.895538763999939,31.52,82.15
2,1.8070431143809587,1.6257136678695678,39.7,89.44
3,1.6596384736207814,1.5144281511306763,44.65,91.23
4,1.566273534909273,1.4554958673477172,46.24,92.79
5,1.5156482889102056,1.3751422790527343,50.46,93.63
6,1.468774262147072,1.3493138317108155,50.8,94.02
7,1.4292746433844934,1.3267049114227294,51.35,94.29
8,1.3982306993924654,1.3261727514266968,51.44,94.23
9,1.3783526762937888,1.2578918754577637,54.05,94.97
10,1.3459695687660804,1.2433449922561646,55.32,95.06
11,1.3255223854994163,1.238582271003723,55.67,95.07
12,1.3021269951111232,1.2405865211486817,55.18,94.86
13,1.2873727367474483,1.1952264568328856,57.29,95.41
14,1.2718407844885802,1.2049684217453003,56.48,95.67
15,1.2528035721717736,1.1626928617477417,58.71,95.77
16,1.2394395837417016,1.147700839805603,58.43,95.98
17,1.2215258882595943,1.1932280094146728,57.69,95.25
18,1.2150351498371517,1.1159879804611206,59.82,96.22
19,1.201271401460354,1.1866139503479003,56.92,95.56
20,1.1912827554421548,1.0951908704757691,61.3,96.24
21,1.1764141127085075,1.0936189461708068,61.2,96.35
22,1.16941390251502,1.13459073638916,59.32,96.27
23,1.1562043815087049,1.0671403217315674,61.94,96.63
24,1.146734268237383,1.0588860942840577,62.34,96.6
25,1.1364126563072205,1.0559424308776855,62.78,96.72
26,1.1341825703779855,1.0345069867134093,63.63,96.78
27,1.1249645291230617,1.040436791229248,62.86,96.82
28,1.1139144620834254,1.0225411778450013,63.47,96.88
29,1.108210757909677,1.0348676286697387,63.61,96.56
30,1.0983708974642632,1.0250293510437012,63.81,96.7
31,1.094282485735722,1.0110087189674377,63.92,96.98
32,1.0884539601130363,1.0335997972488404,63.2,96.9
33,1.0754211737559392,0.9981550562858581,64.42,96.93
34,1.0762645032161322,0.99190437707901,64.67,96.93
35,1.0683556474172151,1.0031083874702453,64.29,96.84
36,1.0631933993253952,0.9822136672973633,65.25,97.09
37,1.0587153907005604,1.0074177349090576,64.71,96.73
38,1.0537555240667784,0.9794278971672058,65.23,97.1
39,1.054691731165617,1.0008976278305053,64.53,97.1
40,1.054190010902209,0.9996485824584961,64.75,97.04
41,1.0547215788792341,0.9877591199874878,65.19,96.97
