condition,step,quantity,bin_idx,bin_low,bin_high,bin_center,count
no_noise,3689,C_eff,21,-0.113881,-0.0943563,-0.104118,5873
no_noise,3689,C_eff,22,-0.0943563,-0.074832,-0.0845941,14825
no_noise,3689,C_eff,23,-0.074832,-0.0553076,-0.0650698,32188
no_noise,3689,C_eff,24,-0.0553076,-0.0357832,-0.0455454,58970
no_noise,3689,C_eff,25,-0.0357832,-0.0162589,-0.0260211,89474
no_noise,3689,C_eff,26,-0.0162589,0.00326549,-0.00649669,108720
no_noise,3689,C_eff,27,0.00326549,0.0227898,0.0130277,103848
no_noise,3689,C_eff,28,0.0227898,0.0423142,0.032552,79757
no_noise,3689,C_eff,29,0.0423142,0.0618386,0.0520764,49452
no_noise,3689,C_eff,30,0.0618386,0.0813629,0.0716007,25424
no_noise,3689,C_eff,31,0.0813629,0.100887,0.0911251,10883
no_noise,3689,C_eff,32,0.100887,0.120412,0.110649,4363
no_noise,3689,C_eff,33,0.120412,0.139936,0.130174,1567
no_noise,3689,C_eff,34,0.139936,0.15946,0.149698,577
no_noise,3689,C_eff,35,0.15946,0.178985,0.169223,196
no_noise,3689,C_eff,36,0.178985,0.198509,0.188747,60
no_noise,3689,C_eff,37,0.198509,0.218033,0.208271,35
no_noise,3689,C_eff,38,0.218033,0.237558,0.227796,17
no_noise,3689,C_eff,39,0.237558,0.257082,0.24732,19
no_noise,3689,C_eff,40,0.257082,0.276607,0.266844,7
no_noise,3689,C_eff,41,0.276607,0.296131,0.286369,11
no_noise,3689,C_eff,42,0.296131,0.315655,0.305893,6
no_noise,3689,C_eff,43,0.315655,0.33518,0.325417,8
no_noise,3689,C_eff,44,0.33518,0.354704,0.344942,5
no_noise,3689,C_eff,45,0.354704,0.374228,0.364466,2
no_noise,3689,C_eff,46,0.374228,0.393753,0.383991,0
no_noise,3689,C_eff,47,0.393753,0.413277,0.403515,3
no_noise,3689,C_eff,48,0.413277,0.432801,0.423039,1
no_noise,3689,C_eff,49,0.432801,0.452326,0.442564,2
no_noise,5533,A,0,-0.154194,-0.147948,-0.151071,2
no_noise,5533,A,1,-0.147948,-0.141702,-0.144825,1
no_noise,5533,A,2,-0.141702,-0.135456,-0.138579,8
no_noise,5533,A,3,-0.135456,-0.12921,-0.132333,5
no_noise,5533,A,4,-0.12921,-0.122964,-0.126087,9
no_noise,5533,A,5,-0.122964,-0.116718,-0.119841,9
no_noise,5533,A,6,-0.116718,-0.110472,-0.113595,35
no_noise,5533,A,7,-0.110472,-0.104226,-0.107349,37
no_noise,5533,A,8,-0.104226,-0.0979801,-0.101103,58
no_noise,5533,A,9,-0.0979801,-0.0917341,-0.0948571,81
no_noise,5533,A,10,-0.0917341,-0.0854882,-0.0886111,103
no_noise,5533,A,11,-0.0854882,-0.0792422,-0.0823652,195
no_noise,5533,A,12,-0.0792422,-0.0729963,-0.0761192,271
no_noise,5533,A,13,-0.0729963,-0.0667503,-0.0698733,355
no_noise,5533,A,14,-0.0667503,-0.0605044,-0.0636273,454
no_noise,5533,A,15,-0.0605044,-0.0542584,-0.0573814,529
no_noise,5533,A,16,-0.0542584,-0.0480125,-0.0511354,670
no_noise,5533,A,17,-0.0480125,-0.0417665,-0.0448895,840
no_noise,5533,A,18,-0.0417665,-0.0355206,-0.0386435,956
no_noise,5533,A,19,-0.0355206,-0.0292746,-0.0323976,1113
no_noise,5533,A,20,-0.0292746,-0.0230287,-0.0261516,1265
no_noise,5533,A,21,-0.0230287,-0.0167827,-0.0199057,1300
no_noise,5533,A,22,-0.0167827,-0.0105368,-0.0136597,1461
no_noise,5533,A,23,-0.0105368,-0.00429082,-0.0074138,1453
no_noise,5533,A,24,-0.00429082,0.00195513,-0.00116785,1563
no_noise,5533,A,25,0.00195513,0.00820108,0.0050781,1508
no_noise,5533,A,26,0.00820108,0.014447,0.0113241,1460
no_noise,5533,A,27,0.014447,0.020693,0.01757,1411
no_noise,5533,A,28,0.020693,0.0269389,0.023816,1286
no_noise,5533,A,29,0.0269389,0.0331849,0.0300619,1201
no_noise,5533,A,30,0.0331849,0.0394308,0.0363079,1046
no_noise,5533,A,31,0.0394308,0.0456768,0.0425538,834
no_noise,5533,A,32,0.0456768,0.0519227,0.0487998,712
no_noise,5533,A,33,0.0519227,0.0581687,0.0550457,602
no_noise,5533,A,34,0.0581687,0.0644146,0.0612917,491
no_noise,5533,A,35,0.0644146,0.0706606,0.0675376,353
no_noise,5533,A,36,0.0706606,0.0769065,0.0737835,289
no_noise,5533,A,37,0.0769065,0.0831525,0.0800295,199
no_noise,5533,A,38,0.0831525,0.0893984,0.0862754,128
no_noise,5533,A,39,0.0893984,0.0956444,0.0925214,110
no_noise,5533,A,40,0.0956444,0.10189,0.0987673,61
no_noise,5533,A,41,0.10189,0.108136,0.105013,49
no_noise,5533,A,42,0.108136,0.114382,0.111259,26
no_noise,5533,A,43,0.114382,0.120628,0.117505,13
no_noise,5533,A,44,0.120628,0.126874,0.123751,5
no_noise,5533,A,45,0.126874,0.13312,0.129997,11
no_noise,5533,A,46,0.13312,0.139366,0.136243,2
no_noise,5533,A,47,0.139366,0.145612,0.142489,1
no_noise,5533,A,48,0.145612,0.151858,0.148735,4
no_noise,5533,A,49,0.151858,0.158104,0.154981,1
no_noise,5533,B,0,-0.174264,-0.167336,-0.1708,1
no_noise,5533,B,1,-0.167336,-0.160408,-0.163872,1
no_noise,5533,B,2,-0.160408,-0.15348,-0.156944,0
no_noise,5533,B,3,-0.15348,-0.146552,-0.150016,1
no_noise,5533,B,4,-0.146552,-0.139624,-0.143088,3
no_noise,5533,B,5,-0.139624,-0.132696,-0.13616,3
no_noise,5533,B,6,-0.132696,-0.125768,-0.129232,12
no_noise,5533,B,7,-0.125768,-0.11884,-0.122304,11
no_noise,5533,B,8,-0.11884,-0.111912,-0.115376,28
no_noise,5533,B,9,-0.111912,-0.104984,-0.108448,45
no_noise,5533,B,10,-0.104984,-0.0980564,-0.10152,61
no_noise,5533,B,11,-0.0980564,-0.0911284,-0.0945924,102
no_noise,5533,B,12,-0.0911284,-0.0842005,-0.0876645,152
no_noise,5533,B,13,-0.0842005,-0.0772725,-0.0807365,213
no_noise,5533,B,14,-0.0772725,-0.0703445,-0.0738085,318
no_noise,5533,B,15,-0.0703445,-0.0634165,-0.0668805,404
no_noise,5533,B,16,-0.0634165,-0.0564886,-0.0599525,552
no_noise,5533,B,17,-0.0564886,-0.0495606,-0.0530246,679
no_noise,5533,B,18,-0.0495606,-0.0426326,-0.0460966,837
no_noise,5533,B,19,-0.0426326,-0.0357046,-0.0391686,1072
no_noise,5533,B,20,-0.0357046,-0.0287767,-0.0322406,1254
no_noise,5533,B,21,-0.0287767,-0.0218487,-0.0253127,1454
no_noise,5533,B,22,-0.0218487,-0.0149207,-0.0183847,1568
no_noise,5533,B,23,-0.0149207,-0.00799272,-0.0114567,1631
no_noise,5533,B,24,-0.00799272,-0.00106475,-0.00452874,1615
no_noise,5533,B,25,-0.00106475,0.00586323,0.00239924,1707
no_noise,5533,B,26,0.00586323,0.0127912,0.00932722,1655
no_noise,5533,B,27,0.0127912,0.0197192,0.0162552,1567
no_noise,5533,B,28,0.0197192,0.0266472,0.0231832,1411
no_noise,5533,B,29,0.0266472,0.0335751,0.0301111,1318
no_noise,5533,B,30,0.0335751,0.0405031,0.0370391,1155
no_noise,5533,B,31,0.0405031,0.0474311,0.0439671,911
no_noise,5533,B,32,0.0474311,0.0543591,0.0508951,731
no_noise,5533,B,33,0.0543591,0.061287,0.0578231,593
no_noise,5533,B,34,0.061287,0.068215,0.064751,440
no_noise,5533,B,35,0.068215,0.075143,0.071679,359
no_noise,5533,B,36,0.075143,0.082071,0.078607,235
no_noise,5533,B,37,0.082071,0.0889989,0.085535,166
no_noise,5533,B,38,0.0889989,0.0959269,0.0924629,112
no_noise,5533,B,39,0.0959269,0.102855,0.0993909,68
no_noise,5533,B,40,0.102855,0.109783,0.106319,66
no_noise,5533,B,41,0.109783,0.116711,0.113247,24
no_noise,5533,B,42,0.116711,0.123639,0.120175,18
no_noise,5533,B,43,0.123639,0.130567,0.127103,13
no_noise,5533,B,44,0.130567,0.137495,0.134031,4
no_noise,5533,B,45,0.137495,0.144423,0.140959,2
no_noise,5533,B,46,0.144423,0.151351,0.147887,2
no_noise,5533,B,47,0.151351,0.158279,0.154815,1
no_noise,5533,B,48,0.158279,0.165207,0.161743,0
no_noise,5533,B,49,0.165207,0.172135,0.168671,1
no_noise,5533,C_eff,0,-0.523892,-0.504457,-0.514174,1
no_noise,5533,C_eff,1,-0.504457,-0.485021,-0.494739,0
no_noise,5533,C_eff,2,-0.485021,-0.465585,-0.475303,0
no_noise,5533,C_eff,3,-0.465585,-0.44615,-0.455867,1
no_noise,5533,C_eff,4,-0.44615,-0.426714,-0.436432,2
no_noise,5533,C_eff,5,-0.426714,-0.407278,-0.416996,3
no_noise,5533,C_eff,6,-0.407278,-0.387843,-0.39756,1
no_noise,5533,C_eff,7,-0.387843,-0.368407,-0.378125,3
no_noise,5533,C_eff,8,-0.368407,-0.348971,-0.358689,7
no_noise,5533,C_eff,9,-0.348971,-0.329535,-0.339253,3
no_noise,5533,C_eff,10,-0.329535,-0.3101,-0.319818,6
no_noise,5533,C_eff,11,-0.3101,-0.290664,-0.300382,7
no_noise,5533,C_eff,12,-0.290664,-0.271228,-0.280946,4
no_noise,5533,C_eff,13,-0.271228,-0.251793,-0.261511,8
no_noise,5533,C_eff,14,-0.251793,-0.232357,-0.242075,16
no_noise,5533,C_eff,15,-0.232357,-0.212921,-0.222639,34
no_noise,5533,C_eff,16,-0.212921,-0.193486,-0.203204,48
no_noise,5533,C_eff,17,-0.193486,-0.17405,-0.183768,81
no_noise,5533,C_eff,18,-0.17405,-0.154614,-0.164332,225
no_noise,5533,C_eff,19,-0.154614,-0.135179,-0.144897,706
no_noise,5533,C_eff,20,-0.135179,-0.115743,-0.125461,2123
no_noise,5533,C_eff,21,-0.115743,-0.0963074,-0.106025,5320
no_noise,5533,C_eff,22,-0.0963074,-0.0768717,-0.0865896,13611
no_noise,5533,C_eff,23,-0.0768717,-0.057436,-0.0671539,29827
no_noise,5533,C_eff,24,-0.057436,-0.0380004,-0.0477182,55607
no_noise,5533,C_eff,25,-0.0380004,-0.0185647,-0.0282825,85611
no_noise,5533,C_eff,26,-0.0185647,0.000870973,-0.00884686,106734
no_noise,5533,C_eff,27,0.000870973,0.0203066,0.0105888,104949
no_noise,5533,C_eff,28,0.0203066,0.0397423,0.0300245,83073
no_noise,5533,C_eff,29,0.0397423,0.059178,0.0494602,53200
no_noise,5533,C_eff,30,0.059178,0.0786137,0.0688958,28118
no_noise,5533,C_eff,31,0.0786137,0.0980493,0.0883315,12466
no_noise,5533,C_eff,32,0.0980493,0.117485,0.107767,5090
no_noise,5533,C_eff,33,0.117485,0.136921,0.127203,1815
no_noise,5533,C_eff,34,0.136921,0.156356,0.146639,690
no_noise,5533,C_eff,35,0.156356,0.175792,0.166074,235
no_noise,5533,C_eff,36,0.175792,0.195228,0.18551,76
no_noise,5533,C_eff,37,0.195228,0.214663,0.204946,38
no_noise,5533,C_eff,38,0.214663,0.234099,0.224381,17
no_noise,5533,C_eff,39,0.234099,0.253535,0.243817,22
no_noise,5533,C_eff,40,0.253535,0.27297,0.263253,4
no_noise,5533,C_eff,41,0.27297,0.292406,0.282688,15
no_noise,5533,C_eff,42,0.292406,0.311842,0.302124,5
no_noise,5533,C_eff,43,0.311842,0.331277,0.32156,8
no_noise,5533,C_eff,44,0.331277,0.350713,0.340995,6
no_noise,5533,C_eff,45,0.350713,0.370149,0.360431,2
no_noise,5533,C_eff,46,0.370149,0.389584,0.379867,0
no_noise,5533,C_eff,47,0.389584,0.40902,0.399302,2
no_noise,5533,C_eff,48,0.40902,0.428456,0.418738,2
no_noise,5533,C_eff,49,0.428456,0.447891,0.438174,2
no_noise,7377,A,0,-0.190248,-0.18326,-0.186754,1
no_noise,7377,A,1,-0.18326,-0.176272,-0.179766,0
no_noise,7377,A,2,-0.176272,-0.169283,-0.172777,1
no_noise,7377,A,3,-0.169283,-0.162295,-0.165789,0
no_noise,7377,A,4,-0.162295,-0.155307,-0.158801,1
no_noise,7377,A,5,-0.155307,-0.148319,-0.151813,1
no_noise,7377,A,6,-0.148319,-0.141331,-0.144825,3
no_noise,7377,A,7,-0.141331,-0.134343,-0.137837,4
no_noise,7377,A,8,-0.134343,-0.127355,-0.130849,10
no_noise,7377,A,9,-0.127355,-0.120366,-0.123861,17
no_noise,7377,A,10,-0.120366,-0.113378,-0.116872,32
no_noise,7377,A,11,-0.113378,-0.10639,-0.109884,45
no_noise,7377,A,12,-0.10639,-0.099402,-0.102896,71
no_noise,7377,A,13,-0.099402,-0.0924139,-0.095908,108
no_noise,7377,A,14,-0.0924139,-0.0854258,-0.0889198,148
no_noise,7377,A,15,-0.0854258,-0.0784376,-0.0819317,213
no_noise,7377,A,16,-0.0784376,-0.0714495,-0.0749435,292
no_noise,7377,A,17,-0.0714495,-0.0644613,-0.0679554,431
no_noise,7377,A,18,-0.0644613,-0.0574732,-0.0609673,543
no_noise,7377,A,19,-0.0574732,-0.0504851,-0.0539791,712
no_noise,7377,A,20,-0.0504851,-0.0434969,-0.046991,852
no_noise,7377,A,21,-0.0434969,-0.0365088,-0.0400029,1076
no_noise,7377,A,22,-0.0365088,-0.0295207,-0.0330147,1181
no_noise,7377,A,23,-0.0295207,-0.0225325,-0.0260266,1317
no_noise,7377,A,24,-0.0225325,-0.0155444,-0.0190385,1558
no_noise,7377,A,25,-0.0155444,-0.00855625,-0.0120503,1637
no_noise,7377,A,26,-0.00855625,-0.00156811,-0.00506218,1668
no_noise,7377,A,27,-0.00156811,0.00542003,0.00192596,1680
no_noise,7377,A,28,0.00542003,0.0124082,0.00891409,1706
no_noise,7377,A,29,0.0124082,0.0193963,0.0159022,1567
no_noise,7377,A,30,0.0193963,0.0263844,0.0228904,1467
no_noise,7377,A,31,0.0263844,0.0333726,0.0298785,1257
no_noise,7377,A,32,0.0333726,0.0403607,0.0368666,1149
no_noise,7377,A,33,0.0403607,0.0473488,0.0438548,938
no_noise,7377,A,34,0.0473488,0.054337,0.0508429,751
no_noise,7377,A,35,0.054337,0.0613251,0.0578311,579
no_noise,7377,A,36,0.0613251,0.0683133,0.0648192,474
no_noise,7377,A,37,0.0683133,0.0753014,0.0718073,342
no_noise,7377,A,38,0.0753014,0.0822895,0.0787955,264
no_noise,7377,A,39,0.0822895,0.0892777,0.0857836,172
no_noise,7377,A,40,0.0892777,0.0962658,0.0927717,105
no_noise,7377,A,41,0.0962658,0.103254,0.0997599,74
no_noise,7377,A,42,0.103254,0.110242,0.106748,57
no_noise,7377,A,43,0.110242,0.11723,0.113736,30
no_noise,7377,A,44,0.11723,0.124218,0.120724,23
no_noise,7377,A,45,0.124218,0.131206,0.127712,8
no_noise,7377,A,46,0.131206,0.138195,0.134701,4
no_noise,7377,A,47,0.138195,0.145183,0.141689,2
no_noise,7377,A,48,0.145183,0.152171,0.148677,2
no_noise,7377,A,49,0.152171,0.159159,0.155665,3
no_noise,7377,B,0,-0.162694,-0.156289,-0.159492,2
no_noise,7377,B,1,-0.156289,-0.149883,-0.153086,1
no_noise,7377,B,2,-0.149883,-0.143477,-0.14668,1
no_noise,7377,B,3,-0.143477,-0.137072,-0.140274,3
no_noise,7377,B,4,-0.137072,-0.130666,-0.133869,4
no_noise,7377,B,5,-0.130666,-0.12426,-0.127463,10
no_noise,7377,B,6,-0.12426,-0.117855,-0.121057,20
no_noise,7377,B,7,-0.117855,-0.111449,-0.114652,38
no_noise,7377,B,8,-0.111449,-0.105043,-0.108246,56
no_noise,7377,B,9,-0.105043,-0.0986375,-0.10184,62
no_noise,7377,B,10,-0.0986375,-0.0922318,-0.0954346,85
no_noise,7377,B,11,-0.0922318,-0.0858261,-0.089029,144
no_noise,7377,B,12,-0.0858261,-0.0794204,-0.0826233,180
no_noise,7377,B,13,-0.0794204,-0.0730147,-0.0762176,272
no_noise,7377,B,14,-0.0730147,-0.066609,-0.0698119,348
no_noise,7377,B,15,-0.066609,-0.0602034,-0.0634062,432
no_noise,7377,B,16,-0.0602034,-0.0537977,-0.0570005,581
no_noise,7377,B,17,-0.0537977,-0.047392,-0.0505948,714
no_noise,7377,B,18,-0.047392,-0.0409863,-0.0441891,892
no_noise,7377,B,19,-0.0409863,-0.0345806,-0.0377834,958
no_noise,7377,B,20,-0.0345806,-0.0281749,-0.0313778,1120
no_noise,7377,B,21,-0.0281749,-0.0217692,-0.0249721,1231
no_noise,7377,B,22,-0.0217692,-0.0153635,-0.0185664,1403
no_noise,7377,B,23,-0.0153635,-0.00895785,-0.0121607,1534
no_noise,7377,B,24,-0.00895785,-0.00255216,-0.005755,1488
no_noise,7377,B,25,-0.00255216,0.00385353,0.000650685,1571
no_noise,7377,B,26,0.00385353,0.0102592,0.00705637,1551
no_noise,7377,B,27,0.0102592,0.0166649,0.0134621,1442
no_noise,7377,B,28,0.0166649,0.0230706,0.0198678,1397
no_noise,7377,B,29,0.0230706,0.0294763,0.0262734,1249
no_noise,7377,B,30,0.0294763,0.035882,0.0326791,1152
no_noise,7377,B,31,0.035882,0.0422877,0.0390848,1056
no_noise,7377,B,32,0.0422877,0.0486934,0.0454905,792
no_noise,7377,B,33,0.0486934,0.055099,0.0518962,694
no_noise,7377,B,34,0.055099,0.0615047,0.0583019,583
no_noise,7377,B,35,0.0615047,0.0679104,0.0647076,438
no_noise,7377,B,36,0.0679104,0.0743161,0.0711133,300
no_noise,7377,B,37,0.0743161,0.0807218,0.077519,236
no_noise,7377,B,38,0.0807218,0.0871275,0.0839246,169
no_noise,7377,B,39,0.0871275,0.0935332,0.0903303,135
no_noise,7377,B,40,0.0935332,0.0999389,0.096736,78
no_noise,7377,B,41,0.0999389,0.106345,0.103142,61
no_noise,7377,B,42,0.106345,0.11275,0.109547,29
no_noise,7377,B,43,0.11275,0.119156,0.115953,22
no_noise,7377,B,44,0.119156,0.125562,0.122359,16
no_noise,7377,B,45,0.125562,0.131967,0.128764,7
no_noise,7377,B,46,0.131967,0.138373,0.13517,7
no_noise,7377,B,47,0.138373,0.144779,0.141576,6
no_noise,7377,B,48,0.144779,0.151184,0.147982,2
no_noise,7377,B,49,0.151184,0.15759,0.154387,4
no_noise,7377,C_eff,0,-0.524917,-0.505532,-0.515225,1
no_noise,7377,C_eff,1,-0.505532,-0.486147,-0.49584,0
no_noise,7377,C_eff,2,-0.486147,-0.466762,-0.476454,0
no_noise,7377,C_eff,3,-0.466762,-0.447376,-0.457069,1
no_noise,7377,C_eff,4,-0.447376,-0.427991,-0.437684,1
no_noise,7377,C_eff,5,-0.427991,-0.408606,-0.418299,4
no_noise,7377,C_eff,6,-0.408606,-0.389221,-0.398913,1
no_noise,7377,C_eff,7,-0.389221,-0.369836,-0.379528,3
no_noise,7377,C_eff,8,-0.369836,-0.35045,-0.360143,7
no_noise,7377,C_eff,9,-0.35045,-0.331065,-0.340758,2
no_noise,7377,C_eff,10,-0.331065,-0.31168,-0.321372,7
no_noise,7377,C_eff,11,-0.31168,-0.292295,-0.301987,7
no_noise,7377,C_eff,12,-0.292295,-0.272909,-0.282602,3
no_noise,7377,C_eff,13,-0.272909,-0.253524,-0.263217,9
no_noise,7377,C_eff,14,-0.253524,-0.234139,-0.243832,14
no_noise,7377,C_eff,15,-0.234139,-0.214754,-0.224446,32
no_noise,7377,C_eff,16,-0.214754,-0.195368,-0.205061,46
no_noise,7377,C_eff,17,-0.195368,-0.175983,-0.185676,69
no_noise,7377,C_eff,18,-0.175983,-0.156598,-0.166291,206
no_noise,7377,C_eff,19,-0.156598,-0.137213,-0.146905,631
no_noise,7377,C_eff,20,-0.137213,-0.117828,-0.12752,1932
no_noise,7377,C_eff,21,-0.117828,-0.0984424,-0.108135,4799
no_noise,7377,C_eff,22,-0.0984424,-0.0790571,-0.0887497,12408
no_noise,7377,C_eff,23,-0.0790571,-0.0596719,-0.0693645,27405
no_noise,7377,C_eff,24,-0.0596719,-0.0402867,-0.0499793,52181
no_noise,7377,C_eff,25,-0.0402867,-0.0209014,-0.0305941,81955
no_noise,7377,C_eff,26,-0.0209014,-0.00151622,-0.0112088,104895
no_noise,7377,C_eff,27,-0.00151622,0.017869,0.00817639,106001
no_noise,7377,C_eff,28,0.017869,0.0372542,0.0275616,86172
no_noise,7377,C_eff,29,0.0372542,0.0566395,0.0469468,56941
no_noise,7377,C_eff,30,0.0566395,0.0760247,0.0663321,30735
no_noise,7377,C_eff,31,0.0760247,0.0954099,0.0857173,14149
no_noise,7377,C_eff,32,0.0954099,0.114795,0.105103,5798
no_noise,7377,C_eff,33,0.114795,0.13418,0.124488,2121
no_noise,7377,C_eff,34,0.13418,0.153566,0.143873,809
no_noise,7377,C_eff,35,0.153566,0.172951,0.163258,265
no_noise,7377,C_eff,36,0.172951,0.192336,0.182643,86
no_noise,7377,C_eff,37,0.192336,0.211721,0.202029,41
no_noise,7377,C_eff,38,0.211721,0.231107,0.221414,17
no_noise,7377,C_eff,39,0.231107,0.250492,0.240799,22
no_noise,7377,C_eff,40,0.250492,0.269877,0.260184,6
no_noise,7377,C_eff,41,0.269877,0.289262,0.27957,12
no_noise,7377,C_eff,42,0.289262,0.308647,0.298955,6
no_noise,7377,C_eff,43,0.308647,0.328033,0.31834,8
no_noise,7377,C_eff,44,0.328033,0.347418,0.337725,8
no_noise,7377,C_eff,45,0.347418,0.366803,0.35711,1
no_noise,7377,C_eff,46,0.366803,0.386188,0.376496,1
no_noise,7377,C_eff,47,0.386188,0.405574,0.395881,2
no_noise,7377,C_eff,48,0.405574,0.424959,0.415266,2
no_noise,7377,C_eff,49,0.424959,0.444344,0.434651,2
a_only,1,A,0,-0.0414333,-0.0396794,-0.0405564,1
a_only,1,A,1,-0.0396794,-0.0379254,-0.0388024,1
a_only,1,A,2,-0.0379254,-0.0361715,-0.0370484,4
a_only,1,A,3,-0.0361715,-0.0344175,-0.0352945,3
a_only,1,A,4,-0.0344175,-0.0326635,-0.0335405,5
a_only,1,A,5,-0.0326635,-0.0309096,-0.0317866,9
a_only,1,A,6,-0.0309096,-0.0291556,-0.0300326,10
a_only,1,A,7,-0.0291556,-0.0274017,-0.0282787,31
a_only,1,A,8,-0.0274017,-0.0256477,-0.0265247,43
a_only,1,A,9,-0.0256477,-0.0238938,-0.0247707,78
a_only,1,A,10,-0.0238938,-0.0221398,-0.0230168,122
a_only,1,A,11,-0.0221398,-0.0203858,-0.0212628,211
a_only,1,A,12,-0.0203858,-0.0186319,-0.0195089,244
a_only,1,A,13,-0.0186319,-0.0168779,-0.0177549,380
a_only,1,A,14,-0.0168779,-0.015124,-0.0160009,492
a_only,1,A,15,-0.015124,-0.01337,-0.014247,643
a_only,1,A,16,-0.01337,-0.0116161,-0.012493,746
a_only,1,A,17,-0.0116161,-0.00986209,-0.0107391,1012
a_only,1,A,18,-0.00986209,-0.00810814,-0.00898511,1126
a_only,1,A,19,-0.00810814,-0.00635418,-0.00723116,1320
a_only,1,A,20,-0.00635418,-0.00460022,-0.0054772,1484
a_only,1,A,21,-0.00460022,-0.00284626,-0.00372324,1597
a_only,1,A,22,-0.00284626,-0.0010923,-0.00196928,1623
a_only,1,A,23,-0.0010923,0.000661654,-0.000215325,1696
a_only,1,A,24,0.000661654,0.00241561,0.00153863,1719
a_only,1,A,25,0.00241561,0.00416957,0.00329259,1603
a_only,1,A,26,0.00416957,0.00592353,0.00504655,1548
a_only,1,A,27,0.00592353,0.00767749,0.00680051,1369
a_only,1,A,28,0.00767749,0.00943144,0.00855447,1235
a_only,1,A,29,0.00943144,0.0111854,0.0103084,965
a_only,1,A,30,0.0111854,0.0129394,0.0120624,872
a_only,1,A,31,0.0129394,0.0146933,0.0138163,670
a_only,1,A,32,0.0146933,0.0164473,0.0155703,504
a_only,1,A,33,0.0164473,0.0182012,0.0173243,389
a_only,1,A,34,0.0182012,0.0199552,0.0190782,294
a_only,1,A,35,0.0199552,0.0217092,0.0208322,166
a_only,1,A,36,0.0217092,0.0234631,0.0225861,133
a_only,1,A,37,0.0234631,0.0252171,0.0243401,96
a_only,1,A,38,0.0252171,0.026971,0.026094,60
a_only,1,A,39,0.026971,0.028725,0.027848,24
a_only,1,A,40,0.028725,0.0304789,0.029602,19
a_only,1,A,41,0.0304789,0.0322329,0.0313559,8
a_only,1,A,42,0.0322329,0.0339869,0.0331099,10
a_only,1,A,43,0.0339869,0.0357408,0.0348638,7
a_only,1,A,44,0.0357408,0.0374948,0.0366178,2
a_only,1,A,45,0.0374948,0.0392487,0.0383718,1
a_only,1,A,46,0.0392487,0.0410027,0.0401257,0
a_only,1,A,47,0.0410027,0.0427566,0.0418797,0
a_only,1,A,48,0.0427566,0.0445106,0.0436336,0
a_only,1,A,49,0.0445106,0.0462646,0.0453876,1
a_only,1,B,0,-0.0360828,-0.0346395,-0.0353612,490
a_only,1,B,1,-0.0346395,-0.0331962,-0.0339179,493
a_only,1,B,2,-0.0331962,-0.031753,-0.0324746,469
a_only,1,B,3,-0.031753,-0.0303097,-0.0310313,501
a_only,1,B,4,-0.0303097,-0.0288664,-0.029588,463
a_only,1,B,5,-0.0288664,-0.0274231,-0.0281448,483
a_only,1,B,6,-0.0274231,-0.0259798,-0.0267015,511
a_only,1,B,7,-0.0259798,-0.0245366,-0.0252582,481
a_only,1,B,8,-0.0245366,-0.0230933,-0.0238149,473
a_only,1,B,9,-0.0230933,-0.02165,-0.0223716,485
a_only,1,B,10,-0.02165,-0.0202067,-0.0209284,494
a_only,1,B,11,-0.0202067,-0.0187634,-0.0194851,517
a_only,1,B,12,-0.0187634,-0.0173202,-0.0180418,509
a_only,1,B,13,-0.0173202,-0.0158769,-0.0165985,519
a_only,1,B,14,-0.0158769,-0.0144336,-0.0151552,466
a_only,1,B,15,-0.0144336,-0.0129903,-0.013712,509
a_only,1,B,16,-0.0129903,-0.011547,-0.0122687,491
a_only,1,B,17,-0.011547,-0.0101038,-0.0108254,523
a_only,1,B,18,-0.0101038,-0.00866047,-0.00938211,482
a_only,1,B,19,-0.00866047,-0.00721719,-0.00793883,447
a_only,1,B,20,-0.00721719,-0.00577391,-0.00649555,493
a_only,1,B,21,-0.00577391,-0.00433063,-0.00505227,507
a_only,1,B,22,-0.00433063,-0.00288735,-0.00360899,475
a_only,1,B,23,-0.00288735,-0.00144407,-0.00216571,499
a_only,1,B,24,-0.00144407,-7.89762e-07,-0.00072243,531
a_only,1,B,25,-7.89762e-07,0.00144249,0.00072085,507
a_only,1,B,26,0.00144249,0.00288577,0.00216413,494
a_only,1,B,27,0.00288577,0.00432905,0.00360741,480
a_only,1,B,28,0.00432905,0.00577233,0.00505069,517
a_only,1,B,29,0.00577233,0.00721561,0.00649397,526
a_only,1,B,30,0.00721561,0.00865889,0.00793725,470
a_only,1,B,31,0.00865889,0.0101022,0.00938053,509
a_only,1,B,32,0.0101022,0.0115455,0.0108238,490
a_only,1,B,33,0.0115455,0.0129887,0.0122671,511
a_only,1,B,34,0.0129887,0.014432,0.0137104,493
a_only,1,B,35,0.014432,0.0158753,0.0151537,501
a_only,1,B,36,0.0158753,0.0173186,0.0165969,495
a_only,1,B,37,0.0173186,0.0187619,0.0180402,474
a_only,1,B,38,0.0187619,0.0202051,0.0194835,467
a_only,1,B,39,0.0202051,0.0216484,0.0209268,458
a_only,1,B,40,0.0216484,0.0230917,0.0223701,503
a_only,1,B,41,0.0230917,0.024535,0.0238133,461
a_only,1,B,42,0.024535,0.0259783,0.0252566,499
a_only,1,B,43,0.0259783,0.0274215,0.0266999,461
a_only,1,B,44,0.0274215,0.0288648,0.0281432,460
a_only,1,B,45,0.0288648,0.0303081,0.0295865,495
a_only,1,B,46,0.0303081,0.0317514,0.0310297,499
