layer_name,layer_idx,sublayer,variant,dac_bits,EZR_mean,QZR_all_mean,QZR_nonzero_mean,ODR_mean,cosine_sim,ratio_q50,ratio_q90,ratio_q99,p_clip,absmax_q50,absmax_q90,absmax_q99,absmax_q999,EZR_pad_mean,QZR_all_pad_mean
bert.encoder.layer.6.output.dense,6,FFN2,baseline,7,0.10000455368310213,0.12064678009599447,0.022935930658131837,6.151198508739472,0.9999663960933686,0.16398644454777242,0.4590611079335213,0.7664257973432541,0.0,2.745339159446303e-05,0.00012554039269161877,0.0009314993787847925,0.002528173619648442,0.10000861540436745,0.12127942081540823
bert.encoder.layer.6.attention.self.key,6,K,baseline,7,5.384960104493075e-09,0.21058062367141248,0.21058061942458153,42.62129236221313,0.9998043805360795,0.031130260191857814,0.18446645103394985,0.5367978516221047,0.0,1.8044609519165533e-05,9.311318135587498e-05,0.00044234128479729405,0.0009837586572393774,0.5570914739370346,0.6504854041337967
bert.encoder.layer.6.attention.output.dense,6,O,baseline,7,0.0999997753277421,0.12450927432626485,0.027232771459966897,7.305282816886902,0.9999496215581893,0.14152757644653322,0.423803808093071,0.736578571498394,0.0,3.328705904095841e-05,0.00015894772728643149,0.0011796024307841435,0.0034157764865085484,0.09998952530324459,0.1243521423265338
bert.encoder.layer.6.attention.self.query,6,Q,baseline,7,5.7108917417281195e-09,0.17747866921126842,0.17747866451740266,31.34332640647888,0.9998267912864685,0.040274771377444264,0.2075798972696066,0.5711709448695182,0.0,1.0791489448820358e-05,4.8905973690125395e-05,0.0003097117746801814,0.0010052080085733905,4.238552548940788e-09,0.1435103602707386
bert.encoder.layer.6.attention.self.value,6,V,baseline,7,1.6470481227770507e-08,0.13505299393087625,0.1350529797002673,25.078479490280152,0.9998951879143715,0.05133495410904288,0.27415186747908593,0.672436805665493,0.0,1.7805629204303842e-05,8.856148982886225e-05,0.0008942562658921815,0.0014164019486634062,0.5570914784073829,0.6169721974432468
bert.encoder.layer.7.intermediate.dense,7,FFN1,baseline,7,0.0010363184215384535,0.45317097470164297,0.45260383263230325,112.92894550323486,0.9992076030373573,0.009612885448150336,0.05617236675694585,0.2994327525794506,0.0,3.4976695305886094e-05,0.00015797959385963623,0.0010910962338675746,0.0025478124315850437,0.0007521364497370086,0.3798238268494606
bert.encoder.layer.7.output.dense,7,FFN2,baseline,7,0.0999862352013588,0.12034800779074431,0.0226238458044827,6.0705447149276734,0.9999669268727303,0.16613762140274047,0.462841983884573,0.7686262026429176,0.0,2.627454599860357e-05,0.00011680466024699854,0.0009826958872145041,0.002798517058836296,0.09999859135597944,0.12081776570528746
bert.encoder.layer.7.attention.self.key,7,K,baseline,7,0.0,0.27327339321374894,0.27327339321374894,60.28694799423218,0.999777782857418,0.02330805064179003,0.16451958701014519,0.513863035440445,0.0,1.5644700329175976e-05,8.959488477557897e-05,0.00046293661114759743,0.0010749238255084491,0.557091471850872,0.6782964581251144
bert.encoder.layer.7.attention.output.dense,7,O,baseline,7,0.1000266433879733,0.12198986057192088,0.024404299445450306,6.5531449842453,0.9999606174230575,0.15527468413114548,0.44494705751538277,0.753710221350193,0.0,2.910289022111101e-05,0.000129419033510203,0.0011697486211778596,0.0030444212711881846,0.09999932464212179,0.1217817547172308
bert.encoder.layer.7.attention.self.query,7,Q,baseline,7,0.0,0.20769498445093632,0.20769498445093632,32.158410987854005,0.9998521739244461,0.03698319025337696,0.21830103784799576,0.5937240493297576,0.0,7.999900171853369e-06,3.3847877857624554e-05,0.00025023020680237096,0.0008876439317828045,0.0,0.16689929693937303
