layer_name,layer_idx,sublayer,q,safety,theta,CCR,QZR_nonzero,cosine_sim
bert.encoder.layer.6.attention.self.query,6,Q,0.995,1.1,0.0006016135972458869,0.004174582817328928,0.1762821971450439,0.9992852496848852
bert.encoder.layer.6.attention.self.query,6,Q,0.995,1.2,0.0006563057424500584,0.0034432958625327517,0.17633151996988494,0.9992969631379928
bert.encoder.layer.6.attention.self.query,6,Q,0.999,1.0,0.0010241875424981117,0.0010032228073334484,0.17648023967486018,0.9993256725818839
bert.encoder.layer.6.attention.self.query,6,Q,0.999,1.1,0.001126606296747923,0.0007055632930696781,0.17649475229881662,0.9993278544996197
bert.encoder.layer.6.attention.self.query,6,Q,0.999,1.2,0.001229025050997734,0.0004924243816215461,0.1765047001211725,0.9993294622284775
bert.encoder.layer.6.attention.self.value,6,V,0.9,1.0,8.755648013902828e-05,0.10000257236617265,0.12333472961715702,0.9937545475759124
bert.encoder.layer.6.attention.self.value,6,V,0.9,1.1,9.631212815293112e-05,0.09104338846771497,0.12432135359517676,0.9943339041536364
bert.encoder.layer.6.attention.self.value,6,V,0.9,1.2,0.00010506777616683393,0.08355780290530385,0.12515933921022357,0.9948197827820507
bert.encoder.layer.6.attention.self.value,6,V,0.95,1.0,0.00017973725334741175,0.05000312358749536,0.12918689145338552,0.997126644017595
bert.encoder.layer.6.attention.self.value,6,V,0.95,1.1,0.00019771097868215295,0.04571462169680622,0.1297356294170766,0.997439002767131
bert.encoder.layer.6.attention.self.value,6,V,0.95,1.2,0.0002156847040168941,0.04226030140781926,0.1301980332968403,0.9977035890020322
bert.encoder.layer.6.attention.self.value,6,V,0.99,1.0,0.0009149117977358401,0.010002829602789915,0.13415474020127646,0.9995753299059617
bert.encoder.layer.6.attention.self.value,6,V,0.99,1.1,0.001006402977509424,0.00743781304777619,0.1342078383185154,0.9995826795235978
bert.encoder.layer.6.attention.self.value,6,V,0.99,1.2,0.001097894157283008,0.005251301801023802,0.13424172503260806,0.9995863543324158
bert.encoder.layer.6.attention.self.value,6,V,0.995,1.0,0.0011095117079094052,0.005001414801394957,0.13424478258842637,0.9995869285212937
bert.encoder.layer.6.attention.self.value,6,V,0.995,1.1,0.0012204628787003458,0.0029765951426377044,0.13426643429433843,0.9995891104390294
bert.encoder.layer.6.attention.self.value,6,V,0.995,1.2,0.0013314140494912862,0.0016793876298585567,0.13427825780048402,0.999590029141234
bert.encoder.layer.6.attention.self.value,6,V,0.999,1.0,0.0014328574761748314,0.0010032228073334484,0.13428439205175016,0.9995904884923362
bert.encoder.layer.6.attention.self.value,6,V,0.999,1.1,0.0015761432237923147,0.00041892820526012134,0.13428908604589374,0.9995908330056629
bert.encoder.layer.6.attention.self.value,6,V,0.999,1.2,0.0017194289714097977,0.00021681372026620315,0.13429126796366078,0.9995909478434385
bert.encoder.layer.7.attention.self.key,7,K,0.9,1.0,8.889257878763601e-05,0.10000257236617265,0.2581989338996826,0.9947325060726215
bert.encoder.layer.7.attention.self.key,7,K,0.9,1.1,9.778183666639962e-05,0.0916791303932413,0.25973516667248514,0.9953208199968396
bert.encoder.layer.7.attention.self.key,7,K,0.9,1.2,0.00010667109454516321,0.08445078144809516,0.2610250293525354,0.9958024496275582
bert.encoder.layer.7.attention.self.key,7,K,0.95,1.0,0.00017899963131640106,0.05000312358749536,0.266845739908975,0.997790176684808
bert.encoder.layer.7.attention.self.key,7,K,0.95,1.1,0.0001968995944480412,0.044523983639751144,0.2676318666865106,0.9980221489914487
bert.encoder.layer.7.attention.self.key,7,K,0.95,1.2,0.00021479955757968127,0.039798179499711525,0.26827472376921463,0.9982063487834545
bert.encoder.layer.7.attention.self.key,7,K,0.99,1.0,0.0004735020629595965,0.010002829602789915,0.27156142875495026,0.999021467314413
bert.encoder.layer.7.attention.self.key,7,K,0.99,1.1,0.0005208522692555563,0.008066205355666371,0.27172398162626216,0.999055229620429
bert.encoder.layer.7.attention.self.key,7,K,0.99,1.2,0.0005682024755515158,0.006588932210801733,0.2718408673421578,0.9990796900666243
bert.encoder.layer.7.attention.self.key,7,K,0.995,1.0,0.0006360894185490906,0.005001414801394957,0.271961116847896,0.999104035675044
bert.encoder.layer.7.attention.self.key,7,K,0.995,1.1,0.0006996983604039997,0.0039246958177000845,0.27203720644402224,0.9991195387747452
bert.encoder.layer.7.attention.self.key,7,K,0.995,1.2,0.0007633073022589087,0.0031382867306328386,0.27209223766305435,0.9991301038500972
bert.encoder.layer.7.attention.self.key,7,K,0.999,1.0,0.0011033985065296292,0.0010032228073334484,0.2722120948063927,0.9991536455940879
bert.encoder.layer.7.attention.self.key,7,K,0.999,1.1,0.0012137383571825923,0.0007312869547961767,0.2722253298600265,0.9991564017007015
bert.encoder.layer.7.attention.self.key,7,K,0.999,1.2,0.001324078207835555,0.0005328472786203297,0.2722337656516232,0.9991575500784572
bert.encoder.layer.7.attention.output.dense,7,O,0.9,1.0,0.00012847855396103114,0.10000257236617265,0.023021830484595183,0.9962985488179977
bert.encoder.layer.7.attention.output.dense,7,O,0.9,1.1,0.00014132640935713426,0.0893015290879492,0.023144949411928347,0.9966352531759535
bert.encoder.layer.7.attention.output.dense,7,O,0.9,1.2,0.00015417426475323735,0.08052976043921314,0.023245972115139363,0.9969149979972292
bert.encoder.layer.7.attention.output.dense,7,O,0.95,1.0,0.00023417259217239916,0.05000312358749536,0.023605620594625128,0.99796851975026
bert.encoder.layer.7.attention.output.dense,7,O,0.95,1.1,0.0002575898513896391,0.04513767671236904,0.023664423346980996,0.9981536382444703
bert.encoder.layer.7.attention.output.dense,7,O,0.95,1.2,0.00028100711060687896,0.041297501497484596,0.023712980809663286,0.998308324728156
bert.encoder.layer.7.attention.output.dense,7,O,0.99,1.0,0.001369429286569357,0.010002829602789915,0.02412000112671603,0.9997845643330405
bert.encoder.layer.7.attention.output.dense,7,O,0.99,1.1,0.0015063722152262927,0.009591251015165937,0.024134739031736865,0.9998052351326422
bert.encoder.layer.7.attention.output.dense,7,O,0.99,1.2,0.0016433151438832283,0.00909515182472632,0.024148402962438004,0.9998189008279345
bert.encoder.layer.7.attention.output.dense,7,O,0.995,1.0,0.002196291694417596,0.005001414801394957,0.0241878475935165,0.9998395716275361
bert.encoder.layer.7.attention.output.dense,7,O,0.995,1.1,0.002415920863859356,0.003612337068164029,0.024196800923983703,0.9998418683830473
bert.encoder.layer.7.attention.output.dense,7,O,0.995,1.2,0.002635550033301115,0.002418024202290876,0.02420271841615116,0.9998431315985786
bert.encoder.layer.7.attention.output.dense,7,O,0.999,1.0,0.003101011272519827,0.0010032228073334484,0.024209295179683187,0.9998446244896609
bert.encoder.layer.7.attention.output.dense,7,O,0.999,1.1,0.00341111239977181,0.0005328472786203297,0.024211171976390385,0.9998449690029876
bert.encoder.layer.7.attention.output.dense,7,O,0.999,1.2,0.003721213527023792,0.0002829602789914855,0.024212059866050732,0.9998451986785387
bert.encoder.layer.7.attention.self.query,7,Q,0.9,1.0,3.3808868465712294e-05,0.09999889755735458,0.19768772320635644,0.9952184995388115
bert.encoder.layer.7.attention.self.query,7,Q,0.9,1.1,3.718975531228353e-05,0.08772136129617857,0.1987271246979001,0.9956634959191248
bert.encoder.layer.7.attention.self.query,7,Q,0.9,1.2,4.057064215885475e-05,0.07767810879638987,0.19956715824124874,0.9960239716966225
bert.encoder.layer.7.attention.self.query,7,Q,0.95,1.0,5.529424743144773e-05,0.05000312358749536,0.20184699432027675,0.9970275390172826
bert.encoder.layer.7.attention.self.query,7,Q,0.95,1.1,6.0823672174592506e-05,0.04331129672978763,0.20235931434651488,0.9972691576970708
bert.encoder.layer.7.attention.self.query,7,Q,0.95,1.2,6.635309691773727e-05,0.03796444989949398,0.20276231838023,0.9974687457510023
bert.encoder.layer.7.attention.self.query,7,Q,0.99,1.0,0.0002757903712335974,0.010002829602789915,0.20551194144437135,0.9991986620021094
bert.encoder.layer.7.attention.self.query,7,Q,0.99,1.1,0.00030336940835695714,0.009440583853625015,0.20561955400989013,0.9992442525990085
bert.encoder.layer.7.attention.self.query,7,Q,0.99,1.2,0.0003309484454803169,0.008808516736916763,0.2057159220432182,0.9992795077961069
bert.encoder.layer.7.attention.self.query,7,Q,0.995,1.0,0.000511055754031986,0.005001414801394957,0.2061146675094228,0.9993877998184645
bert.encoder.layer.7.attention.self.query,7,Q,0.995,1.1,0.0005621613294351847,0.004152533964420501,0.20617793833885167,0.9993999726226743
bert.encoder.layer.7.attention.self.query,7,Q,0.995,1.2,0.0006132669048383832,0.003384498921443612,0.2062267443934667,0.9994084706180661
bert.encoder.layer.7.attention.self.query,7,Q,0.999,1.0,0.0008986579487100244,0.0010032228073334484,0.2063527549276124,0.9994274188510343
bert.encoder.layer.7.attention.self.query,7,Q,0.999,1.1,0.0009885237435810269,0.0007129129107058206,0.20636575552078779,0.99942960076877
bert.encoder.layer.7.attention.self.query,7,Q,0.999,1.2,0.0010783895384520292,0.0005144732345299736,0.20637462195404285,0.9994306343087501
bert.encoder.layer.7.attention.self.value,7,V,0.9,1.0,9.419261914445087e-05,0.10000257236617265,0.16830274131550807,0.9929293233207043
bert.encoder.layer.7.attention.self.value,7,V,0.9,1.1,0.00010361188105889597,0.09169382962851358,0.16957945985516354,0.9935679361906197
bert.encoder.layer.7.attention.self.value,7,V,0.9,1.2,0.00011303114297334105,0.08488073407980949,0.17065868613029156,0.9941100853290608
bert.encoder.layer.7.attention.self.value,7,V,0.95,1.0,0.00022025340877007693,0.05000312358749536,0.17687905607023294,0.9972453862775289
bert.encoder.layer.7.attention.self.value,7,V,0.95,1.1,0.00024227874964708466,0.04637976209287712,0.17752231508515146,0.9975707216957038
bert.encoder.layer.7.attention.self.value,7,V,0.95,1.2,0.00026430409052409233,0.0434950371706912,0.17806550254847991,0.9978452988170791
bert.encoder.layer.7.attention.self.value,7,V,0.99,1.0,0.0010017723543569446,0.010002829602789915,0.18210501700211545,0.9995310025245937
bert.encoder.layer.7.attention.self.value,7,V,0.99,1.1,0.001101949589792639,0.006927014622064287,0.18215805291479711,0.9995376631155765
bert.encoder.layer.7.attention.self.value,7,V,0.99,1.2,0.0012021268252283333,0.004332599596505992,0.18219119796776947,0.9995403043844144
bert.encoder.layer.7.attention.self.value,7,V,0.995,1.0,0.0011735346633940935,0.005001414801394957,0.18218340813866032,0.9995398450333122
bert.encoder.layer.7.attention.self.value,7,V,0.995,1.1,0.001290888129733503,0.002678935628373934,0.18220883035122598,0.9995419121132723
bert.encoder.layer.7.attention.self.value,7,V,0.995,1.2,0.0014082415960729121,0.001392752542049,0.18222222809170852,0.9995427159777013
bert.encoder.layer.7.attention.self.value,7,V,0.999,1.0,0.0014643218601122499,0.0010032228073334484,0.18222623305913135,0.9995429456532524
bert.encoder.layer.7.attention.self.value,7,V,0.999,1.1,0.0016107540461234749,0.0004336274405324063,0.18223206586114857,0.9995434050043547
bert.encoder.layer.7.attention.self.value,7,V,0.999,1.2,0.0017571862321346997,0.00023518776435655934,0.18223508513766445,0.9995436346799058
bert.encoder.layer.8.attention.self.key,8,K,0.9,1.0,0.00010816589929163456,0.10000257236617265,0.21601371829105906,0.9957983154676378
bert.encoder.layer.8.attention.self.key,8,K,0.9,1.1,0.00011898248922079802,0.09008793817501644,0.21752379676770225,0.9963241576419487
bert.encoder.layer.8.attention.self.key,8,K,0.9,1.2,0.00012979907914996146,0.08172774811390437,0.21877305951516074,0.9967473348449047
bert.encoder.layer.8.attention.self.key,8,K,0.95,1.0,0.00019727053586393595,0.05000312358749536,0.22332529594903094,0.9981613323754331
bert.encoder.layer.8.attention.self.key,8,K,0.95,1.1,0.00021699758945032955,0.044127104287399445,0.22408124431974677,0.9983698777758587
bert.encoder.layer.8.attention.self.key,8,K,0.95,1.2,0.00023672464303672313,0.0391881612359117,0.22468914765742204,0.998530995174976
bert.encoder.layer.8.attention.self.key,8,K,0.99,1.0,0.0004914574092254043,0.010002829602789915,0.2275357608064632,0.9991753499336697
bert.encoder.layer.8.attention.self.key,8,K,0.99,1.1,0.0005406031501479447,0.007775895459038743,0.22768942810562603,0.9992027961620297
bert.encoder.layer.8.attention.self.key,8,K,0.99,1.2,0.000589748891070485,0.006258199417175321,0.22780152412983554,0.9992218592327734
bert.encoder.layer.8.attention.self.key,8,K,0.995,1.0,0.0006379280821420252,0.005001414801394957,0.2278831690037454,0.9992356397658412
bert.encoder.layer.8.attention.self.key,8,K,0.995,1.1,0.0007017208903562278,0.0037005324797977387,0.22796105294048752,0.999246779030071
bert.encoder.layer.8.attention.self.key,8,K,0.995,1.2,0.0007655136985704302,0.0028259279810967835,0.2280152898651648,0.9992553918632383
bert.encoder.layer.8.attention.self.key,8,K,0.999,1.0,0.0010095316683873534,0.0010032228073334484,0.2281094999057445,0.9992687130452038
bert.encoder.layer.8.attention.self.key,8,K,0.999,1.1,0.001110484835226089,0.0007092381018877493,0.2281254049377363,0.999270780125164
bert.encoder.layer.8.attention.self.key,8,K,0.999,1.2,0.001211438002064824,0.0005181480433480448,0.22813576904703062,0.9992721581784708
bert.encoder.layer.8.attention.output.dense,8,O,0.9,1.0,0.00011358973279129714,0.10000257236617265,0.021806704193618798,0.99597975915303
bert.encoder.layer.8.attention.output.dense,8,O,0.9,1.1,0.00012494870607042687,0.08993359620465745,0.021917949678879608,0.9963243873174998
bert.encoder.layer.8.attention.output.dense,8,O,0.9,1.2,0.00013630767934955657,0.0813529176144611,0.02200962021184745,0.9966115965941872
bert.encoder.layer.8.attention.output.dense,8,O,0.95,1.0,0.00021568825468420982,0.05000312358749536,0.022364085276807024,0.9977701949118597
bert.encoder.layer.8.attention.output.dense,8,O,0.95,1.1,0.00023725708015263084,0.04538756371199788,0.022417647917858524,0.9979504902194963
bert.encoder.layer.8.attention.output.dense,8,O,0.95,1.2,0.0002588259056210518,0.04178992587910614,0.022462337502045016,0.9980996644899549
bert.encoder.layer.8.attention.output.dense,8,O,0.99,1.0,0.0016556221526116133,0.010002829602789915,0.022864618189199847,0.9998091396170115
bert.encoder.layer.8.attention.output.dense,8,O,0.99,1.1,0.0018211843678727748,0.009609625059256293,0.02287846207181008,0.9998290065521841
bert.encoder.layer.8.attention.output.dense,8,O,0.99,1.2,0.001986746583133936,0.00898123275136611,0.022891524444918123,0.9998417535452718
bert.encoder.layer.8.attention.output.dense,8,O,0.995,1.0,0.002584749599918723,0.005001414801394957,0.022925352641941517,0.9998587495360554
bert.encoder.layer.8.attention.output.dense,8,O,0.995,1.1,0.002843224559910596,0.0032522058039930473,0.02293304014357531,0.9998608166160156
bert.encoder.layer.8.attention.output.dense,8,O,0.995,1.2,0.0031016995199024677,0.0021093402615728917,0.02293783021202071,0.9998618501559956
bert.encoder.layer.8.attention.output.dense,8,O,0.999,1.0,0.0034773359075188637,0.0010032228073334484,0.02294148257275544,0.9998623095070979
bert.encoder.layer.8.attention.output.dense,8,O,0.999,1.1,0.0038250694982707506,0.0005732701756191134,0.02294312533762739,0.9998626540204246
bert.encoder.layer.8.attention.output.dense,8,O,0.999,1.2,0.004172803089022637,0.0003160335583541266,0.02294414076834112,0.9998626540204246
bert.encoder.layer.8.attention.self.query,8,Q,0.9,1.0,4.926097608404234e-05,0.10000257236617265,0.16572383895946563,0.9936632515443384
bert.encoder.layer.8.attention.self.query,8,Q,0.9,1.1,5.4187073692446576e-05,0.08894139782377822,0.16681423320826733,0.994235603017753
bert.encoder.layer.8.attention.self.query,8,Q,0.9,1.2,5.9113171300850805e-05,0.08002998643995546,0.1677112884920912,0.994708390139753
bert.encoder.layer.8.attention.self.query,8,Q,0.95,1.0,8.563623850932345e-05,0.05000312358749536,0.17068705106085605,0.9962905101737082
bert.encoder.layer.8.attention.self.query,8,Q,0.95,1.1,9.41998623602558e-05,0.044116079860945234,0.17126122079905043,0.99660505084098
bert.encoder.layer.8.attention.self.query,8,Q,0.95,1.2,0.00010276348621118814,0.03944539785317669,0.1717286488248574,0.996865962267063
bert.encoder.layer.8.attention.self.query,8,Q,0.99,1.0,0.0004467164690140635,0.010002829602789915,0.17508618479357987,0.998929137742859
bert.encoder.layer.8.attention.self.query,8,Q,0.99,1.1,0.0004913881159154699,0.009374437294899732,0.17518192121914233,0.9989772547708206
bert.encoder.layer.8.attention.self.query,8,Q,0.99,1.2,0.0005360597628168762,0.008731345751737266,0.1752665470899189,0.999016184776737
bert.encoder.layer.8.attention.self.query,8,Q,0.995,1.0,0.0008456138311885297,0.005001414801394957,0.17564060721928443,0.9991597319961929
bert.encoder.layer.8.attention.self.query,8,Q,0.995,1.1,0.0009301752143073828,0.004181932434965071,0.17570097839488025,0.9991785653913855
bert.encoder.layer.8.attention.self.query,8,Q,0.995,1.2,0.0010147365974262357,0.0035314912741664616,0.17574968396644164,0.9991925756000044
bert.encoder.layer.8.attention.self.query,8,Q,0.999,1.0,0.0016253769863396883,0.0010032228073334484,0.17591065303343217,0.9992321946325743
bert.encoder.layer.8.attention.self.query,8,Q,0.999,1.1,0.0017879146849736573,0.0007165877195238917,0.1759253283441679,0.9992348359014123
bert.encoder.layer.8.attention.self.query,8,Q,0.999,1.2,0.0019504523836076258,0.0004556762934408337,0.17593450101149113,0.9992366733058212
bert.encoder.layer.8.attention.self.value,8,V,0.9,1.0,9.927720384439453e-05,0.10000257236617265,0.11932456401455714,0.9945171852434377
bert.encoder.layer.8.attention.self.value,8,V,0.9,1.1,0.000109204924228834,0.09085229840917526,0.12047997558395775,0.995055315059734
bert.encoder.layer.8.attention.self.value,8,V,0.9,1.2,0.00011913264461327344,0.08341816017021715,0.12146518321524948,0.9955007707911496
bert.encoder.layer.8.attention.self.value,8,V,0.95,1.0,0.00019511094433255494,0.05000312358749536,0.12578326061805384,0.9973931824946807
bert.encoder.layer.8.attention.self.value,8,V,0.95,1.1,0.00021462203876581045,0.04514870113882325,0.1263999921068169,0.9976638551316868
bert.encoder.layer.8.attention.self.value,8,V,0.95,1.2,0.0002341331331990659,0.04123870455639545,0.12690635970835493,0.9978911190895293
bert.encoder.layer.8.attention.self.value,8,V,0.99,1.0,0.001038253540173173,0.010002829602789915,0.13021755384972972,0.9995605158329138
bert.encoder.layer.8.attention.self.value,8,V,0.99,1.1,0.0011420788941904902,0.008069880164484443,0.13025244060896482,0.9995679802883255
bert.encoder.layer.8.attention.self.value,8,V,0.99,1.2,0.0012459042482078075,0.006089158211544044,0.130277369976077,0.9995723441237969
bert.encoder.layer.8.attention.self.value,8,V,0.995,1.0,0.0013073019217699766,0.005001414801394957,0.1302881360175362,0.9995744112037571
bert.encoder.layer.8.attention.self.value,8,V,0.995,1.1,0.0014380321139469744,0.0031640103923593374,0.13030462959305167,0.9995762486081662
bert.encoder.layer.8.attention.self.value,8,V,0.995,1.2,0.001568762306123972,0.0018116807473091212,0.13031397451703824,0.9995773969859219
bert.encoder.layer.8.attention.self.value,8,V,0.999,1.0,0.0017157956026494503,0.0010032228073334484,0.13031986952285057,0.9995779711747996
bert.encoder.layer.8.attention.self.value,8,V,0.999,1.1,0.0018873751629143955,0.000459351102258905,0.13032352519203938,0.9995782008503508
bert.encoder.layer.8.attention.self.value,8,V,0.999,1.2,0.00205895472317934,0.00017639082326741952,0.13032535781154111,0.9995783156881263
bert.encoder.layer.9.attention.self.key,9,K,0.9,1.0,0.00010282337461831048,0.10000257236617265,0.22805591003478426,0.996097697548535
bert.encoder.layer.9.attention.self.key,9,K,0.9,1.1,0.00011310571208014154,0.08980497789602496,0.2295408916795447,0.9966033282743465
bert.encoder.layer.9.attention.self.key,9,K,0.9,1.2,0.00012338804954197257,0.08146316187900325,0.23076976594271562,0.9970099688376213
bert.encoder.layer.9.attention.self.key,9,K,0.95,1.0,0.00018591599655337632,0.05000312358749536,0.23514028118661223,0.9983381825498029
bert.encoder.layer.9.attention.self.key,9,K,0.95,1.1,0.00020450759620871398,0.04401318521403924,0.2358712475596135,0.9985367370637542
bert.encoder.layer.9.attention.self.key,9,K,0.95,1.2,0.00022309919586405158,0.03889785133928408,0.23645924568557583,0.9986902751696843
bert.encoder.layer.9.attention.self.key,9,K,0.99,1.0,0.000455785688245669,0.010002829602789915,0.23913941584568582,0.9992867425759675
bert.encoder.layer.9.attention.self.key,9,K,0.99,1.1,0.000501364257070236,0.007823667973673669,0.23929003037468763,0.9993133849398985
bert.encoder.layer.9.attention.self.key,9,K,0.99,1.2,0.0005469428258948028,0.0063059719318102475,0.23939993491186215,0.9993321034973156
bert.encoder.layer.9.attention.self.key,9,K,0.995,1.0,0.0005989682977087796,0.005001414801394957,0.2394921735710599,0.9993477214347923
bert.encoder.layer.9.attention.self.key,9,K,0.995,1.1,0.0006588651274796576,0.003785053082613377,0.23956585635951175,0.9993598942390022
bert.encoder.layer.9.attention.self.key,9,K,0.995,1.2,0.0007187619572505355,0.0029067737750943508,0.2396171553513289,0.9993681625588429
bert.encoder.layer.9.attention.self.key,9,K,0.999,1.0,0.0009957703296095133,0.0010032228073334484,0.2397230166417834,0.9993837804963197
bert.encoder.layer.9.attention.self.key,9,K,0.999,1.1,0.0010953473625704647,0.0006835144401612506,0.23973650051072665,0.9993858475762798
bert.encoder.layer.9.attention.self.key,9,K,0.999,1.2,0.001194924395531416,0.00046670071989504745,0.2397441611474116,0.9993866514407088
bert.encoder.layer.9.attention.output.dense,9,O,0.9,1.0,7.642243144800887e-05,0.10000257236617265,0.02093429375441593,0.9964962994675202
bert.encoder.layer.9.attention.output.dense,9,O,0.9,1.1,8.406467459280975e-05,0.08866946197124094,0.021047436149258324,0.9967763888021226
bert.encoder.layer.9.attention.output.dense,9,O,0.9,1.2,9.170691773761063e-05,0.07896061707389673,0.021139365341928774,0.9969988295733915
bert.encoder.layer.9.attention.output.dense,9,O,0.95,1.0,0.00012780305405613035,0.05000312358749536,0.02140085128739814,0.9976241212613414
bert.encoder.layer.9.attention.output.dense,9,O,0.95,1.1,0.0001405833594617434,0.04402420964049345,0.021454065056956784,0.9977554956765874
bert.encoder.layer.9.attention.output.dense,9,O,0.95,1.2,0.0001533636648673564,0.03917713680945749,0.021496858306150262,0.9978625244834137
bert.encoder.layer.9.attention.output.dense,9,O,0.99,1.0,0.0018858611583709717,0.010002829602789915,0.0218643517799671,0.9998314181454709
bert.encoder.layer.9.attention.output.dense,9,O,0.99,1.1,0.002074447274208069,0.009528779265258724,0.021878089853754643,0.9998481844607034
bert.encoder.layer.9.attention.output.dense,9,O,0.99,1.2,0.002263033390045166,0.00867989842828427,0.021890530679088565,0.999858864373831
bert.encoder.layer.9.attention.output.dense,9,O,0.995,1.0,0.002802706090733409,0.005001414801394957,0.021916959458035117,0.9998711520158163
bert.encoder.layer.9.attention.output.dense,9,O,0.995,1.1,0.00308297669980675,0.0032558806128111183,0.021924540918259978,0.9998736784468788
bert.encoder.layer.9.attention.output.dense,9,O,0.995,1.2,0.0033632473088800905,0.0019807219529403984,0.021928990905783263,0.9998744823113077
bert.encoder.layer.9.attention.output.dense,9,O,0.999,1.0,0.0038483389653265476,0.0010032228073334484,0.02193297834980055,0.9998751713379611
bert.encoder.layer.9.attention.output.dense,9,O,0.999,1.1,0.004233172861859202,0.0005842946020733271,0.021934525478079253,0.9998756306890634
bert.encoder.layer.9.attention.output.dense,9,O,0.999,1.2,0.004618006758391857,0.0003895297347155514,0.021935514364195538,0.999875745526839
bert.encoder.layer.9.attention.self.query,9,Q,0.9,1.0,2.5526493118377402e-05,0.10000257236617265,0.10941672013043006,0.9945449759851244
bert.encoder.layer.9.attention.self.query,9,Q,0.9,1.1,2.8079142430215144e-05,0.08908471536768299,0.11012961390491775,0.9949652822436913
bert.encoder.layer.9.attention.self.query,9,Q,0.9,1.2,3.063179174205288e-05,0.08007775895459039,0.11071468844968299,0.9953085323548543
bert.encoder.layer.9.attention.self.query,9,Q,0.95,1.0,4.433949652593583e-05,0.05000312358749536,0.11261456940262389,0.9964443927929649
bert.encoder.layer.9.attention.self.query,9,Q,0.95,1.1,4.8773446178529414e-05,0.04418957603730666,0.11297206418457478,0.9966742980196456
bert.encoder.layer.9.attention.self.query,9,Q,0.95,1.2,5.320739583112299e-05,0.039787155073257315,0.11326277601480791,0.9968682590225744
bert.encoder.layer.9.attention.self.query,9,Q,0.99,1.0,0.0003745857975445688,0.010002829602789915,0.11547011597366527,0.9992916806003168
bert.encoder.layer.9.attention.self.query,9,Q,0.99,1.1,0.0004120443772990257,0.00960595025043822,0.11552898947355315,0.9993331370372956
bert.encoder.layer.9.attention.self.query,9,Q,0.99,1.2,0.00044950295705348253,0.009076777780635963,0.11558419294951272,0.9993659806411072
bert.encoder.layer.9.attention.self.query,9,Q,0.995,1.0,0.0007104118703864515,0.005001414801394957,0.11585079841657656,0.9994658895058485
bert.encoder.layer.9.attention.self.query,9,Q,0.995,1.1,0.0007814530574250967,0.004034940082242222,0.11589387693734139,0.9994755358789958
bert.encoder.layer.9.attention.self.query,9,Q,0.995,1.2,0.0008524942444637418,0.003296303509809902,0.1159284957419325,0.9994823113077542
bert.encoder.layer.9.attention.self.query,9,Q,0.999,1.0,0.0012303678086027503,0.0010032228073334484,0.11601786824119338,0.9994964363541486
bert.encoder.layer.9.attention.self.query,9,Q,0.999,1.1,0.0013534045894630254,0.0006577907784347519,0.11602885917334897,0.9994978144074554
bert.encoder.layer.9.attention.self.query,9,Q,0.999,1.2,0.0014764413703233002,0.0004079037788059076,0.1160358834173213,0.9994983885963332
bert.encoder.layer.9.attention.self.value,9,V,0.9,1.0,0.00011175924737472087,0.10000257236617265,0.14133600373268707,0.994545320498451
bert.encoder.layer.9.attention.self.value,9,V,0.9,1.1,0.00012293517211219297,0.0906171106448187,0.1426014394608933,0.9951026282232667
bert.encoder.layer.9.attention.self.value,9,V,0.9,1.2,0.00013411109684966505,0.08262072665669569,0.1436671483728559,0.9955669173498749
bert.encoder.layer.9.attention.self.value,9,V,0.95,1.0,0.00021512628882192075,0.05000312358749536,0.14805552084902782,0.9975004409770581
bert.encoder.layer.9.attention.self.value,9,V,0.95,1.1,0.00023663891770411285,0.04544268584426895,0.14869327722053385,0.9977922437647682
bert.encoder.layer.9.attention.self.value,9,V,0.95,1.2,0.0002581515465863049,0.041679681614564,0.14921593743148012,0.9980350108223119
bert.encoder.layer.9.attention.self.value,9,V,0.99,1.0,0.0009611925925128162,0.010002829602789915,0.15257328678881732,0.9995494914064595
bert.encoder.layer.9.attention.self.value,9,V,0.99,1.1,0.0010573118517640979,0.007926562620579664,0.15262750935851313,0.9995589081040559
bert.encoder.layer.9.attention.self.value,9,V,0.99,1.2,0.0011534311110153793,0.0060046376087284055,0.152666324526654,0.999564420317283
bert.encoder.layer.9.attention.self.value,9,V,0.995,1.0,0.0012091915123164654,0.005001414801394957,0.15268281331726216,0.9995667170727943
bert.encoder.layer.9.attention.self.value,9,V,0.995,1.1,0.001330110663548112,0.0032081080981761923,0.15270642204995535,0.9995693583416323
bert.encoder.layer.9.attention.self.value,9,V,0.995,1.2,0.0014510298147797584,0.0019182502030331873,0.15272053274162786,0.9995702770438368
bert.encoder.layer.9.attention.self.value,9,V,0.999,1.0,0.0016013251151889563,0.0010032228073334484,0.15273002599774121,0.9995714254215925
bert.encoder.layer.9.attention.self.value,9,V,0.999,1.1,0.001761457626707852,0.0004556762934408337,0.1527354377279147,0.999571540259368
bert.encoder.layer.9.attention.self.value,9,V,0.999,1.2,0.0019215901382267475,0.0002131389114481319,0.1527379210948113,0.9995716550971435
bert.encoder.layer.10.attention.self.key,10,K,0.9,1.0,7.794694101903588e-05,0.10000257236617265,0.23075616502770194,0.9962638678097772
bert.encoder.layer.10.attention.self.key,10,K,0.9,1.1,8.574163512093947e-05,0.08924273214686006,0.23216208563468235,0.9967352768784704
bert.encoder.layer.10.attention.self.key,10,K,0.9,1.2,9.353632922284305e-05,0.07962208266114955,0.233324344406451,0.9971111409178938
