layer_name,layer_idx,sublayer,q,safety,theta,CCR,QZR_nonzero,cosine_sim
bert.encoder.layer.3.attention.output.dense,3,O,0.9,1.2,0.0002874821831937879,0.07790227213429221,0.03761058349931113,0.9969449706566516
bert.encoder.layer.3.attention.output.dense,3,O,0.95,1.0,0.0003971335827372968,0.05000312358749536,0.03838645266050252,0.9978350782550538
bert.encoder.layer.3.attention.output.dense,3,O,0.95,1.1,0.00043684694101102655,0.04428144625775844,0.03856359807467992,0.9980472984642974
bert.encoder.layer.3.attention.output.dense,3,O,0.95,1.2,0.00047656029928475616,0.03965853676462482,0.03870979527744862,0.9982225409098092
bert.encoder.layer.3.attention.output.dense,3,O,0.99,1.0,0.00153140421025455,0.010002829602789915,0.03973951314194185,0.9993424388971164
bert.encoder.layer.3.attention.output.dense,3,O,0.99,1.1,0.001684544631280005,0.008621101487195129,0.039777883394774116,0.9993687367477208
bert.encoder.layer.3.attention.output.dense,3,O,0.99,1.2,0.0018376850523054598,0.007581130591680967,0.03980977265298223,0.9993900965739757
bert.encoder.layer.3.attention.output.dense,3,O,0.995,1.0,0.00233096769079566,0.005001414801394957,0.03988013849699429,0.9994353426575482
bert.encoder.layer.3.attention.output.dense,3,O,0.995,1.1,0.002564064459875226,0.0042186805231457835,0.03990250563758808,0.9994500418928205
bert.encoder.layer.3.attention.output.dense,3,O,0.995,1.2,0.002797161228954792,0.003630711112254385,0.03992046527650555,0.9994620998592548
bert.encoder.layer.3.attention.output.dense,3,O,0.999,1.0,0.005388110410422087,0.0010032228073334484,0.04000638231762643,0.9995165329648725
bert.encoder.layer.3.attention.output.dense,3,O,0.999,1.1,0.0059269214514642956,0.0007790594694311028,0.040013650176241054,0.9995207819625684
bert.encoder.layer.3.attention.output.dense,3,O,0.999,1.2,0.0064657324925065035,0.0006357419255263245,0.04001902530795969,0.9995235380691819
bert.encoder.layer.3.attention.self.query,3,Q,0.9,1.0,4.1663286538096145e-05,0.10000257236617265,0.09521678986854056,0.9960770267489334
bert.encoder.layer.3.attention.self.query,3,Q,0.9,1.1,4.582961519190576e-05,0.08795654906053513,0.09582007577063456,0.9965123767560993
bert.encoder.layer.3.attention.self.query,3,Q,0.9,1.2,4.9995943845715375e-05,0.07821463088382827,0.09630951437243335,0.9968642397004296
bert.encoder.layer.3.attention.self.query,3,Q,0.95,1.0,6.822764407843351e-05,0.05000312358749536,0.09765729357707581,0.9978373750105651
bert.encoder.layer.3.attention.self.query,3,Q,0.95,1.1,7.505040848627688e-05,0.043550159302962264,0.09796586268149471,0.9980647538061832
bert.encoder.layer.3.attention.self.query,3,Q,0.95,1.2,8.187317289412021e-05,0.03856344373683959,0.09821464436872414,0.9982478052204334
bert.encoder.layer.3.attention.self.query,3,Q,0.99,1.0,0.00023837944900151342,0.010002829602789915,0.09971209547490212,0.9993428982482186
bert.encoder.layer.3.attention.self.query,3,Q,0.99,1.1,0.0002622173939016648,0.008779118266372192,0.09977599791240235,0.9993774644186636
bert.encoder.layer.3.attention.self.query,3,Q,0.99,1.2,0.0002860553388018161,0.007786919885492957,0.09982903382533777,0.9994035325937168
bert.encoder.layer.3.attention.self.query,3,Q,0.995,1.0,0.00037914887070655823,0.005001414801394957,0.09996872919507337,0.9994620998592548
bert.encoder.layer.3.attention.self.query,3,Q,0.995,1.1,0.0004170637577772141,0.004108436258603646,0.10000625722332603,0.9994742726634647
bert.encoder.layer.3.attention.self.query,3,Q,0.995,1.2,0.00045497864484786985,0.0034249218184423955,0.10003499059189126,0.9994839190366122
bert.encoder.layer.3.attention.self.query,3,Q,0.999,1.0,0.0006998130702413619,0.0010032228073334484,0.10012528657826841,0.9995059678895205
bert.encoder.layer.3.attention.self.query,3,Q,0.999,1.1,0.0007697943772654981,0.0007312869547961767,0.1001354353667325,0.9995078052939296
bert.encoder.layer.3.attention.self.query,3,Q,0.999,1.2,0.0008397756842896342,0.0005622457491648997,0.1001424452559828,0.9995087239961341
bert.encoder.layer.3.attention.self.value,3,V,0.9,1.0,0.00011945389996981248,0.10000257236617265,0.11267338548362373,0.9953382753387255
bert.encoder.layer.3.attention.self.value,3,V,0.9,1.1,0.00013139928996679375,0.09040764654218865,0.11387471781427654,0.9959162538631428
bert.encoder.layer.3.attention.self.value,3,V,0.9,1.2,0.00014334467996377498,0.08296983349441245,0.11489320448081881,0.9963916822539808
bert.encoder.layer.3.attention.self.value,3,V,0.95,1.0,0.00023922619584482163,0.05000312358749536,0.11965812047605254,0.9983284213388799
bert.encoder.layer.3.attention.self.value,3,V,0.95,1.1,0.00026314881542930383,0.04527364463863767,0.1203354241097595,0.9985554556211713
bert.encoder.layer.3.attention.self.value,3,V,0.95,1.2,0.00028707143501378597,0.04110273663012682,0.12090621570612052,0.99873310965997
bert.encoder.layer.3.attention.self.value,3,V,0.99,1.0,0.0006475935806520283,0.010002829602789915,0.12403432016895431,0.99945704699713
bert.encoder.layer.3.attention.self.value,3,V,0.99,1.1,0.0007123529387172312,0.00773547256203996,0.1241708862092908,0.9994773732834049
bert.encoder.layer.3.attention.self.value,3,V,0.99,1.2,0.000777112296782434,0.005964214711729622,0.12426686666558559,0.9994911538164727
bert.encoder.layer.3.attention.self.value,3,V,0.995,1.0,0.0008158643613569438,0.005001414801394957,0.12431004088449721,0.9994974698941288
bert.encoder.layer.3.attention.self.value,3,V,0.995,1.1,0.0008974507974926383,0.003678483626889311,0.12437603432650417,0.9995065420783984
bert.encoder.layer.3.attention.self.value,3,V,0.995,1.2,0.0009790372336283325,0.0025392928932872266,0.12441942865115332,0.9995127433182789
bert.encoder.layer.3.attention.self.value,3,V,0.999,1.0,0.0012011926155537367,0.0010032228073334484,0.12447273730380702,0.9995213561514462
bert.encoder.layer.3.attention.self.value,3,V,0.999,1.1,0.0013213118771091105,0.0006798396313431793,0.12448528811575484,0.9995236529069575
bert.encoder.layer.3.attention.self.value,3,V,0.999,1.2,0.001441431138664484,0.000521822852166116,0.12449311143925261,0.999525375473591
bert.encoder.layer.4.attention.self.key,4,K,0.9,1.0,9.142938506556675e-05,0.10000257236617265,0.18210918074285523,0.996350455492553
bert.encoder.layer.4.attention.self.key,4,K,0.9,1.1,0.00010057232357212343,0.08915086192640828,0.1835724771804539,0.9968284103144534
bert.encoder.layer.4.attention.self.key,4,K,0.9,1.2,0.00010971526207868009,0.08015492993976989,0.18477395784323422,0.9972074898115926
bert.encoder.layer.4.attention.self.key,4,K,0.95,1.0,0.0001562791148899123,0.05000312358749536,0.18854056034126304,0.9982987931927841
bert.encoder.layer.4.attention.self.key,4,K,0.95,1.1,0.00017190702637890354,0.04320840208288164,0.18928869017338845,0.9984942470867954
bert.encoder.layer.4.attention.self.key,4,K,0.95,1.2,0.00018753493786789475,0.0378983033407687,0.18988772229285888,0.9986435361950294
bert.encoder.layer.4.attention.self.key,4,K,0.99,1.0,0.00035835287417285144,0.010002829602789915,0.1923777115130847,0.9991885562778596
bert.encoder.layer.4.attention.self.key,4,K,0.99,1.1,0.00039418816159013663,0.007831017591309813,0.1925387858488069,0.9992179547484042
bert.encoder.layer.4.attention.self.key,4,K,0.99,1.2,0.0004300234490074217,0.0062030772849042525,0.1926562457541424,0.999238051359128
bert.encoder.layer.4.attention.self.key,4,K,0.995,1.0,0.00046347075840458274,0.005001414801394957,0.19273822557156592,0.9992520615677469
bert.encoder.layer.4.attention.self.key,4,K,0.995,1.1,0.0005098178342450411,0.0037813782737953056,0.1928212676384185,0.9992648085608347
bert.encoder.layer.4.attention.self.key,4,K,0.995,1.2,0.0005561649100854993,0.002881050113367852,0.19287851426981145,0.9992737659073286
bert.encoder.layer.4.attention.self.key,4,K,0.999,1.0,0.0007586728897877038,0.0010032228073334484,0.19299143329808308,0.9992901877092344
bert.encoder.layer.4.attention.self.key,4,K,0.999,1.1,0.0008345401787664742,0.0007092381018877493,0.19300751058673907,0.9992922547891946
bert.encoder.layer.4.attention.self.key,4,K,0.999,1.2,0.0009104074677452445,0.00044832667580469126,0.19301739142039223,0.9992931734913991
bert.encoder.layer.4.attention.output.dense,4,O,0.9,1.0,0.00020476290956139565,0.10000257236617265,0.03130436086250752,0.9968139407547323
bert.encoder.layer.4.attention.output.dense,4,O,0.9,1.1,0.00022523920051753524,0.08905531689713843,0.03154294977963526,0.9971281369086773
bert.encoder.layer.4.attention.output.dense,4,O,0.9,1.2,0.0002457154914736748,0.0800116123958651,0.03173914143715174,0.9973842251481867
bert.encoder.layer.4.attention.output.dense,4,O,0.95,1.0,0.00034313235664740205,0.04999944877867729,0.03233159728738346,0.9981638588064956
bert.encoder.layer.4.attention.output.dense,4,O,0.95,1.1,0.0003774455923121423,0.04337744328851292,0.032459060196027914,0.998341053494192
bert.encoder.layer.4.attention.output.dense,4,O,0.95,1.2,0.00041175882797688245,0.038276808649030034,0.03256254140710418,0.9984891942246704
bert.encoder.layer.4.attention.output.dense,4,O,0.99,1.0,0.0014341262867674232,0.010002829602789915,0.033272077489112546,0.9995513288108686
bert.encoder.layer.4.attention.output.dense,4,O,0.99,1.1,0.0015775389154441656,0.008834240398643261,0.03329870668953797,0.9995718847726947
bert.encoder.layer.4.attention.output.dense,4,O,0.99,1.2,0.0017209515441209077,0.007812643547219457,0.03332038644185079,0.9995870433590692
bert.encoder.layer.4.attention.output.dense,4,O,0.995,1.0,0.002211163751780987,0.005001414801394957,0.03337191705469241,0.9996186237473496
bert.encoder.layer.4.attention.output.dense,4,O,0.995,1.1,0.002432280126959086,0.004141509537966288,0.03338731297492241,0.999627466256068
bert.encoder.layer.4.attention.output.dense,4,O,0.995,1.2,0.002653396502137184,0.003413897391988182,0.03339963077436056,0.9996343565226019
bert.encoder.layer.4.attention.output.dense,4,O,0.999,1.0,0.004571652505546808,0.0010032228073334484,0.03345219806000772,0.9996627214531664
bert.encoder.layer.4.attention.output.dense,4,O,0.999,1.1,0.005028817756101489,0.0007937587047033879,0.033457833307053236,0.9996658220731066
bert.encoder.layer.4.attention.output.dense,4,O,0.999,1.2,0.005485983006656169,0.000628392307890182,0.03346172481727711,0.9996677743152913
bert.encoder.layer.4.attention.self.query,4,Q,0.9,1.0,4.470592466532253e-05,0.10000257236617265,0.11508842391530565,0.9957790227213429
bert.encoder.layer.4.attention.self.query,4,Q,0.9,1.1,4.9176517131854785e-05,0.0883681276481591,0.11581672509142199,0.9962287274504544
bert.encoder.layer.4.attention.self.query,4,Q,0.9,1.2,5.364710959838703e-05,0.07835427361891498,0.11640230683636506,0.9965940264145258
bert.encoder.layer.4.attention.self.query,4,Q,0.95,1.0,7.481731881853193e-05,0.05000312358749536,0.1180934988406624,0.9976720086137518
bert.encoder.layer.4.attention.self.query,4,Q,0.95,1.1,8.229905070038513e-05,0.044226324125487375,0.11845177356250941,0.9979057034870261
bert.encoder.layer.4.attention.self.query,4,Q,0.95,1.2,8.978078258223831e-05,0.03926900702990927,0.11874339452513677,0.9980964490322392
bert.encoder.layer.4.attention.self.query,4,Q,0.99,1.0,0.0002770039427559823,0.010002829602789915,0.12069550752658029,0.9992850200093341
bert.encoder.layer.4.attention.self.query,4,Q,0.99,1.1,0.00030470433703158053,0.008896712148550472,0.12077986065804353,0.9993184378020233
bert.encoder.layer.4.attention.self.query,4,Q,0.99,1.2,0.0003324047313071787,0.00785306644421824,0.12085280657041274,0.9993442763015254
bert.encoder.layer.4.attention.self.query,4,Q,0.995,1.0,0.0004390392859932035,0.005001414801394957,0.12104503065290592,0.9993995132715721
bert.encoder.layer.4.attention.self.query,4,Q,0.995,1.1,0.0004829432145925239,0.003979817949971153,0.1210953487384733,0.9994114564002308
bert.encoder.layer.4.attention.self.query,4,Q,0.995,1.2,0.0005268471431918442,0.003322027171536401,0.12113578120548017,0.9994200692333981
bert.encoder.layer.4.attention.self.query,4,Q,0.999,1.0,0.0007861414924263954,0.0010032228073334484,0.12125138935167583,0.9994398213307952
bert.encoder.layer.4.attention.self.query,4,Q,0.999,1.1,0.000864755641669035,0.000720262528341963,0.12126482537148119,0.9994416587352043
bert.encoder.layer.4.attention.self.query,4,Q,0.999,1.2,0.0009433697909116745,0.0004960991904396174,0.12127347169904112,0.9994426922751843
bert.encoder.layer.4.attention.self.value,4,V,0.9,1.0,8.838051871862262e-05,0.10000257236617265,0.12134205493713897,0.9951396059869986
bert.encoder.layer.4.attention.self.value,4,V,0.9,1.1,9.72185705904849e-05,0.0892133336763155,0.12249813641015893,0.9956371980685205
bert.encoder.layer.4.attention.self.value,4,V,0.9,1.2,0.00010605662246234714,0.08059590699793844,0.12346489823762817,0.9960472837650621
bert.encoder.layer.4.attention.self.value,4,V,0.95,1.0,0.00015809462638571858,0.05000312358749536,0.12692900849670838,0.9974996371126292
bert.encoder.layer.4.attention.self.value,4,V,0.95,1.1,0.00017390408902429047,0.044674650801292064,0.12754617542089636,0.9977666349408172
bert.encoder.layer.4.attention.self.value,4,V,0.95,1.2,0.0001897135516628623,0.040239156557880074,0.12804980606267957,0.9979888460365349
bert.encoder.layer.4.attention.self.value,4,V,0.99,1.0,0.0007733119418844581,0.010002829602789915,0.13119925602728824,0.9995330696045538
bert.encoder.layer.4.attention.self.value,4,V,0.99,1.1,0.0008506431360729039,0.00809192901739287,0.13124070767995483,0.9995431753288035
bert.encoder.layer.4.attention.self.value,4,V,0.99,1.2,0.0009279743302613497,0.006357419255263245,0.13127077603795514,0.9995490320553573
bert.encoder.layer.4.attention.self.value,4,V,0.995,1.0,0.0009897059062495828,0.005001414801394957,0.1312885758934232,0.9995521326752975
bert.encoder.layer.4.attention.self.value,4,V,0.995,1.1,0.001088676496874541,0.003340401215626757,0.1313072226774982,0.9995550036196866
bert.encoder.layer.4.attention.self.value,4,V,0.995,1.2,0.0011876470874994992,0.002175486820298174,0.1313188882817001,0.999556496510769
bert.encoder.layer.4.attention.self.value,4,V,0.999,1.0,0.001331118168309331,0.0010032228073334484,0.13132771165091597,0.9995574152129736
bert.encoder.layer.4.attention.self.value,4,V,0.999,1.1,0.0014642299851402641,0.0005695953668010422,0.13133166876932245,0.9995578745640759
bert.encoder.layer.4.attention.self.value,4,V,0.999,1.2,0.001597341801971197,0.00030133432308184166,0.13133377891347872,0.9995582190774025
bert.encoder.layer.5.attention.self.key,5,K,0.9,1.0,8.952350617619231e-05,0.10000257236617265,0.18810360260314846,0.9963424168482635
bert.encoder.layer.5.attention.self.key,5,K,0.9,1.1,9.847585679381155e-05,0.08971678248439124,0.18941313604343754,0.9968323147988226
bert.encoder.layer.5.attention.self.key,5,K,0.9,1.2,0.00010742820741143078,0.08122429930582861,0.1905080185405398,0.9972223038846404
bert.encoder.layer.5.attention.self.key,5,K,0.95,1.0,0.00015697126218583435,0.05000312358749536,0.19424500246214585,0.9983985872197499
bert.encoder.layer.5.attention.self.key,5,K,0.95,1.1,0.0001726683884044178,0.04348768755305505,0.1949456947229214,0.9985886437383095
bert.encoder.layer.5.attention.self.key,5,K,0.95,1.2,0.0001883655146230012,0.03767046519404828,0.19551232344989827,0.9987332244977455
bert.encoder.layer.5.attention.self.key,5,K,0.99,1.0,0.00035669931094162166,0.010002829602789915,0.19791941415049163,0.9992481570833778
bert.encoder.layer.5.attention.self.key,5,K,0.99,1.1,0.0003923692420357839,0.0077942695031290995,0.1980833977098754,0.9992756033117377
bert.encoder.layer.5.attention.self.key,5,K,0.99,1.2,0.000428039173129946,0.006125906299724757,0.19820261367620398,0.9992947812202571
bert.encoder.layer.5.attention.self.key,5,K,0.995,1.0,0.00046058278530836105,0.005001414801394957,0.1982844547313147,0.999307183700018
bert.encoder.layer.5.attention.self.key,5,K,0.995,1.1,0.0005066410638391972,0.003799752317885662,0.19837044908599488,0.9993201603686568
bert.encoder.layer.5.attention.self.key,5,K,0.995,1.2,0.0005526993423700333,0.0028406272163690686,0.1984300403219835,0.9993288880395997
bert.encoder.layer.5.attention.self.key,5,K,0.999,1.0,0.0007643523858860135,0.0010032228073334484,0.19855210809308557,0.9993449653281788
bert.encoder.layer.5.attention.self.key,5,K,0.999,1.1,0.0008407876244746149,0.0006945388666154644,0.1985687930649735,0.9993472620836901
bert.encoder.layer.5.attention.self.key,5,K,0.999,1.2,0.0009172228630632161,0.000521822852166116,0.19857916195917513,0.9993484104614457
bert.encoder.layer.5.attention.output.dense,5,O,0.9,1.0,0.00019463126955088228,0.10000257236617265,0.030378486932171177,0.9968764125046394
bert.encoder.layer.5.attention.output.dense,5,O,0.9,1.1,0.0002140943965059705,0.09029372746882844,0.03057769519774314,0.9971960060340361
bert.encoder.layer.5.attention.output.dense,5,O,0.9,1.2,0.00023355752346105872,0.08238921370115719,0.030743010039604265,0.9974558839201391
bert.encoder.layer.5.attention.output.dense,5,O,0.95,1.0,0.00035103486152365804,0.05000312358749536,0.03134660539550874,0.9983586236738534
bert.encoder.layer.5.attention.output.dense,5,O,0.95,1.1,0.0003861383476760239,0.043289247876879204,0.03145007204944389,0.9985174443174594
bert.encoder.layer.5.attention.output.dense,5,O,0.95,1.2,0.0004212418338283896,0.038111442252216826,0.03153296871807123,0.9986497374349099
bert.encoder.layer.5.attention.output.dense,5,O,0.99,1.0,0.0014517843956127763,0.010002829602789915,0.032066661213591384,0.9996174753695939
bert.encoder.layer.5.attention.output.dense,5,O,0.99,1.1,0.001596962835174054,0.008970208324911896,0.032088863399852785,0.9996349307114797
bert.encoder.layer.5.attention.output.dense,5,O,0.99,1.2,0.0017421412747353315,0.00794493666467002,0.032107460920816004,0.999646988677914
bert.encoder.layer.5.attention.output.dense,5,O,0.995,1.0,0.0022255429066717625,0.005001414801394957,0.032149983211457456,0.9996706452596804
bert.encoder.layer.5.attention.output.dense,5,O,0.995,1.1,0.002448097197338939,0.004005541611697651,0.03216278030492757,0.9996767316617853
bert.encoder.layer.5.attention.output.dense,5,O,0.995,1.2,0.0026706514880061147,0.003233831759902691,0.03217258946049564,0.9996816696861346
bert.encoder.layer.5.attention.output.dense,5,O,0.999,1.0,0.004335224628448486,0.0010032228073334484,0.03221126783814213,0.999698436001367
bert.encoder.layer.5.attention.output.dense,5,O,0.999,1.1,0.004768747091293335,0.0007129129107058206,0.03221532973237194,0.9997000437302249
bert.encoder.layer.5.attention.output.dense,5,O,0.999,1.2,0.005202269554138183,0.000521822852166116,0.03221822728781075,0.9997014217835317
bert.encoder.layer.5.attention.self.query,5,Q,0.9,1.0,4.425214501679875e-05,0.10000257236617265,0.1603216833855156,0.9954612665963554
bert.encoder.layer.5.attention.self.query,5,Q,0.9,1.1,4.867735951847863e-05,0.08851879480970003,0.1611694062749198,0.9959288860184549
bert.encoder.layer.5.attention.self.query,5,Q,0.9,1.2,5.31025740201585e-05,0.07951551320542549,0.16185943775884434,0.9963101474333298
bert.encoder.layer.5.attention.self.query,5,Q,0.95,1.0,7.619262032676488e-05,0.05000312358749536,0.1640379342858438,0.9975188150211485
bert.encoder.layer.5.attention.self.query,5,Q,0.95,1.1,8.381188235944137e-05,0.0441712019932163,0.16446574806398823,0.997758251783201
bert.encoder.layer.5.attention.self.query,5,Q,0.95,1.2,9.143114439211785e-05,0.03904116888318885,0.16481058676437985,0.9979532463261099
bert.encoder.layer.5.attention.self.query,5,Q,0.99,1.0,0.00029406376415863633,0.010002829602789915,0.1671742257101262,0.999241496492395
bert.encoder.layer.5.attention.self.query,5,Q,0.99,1.1,0.0003234701405745,0.009029005266001037,0.1672767806286128,0.9992777852294734
bert.encoder.layer.5.attention.self.query,5,Q,0.99,1.2,0.00035287651699036357,0.008040481693939873,0.16736376067378844,0.9993062649978135
bert.encoder.layer.5.attention.self.query,5,Q,0.995,1.0,0.0004761641030199826,0.005001414801394957,0.1676057477914399,0.9993719522054365
bert.encoder.layer.5.attention.self.query,5,Q,0.995,1.1,0.0005237805133219809,0.004101086640967503,0.16766412844559261,0.9993846991985242
bert.encoder.layer.5.attention.self.query,5,Q,0.995,1.2,0.0005713969236239791,0.0033808241126255406,0.16771015925396482,0.9993945752472227
bert.encoder.layer.5.attention.self.query,5,Q,0.999,1.0,0.0008712448179721832,0.0010032228073334484,0.1678433375792687,0.999417198289009
bert.encoder.layer.5.attention.self.query,5,Q,0.999,1.1,0.0009583692997694016,0.0006871892489793218,0.1678564386554977,0.9994186911800913
bert.encoder.layer.5.attention.self.query,5,Q,0.999,1.2,0.0010454937815666198,0.0005181480433480448,0.1678652237453284,0.9994199543956226
bert.encoder.layer.5.attention.self.value,5,V,0.9,1.0,8.855334453983232e-05,0.10000257236617265,0.13032615335335257,0.9941749686722549
bert.encoder.layer.5.attention.self.value,5,V,0.9,1.1,9.740867899381556e-05,0.090323125939373,0.13131371995340152,0.9947383627991754
bert.encoder.layer.5.attention.self.value,5,V,0.9,1.2,0.00010626401344779878,0.08274199534769204,0.1321443128825659,0.9952090828412152
bert.encoder.layer.5.attention.self.value,5,V,0.95,1.0,0.00017654387920629233,0.05000312358749536,0.13591816931817682,0.9973078580274362
bert.encoder.layer.5.attention.self.value,5,V,0.95,1.1,0.00019419826712692158,0.045483108741267736,0.13645384448214676,0.9976043691639442
bert.encoder.layer.5.attention.self.value,5,V,0.95,1.2,0.0002118526550475508,0.04198469074646392,0.1369017835847456,0.997853222623593
bert.encoder.layer.5.attention.self.value,5,V,0.99,1.0,0.0008739009499549866,0.010002829602789915,0.1403570226090031,0.9995809569569644
bert.encoder.layer.5.attention.self.value,5,V,0.99,1.1,0.0009612910449504854,0.007599504635771324,0.14040811106489634,0.9995896846279072
bert.encoder.layer.5.attention.self.value,5,V,0.99,1.2,0.001048681139945984,0.005504863609470717,0.1404425193337292,0.9995941633011542
bert.encoder.layer.5.attention.self.value,5,V,0.995,1.0,0.0010733177186921239,0.005001414801394957,0.14045011776661845,0.9995948523278076
bert.encoder.layer.5.attention.self.value,5,V,0.995,1.1,0.0011806494905613363,0.0030427417013629866,0.14047360687685354,0.9995973787588701
bert.encoder.layer.5.attention.self.value,5,V,0.995,1.2,0.0012879812624305485,0.001594867027042918,0.1404861241945099,0.9995989864877279
bert.encoder.layer.5.attention.self.value,5,V,0.999,1.0,0.0013737056870013475,0.0010032228073334484,0.1404918134493621,0.9995995606766058
bert.encoder.layer.5.attention.self.value,5,V,0.999,1.1,0.0015110762557014824,0.0004924243816215461,0.14049731609282723,0.9996002497032592
bert.encoder.layer.5.attention.self.value,5,V,0.999,1.2,0.001648446824401617,0.0002903098966276279,0.14050047413168548,0.999600823892137
bert.encoder.layer.6.attention.self.key,6,K,0.9,1.0,9.217419574270025e-05,0.10000257236617265,0.19708299320816378,0.9953095658948343
bert.encoder.layer.6.attention.self.key,6,K,0.9,1.1,0.00010139161531697029,0.0905546388949115,0.19848753576855802,0.9958606723797695
bert.encoder.layer.6.attention.self.key,6,K,0.9,1.2,0.0001106090348912403,0.08234144118652227,0.19965790974873338,0.9963076210022673
bert.encoder.layer.6.attention.self.key,6,K,0.95,1.0,0.00017418769130017608,0.05000312358749536,0.20440203532158308,0.9979469302484538
bert.encoder.layer.6.attention.self.key,6,K,0.95,1.1,0.0001916064604301937,0.04443211341929936,0.20514751431504316,0.9981715529374584
bert.encoder.layer.6.attention.self.key,6,K,0.95,1.2,0.0002090252295602113,0.03968426042635132,0.20576263329298428,0.998348173436277
bert.encoder.layer.6.attention.self.key,6,K,0.99,1.0,0.00045660536852665246,0.010002829602789915,0.20892578720206958,0.9991203426391742
bert.encoder.layer.6.attention.self.key,6,K,0.99,1.1,0.0005022659053793177,0.00791553819412545,0.2090913976299483,0.9991520378652301
bert.encoder.layer.6.attention.self.key,6,K,0.99,1.2,0.0005479264422319829,0.0063022971229921764,0.20921360416336318,0.9991748905825675
bert.encoder.layer.6.attention.self.key,6,K,0.995,1.0,0.0005982175352983177,0.005001414801394957,0.2093131445907175,0.9991937239777601
bert.encoder.layer.6.attention.self.key,6,K,0.995,1.1,0.0006580392888281495,0.003814451553157947,0.20939844513383368,0.9992079638619301
bert.encoder.layer.6.attention.self.key,6,K,0.995,1.2,0.0007178610423579811,0.0028737004957317095,0.20945631858808791,0.9992189882883843
bert.encoder.layer.6.attention.self.key,6,K,0.999,1.0,0.0009943339973688126,0.0010032228073334484,0.2095756254676559,0.9992391997368837
bert.encoder.layer.6.attention.self.key,6,K,0.999,1.1,0.0010937673971056939,0.0007129129107058206,0.20959064529179017,0.9992417261679462
bert.encoder.layer.6.attention.self.key,6,K,0.999,1.2,0.001193200796842575,0.0005071236168938311,0.20960023424609572,0.9992434487345796
bert.encoder.layer.6.attention.output.dense,6,O,0.9,1.0,0.00015784637071192265,0.10000257236617265,0.025616523819424503,0.9967652495378928
bert.encoder.layer.6.attention.output.dense,6,O,0.9,1.1,0.00017363100778311494,0.09007323893974416,0.02576566914144689,0.9971002313292151
bert.encoder.layer.6.attention.output.dense,6,O,0.9,1.2,0.00018941564485430717,0.08208787937807535,0.0258887952424955,0.9973730858839569
bert.encoder.layer.6.attention.output.dense,6,O,0.95,1.0,0.0002946719469036907,0.05000312358749536,0.026370517672816847,0.9983690739114297
bert.encoder.layer.6.attention.output.dense,6,O,0.95,1.1,0.0003241391415940598,0.04462687828665714,0.02644701758507508,0.9985205449373996
bert.encoder.layer.6.attention.output.dense,6,O,0.95,1.2,0.0003536063362844288,0.039919448190707876,0.026509790151899245,0.998647096166072
bert.encoder.layer.6.attention.output.dense,6,O,0.99,1.0,0.0013284242013469338,0.010002829602789915,0.026905272740901476,0.9997313944429541
bert.encoder.layer.6.attention.output.dense,6,O,0.99,1.1,0.0014612666214816274,0.00940016095662623,0.026921403169269775,0.9997513762159024
bert.encoder.layer.6.attention.output.dense,6,O,0.99,1.2,0.0015941090416163207,0.008815866354552905,0.026936156609850537,0.999764927073419
bert.encoder.layer.6.attention.output.dense,6,O,0.995,1.0,0.0021628523245453835,0.005001414801394957,0.02698137391152239,0.9997890430062876
bert.encoder.layer.6.attention.output.dense,6,O,0.995,1.1,0.002379137556999922,0.003726256141524237,0.0269911989054659,0.9997928326528812
bert.encoder.layer.6.attention.output.dense,6,O,0.995,1.2,0.00259542278945446,0.002789179892916071,0.02699824334105852,0.9997952442461681
bert.encoder.layer.6.attention.output.dense,6,O,0.999,1.0,0.003411867655813694,0.0010032228073334484,0.027012890450535995,0.9997991487305373
bert.encoder.layer.6.attention.output.dense,6,O,0.999,1.1,0.003753054421395064,0.0006688152048889656,0.02701551682878713,0.9997999525949662
bert.encoder.layer.6.attention.output.dense,6,O,0.999,1.2,0.004094241186976433,0.0005034488080757598,0.027017569019080527,0.9998004119460685
bert.encoder.layer.6.attention.self.query,6,Q,0.9,1.0,4.878583786194213e-05,0.10000257236617265,0.1678896515005089,0.9948931641206367
bert.encoder.layer.6.attention.self.query,6,Q,0.9,1.1,5.366442164813634e-05,0.08915453673522634,0.16889357769402139,0.9954271597770126
bert.encoder.layer.6.attention.self.query,6,Q,0.9,1.2,5.854300543433055e-05,0.07999691316059282,0.1697211465577738,0.995860787217545
bert.encoder.layer.6.attention.self.query,6,Q,0.95,1.0,8.363860979443416e-05,0.05000312358749536,0.17229679997407346,0.9972049633805301
bert.encoder.layer.6.attention.self.query,6,Q,0.95,1.1,9.200247077387758e-05,0.04399848597876695,0.17279857406698984,0.9974700089665335
bert.encoder.layer.6.attention.self.query,6,Q,0.95,1.2,0.00010036633175332099,0.039191836044729776,0.17320055413246296,0.9976859039845952
bert.encoder.layer.6.attention.self.query,6,Q,0.99,1.0,0.0003305471036583185,0.010002829602789915,0.17575306773687563,0.9991123039948847
bert.encoder.layer.6.attention.self.query,6,Q,0.99,1.1,0.0003636018140241504,0.008973883133729968,0.17585634517686102,0.999154449458517
bert.encoder.layer.6.attention.self.query,6,Q,0.99,1.2,0.00039665652438998223,0.008143376340845868,0.17594319602995473,0.9991870633867773
bert.encoder.layer.6.attention.self.query,6,Q,0.995,1.0,0.0005469214520417154,0.005001414801394957,0.17621947657965617,0.9992703207740617
