layer_idx,sublayer,bits,QZR_nonzero,WQZR_body,sign_agree_nonzero,raw_cosine_sim,raw_rel_l2_error,trimmed_rel_l2_p90,trimmed_cosine_p90,trimmed_rel_l2_p99,trimmed_cosine_p99,trimmed_rel_l2_p999,trimmed_cosine_p999
9,FFN2,11,0.0013942873771787506,1.4955561482565827e-06,0.9986057126228213,0.9999995231628418,0.0009848406771197915,0.0012791408225893974,0.9999991655349731,0.0010326483752578497,0.9999995231628418,0.000994041794911027,0.9999995231628418
9,FFN2,12,0.000710210718213391,3.9165698240140046e-07,0.9992897892817866,1.0,0.0005022287950851023,0.0006310723256319761,0.9999998807907104,0.0005274958675727248,1.0,0.000506905373185873,1.0
9,K,4,0.7138303110797175,0.21802102029323578,0.2861696889202825,0.9691556096076965,0.24714694917201996,0.5886151790618896,0.7921240925788879,0.3015531003475189,0.9538408517837524,0.25916850566864014,0.9658924341201782
9,K,5,0.540628682581831,0.09231573343276978,0.459371317418169,0.9912002682685852,0.13059213757514954,0.3342614769935608,0.931727409362793,0.16035303473472595,0.9864816665649414,0.1371031254529953,0.9902068376541138
9,K,6,0.38003433870963127,0.035623155534267426,0.6199656612903687,0.9976040720939636,0.06770361959934235,0.1802050769329071,0.9786021709442139,0.08346422761678696,0.9962501525878906,0.07113508880138397,0.9973214864730835
9,K,7,0.24826105048731276,0.012505227699875832,0.7517389495126873,0.999373197555542,0.03450940549373627,0.09406070411205292,0.993718147277832,0.0426422543823719,0.9990081191062927,0.03627593070268631,0.9992974400520325
9,K,8,0.1519597573974297,0.004044045694172382,0.8480402426025703,0.9998400807380676,0.01739741861820221,0.048071280121803284,0.9982460737228394,0.021525699645280838,0.99974524974823,0.018293362110853195,0.9998204112052917
9,K,9,0.08794772327234361,0.0012194875162094831,0.9120522767276564,0.9999597072601318,0.008726539090275764,0.02429967001080513,0.9995318651199341,0.010804705321788788,0.9999356269836426,0.00917721539735794,0.9999547004699707
9,K,10,0.04863495522965959,0.00034716888330876827,0.9513650447703405,0.999989926815033,0.004364989697933197,0.0121952835470438,0.9998796582221985,0.005406079813838005,0.9999838471412659,0.0045907143503427505,0.9999886751174927
9,K,11,0.02588500378768492,9.381715790368617e-05,0.9741149962123151,0.9999974966049194,0.002184260403737426,0.006112460978329182,0.999969482421875,0.0027059181593358517,0.9999959468841553,0.0022972761653363705,0.9999971389770508
9,K,12,0.013576219887269087,2.4973413019324653e-05,0.9864237801127309,0.9999994039535522,0.0010922073852270842,0.003051704727113247,0.9999923706054688,0.00135144405066967,0.9999990463256836,0.0011486944276839495,0.9999992847442627
9,O,4,0.19700873608382913,0.030913833528757095,0.8029912639161709,0.9898720979690552,0.14250467717647552,0.18551364541053772,0.9830201864242554,0.1493292897939682,0.9888818860054016,0.14381453394889832,0.9896818995475769
9,O,5,0.09281449071996334,0.006824196316301823,0.9071855092800367,0.9977671504020691,0.06648997217416763,0.08661726862192154,0.9962146282196045,0.06967364251613617,0.9975457191467285,0.06710104644298553,0.9977245926856995
9,O,6,0.045134844160425305,0.0016057163011282682,0.9548651558395747,0.9994755387306213,0.032178230583667755,0.041913628578186035,0.999109148979187,0.03371758013963699,0.9994233846664429,0.03247398883104324,0.9994654655456543
9,O,7,0.02227752576140156,0.00038861201028339565,0.9777224742385985,0.9998730421066284,0.01582859829068184,0.020610660314559937,0.9997844099998474,0.016585679724812508,0.999860405921936,0.015974096953868866,0.9998705983161926
9,O,8,0.011113516124555842,9.655227040639147e-05,0.9888864838754442,0.9999687671661377,0.007851377129554749,0.010226413607597351,0.9999469518661499,0.008227149024605751,0.9999656677246094,0.007923530414700508,0.9999681711196899
9,O,9,0.005572647629082427,2.424192280159332e-05,0.9944273523709176,0.9999922513961792,0.0039123957976698875,0.005095948930829763,0.9999868273735046,0.0040998258627951145,0.9999914765357971,0.003948356490582228,0.9999921321868896
