epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.40135320516733,2.356783991241455,12.59,49.39
1,2.1331329088944657,1.9336542392730713,29.34,80.64
2,1.8452621796192268,1.672779909133911,37.22,88.67
3,1.7091866520734933,1.5683020351409913,42.49,90.4
4,1.6326082379390032,1.5974222755432128,42.24,90.71
5,1.5649552623430887,1.4291704507827758,48.11,92.51
6,1.5087399158722314,1.3956728265762328,48.8,93.01
7,1.4715698917706808,1.3622439872741698,50.88,93.76
8,1.444278953014276,1.3836184684753419,48.12,93.97
9,1.421576338242262,1.3187122104644775,52.27,94.56
10,1.3942169684630175,1.3080818059921264,53.68,94.2
11,1.3713902812737686,1.2704501707077027,54.75,94.61
12,1.3532080647272942,1.3144016136169434,52.0,94.1
13,1.3415558494054354,1.231836247253418,55.86,94.98
14,1.323436014774518,1.2477374628067017,54.7,95.03
15,1.3076436727474898,1.219786600112915,56.58,95.31
16,1.2998226443926493,1.202336736869812,57.06,95.36
17,1.2836330285439124,1.2450010608673097,55.25,95.05
18,1.2783703504464565,1.1749399808883667,58.37,95.48
19,1.267895332360879,1.188947257232666,57.66,95.24
20,1.2598111232121785,1.1618164255142212,59.05,95.65
21,1.245171860548166,1.173098817062378,58.78,95.56
22,1.2457254600830567,1.1979390539169312,56.69,95.36
23,1.2378461853051796,1.1492674228668214,58.83,95.87
24,1.2273723956866143,1.1312425420761107,59.99,95.95
25,1.218572740524243,1.1382365535736083,59.72,95.87
26,1.2162304514493698,1.1639087703704833,58.39,95.57
27,1.211434319233283,1.1226705994606019,60.14,96.04
28,1.2054219389573122,1.1045282623291015,60.86,96.14
29,1.1947082909253928,1.1139010717391968,60.76,96.08
30,1.1887830572250562,1.1011813894271851,61.55,96.3
31,1.1838811778105223,1.1159924100875855,60.3,96.22
32,1.181970664476737,1.1175965757369994,60.54,95.92
33,1.170082923082205,1.109140615749359,60.79,96.15
34,1.1744388250204234,1.09231839427948,61.21,96.32
35,1.1658165259239002,1.1003445168495178,61.09,96.21
