step,mode,layer_idx,sublayer,module_name,dw_min,desired_bl,sto_round_update,update_bl_management,update_management,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,x_absmax,x_p99,d_absmax,d_p99,BL_mean,BL_p99,BL_hit_ratio,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs
0,single,7,FFN2,bert.encoder.layer.7.output.dense,0.001,31,0,1,1,0.970703125,0.029296875,3.7879394767514896e-06,4.512816667556763e-05,0.00040986802196130157,1.0,0.12887829542160034,0.0,8.372437477111816,0.6146125197410583,0.00567605160176754,0.00019381048332434148,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,8,Q,bert.encoder.layer.8.attention.self.query,0.001,31,0,1,1,0.96875,0.03125,4.36028267358779e-06,3.454089164733887e-05,0.0003088669909629971,1.0,0.025307605043053627,0.0,21.661157608032227,1.858436942100525,0.0038978811353445053,2.3792963474988937e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,8,K,bert.encoder.layer.8.attention.self.key,0.001,31,0,1,1,0.978515625,0.021484375,3.906878191628493e-06,0.00010405853390693665,0.00028116616886109114,1.0,-0.11296534538269043,0.0,21.661157608032227,1.858436942100525,0.002393373753875494,3.835956158582121e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,8,V,bert.encoder.layer.8.attention.self.value,0.001,31,0,1,1,0.962890625,0.037109375,4.206100129522383e-06,1.627206802368164e-05,0.0005059898248873651,1.0,0.1182490736246109,0.0,21.661157608032227,1.858436942100525,0.0032632581423968077,5.814783798996359e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,8,O,bert.encoder.layer.8.attention.output.dense,0.001,31,0,1,1,0.9296875,0.0703125,8.069051546044648e-06,3.739073872566223e-05,0.0004952771123498678,1.0,0.13498584926128387,0.0,3.238530397415161,0.8615458011627197,0.006845154799520969,0.00020924335694871843,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,8,FFN1,bert.encoder.layer.8.intermediate.dense,0.001,31,0,1,1,0.978515625,0.021484375,2.3979578145372216e-06,8.546561002731323e-05,0.0003281845711171627,1.0,-0.10553537309169769,0.0,89.71092224121094,2.1113791465759277,0.0072623686864972115,2.3465094272978604e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,8,FFN2,bert.encoder.layer.8.output.dense,0.001,31,0,1,1,0.96484375,0.03515625,4.686099600803573e-06,6.334483623504639e-05,0.00036672799615189433,1.0,0.04694482684135437,0.0,21.60350227355957,0.5833916664123535,0.0053923847153782845,0.00015617776080034673,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,9,Q,bert.encoder.layer.9.attention.self.query,0.001,31,0,1,1,0.9765625,0.0234375,3.5833431866194587e-06,4.369765520095825e-05,0.0003170122508890927,1.0,0.06240459159016609,0.0,26.687387466430664,1.8843733072280884,0.0026848907582461834,1.9982649973826483e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,9,K,bert.encoder.layer.9.attention.self.key,0.001,31,0,1,1,0.97265625,0.02734375,3.3512449135741917e-06,3.6388635635375977e-05,0.00028389744693413377,1.0,0.07358095794916153,0.0,26.687387466430664,1.8843733072280884,0.0024088637437671423,4.478549453779124e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,9,V,bert.encoder.layer.9.attention.self.value,0.001,31,0,1,1,0.947265625,0.052734375,5.312987013894599e-06,4.929676651954651e-05,0.0005783575470559299,1.0,0.23372669517993927,0.0,26.687387466430664,1.8843733072280884,0.002899578772485256,7.425950025208294e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,9,O,bert.encoder.layer.9.attention.output.dense,0.001,31,0,1,1,0.931640625,0.068359375,6.650362593063619e-06,3.1832605600357056e-05,0.0006111115217208862,1.0,0.11112842708826065,0.0,3.1922872066497803,0.8080671429634094,0.006934130098670721,0.00011909808381460607,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,9,FFN1,bert.encoder.layer.9.intermediate.dense,0.001,31,0,1,1,0.974609375,0.025390625,3.212821866327431e-06,9.017810225486755e-05,0.00037865142803639174,1.0,0.0530182346701622,0.0,55.8536262512207,2.0814781188964844,0.005834523122757673,1.5710329535068013e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,9,FFN2,bert.encoder.layer.9.output.dense,0.001,31,0,1,1,0.970703125,0.029296875,4.070067006978206e-06,5.868077278137207e-05,0.0003159934130962938,1.0,0.03156323358416557,0.0,88.20249938964844,0.49547991156578064,0.006859261076897383,0.00010888517863349989,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,10,Q,bert.encoder.layer.10.attention.self.query,0.001,31,0,1,1,0.986328125,0.013671875,2.205532837251667e-06,7.143989205360413e-05,0.0002812237071339041,1.0,0.06646472215652466,0.0,27.268165588378906,1.8642425537109375,0.003590930486097932,1.1540116247488186e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,10,K,bert.encoder.layer.10.attention.self.key,0.001,31,0,1,1,0.978515625,0.021484375,2.827150638040621e-06,4.972517490386963e-05,0.0002706997038330883,1.0,-0.045136742293834686,0.0,27.268165588378906,1.8642425537109375,0.0021823111455887556,3.48755820596125e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,10,V,bert.encoder.layer.10.attention.self.value,0.001,31,0,1,1,0.96484375,0.03515625,3.896184352925047e-06,6.838151603005826e-05,0.0006226457771845162,1.0,0.11994863301515579,0.0,27.268165588378906,1.8642425537109375,0.00222818274050951,9.548701927997172e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,10,O,bert.encoder.layer.10.attention.output.dense,0.001,31,0,1,1,0.951171875,0.048828125,5.2895456974511035e-06,3.154948353767395e-05,0.0005417234497144818,1.0,0.04159556329250336,0.0,2.749337911605835,0.7278808355331421,0.008095535449683666,8.27663898235187e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,10,FFN1,bert.encoder.layer.10.intermediate.dense,0.001,31,0,1,1,0.982421875,0.017578125,2.255094841530081e-06,6.193667650222778e-05,0.0004252686630934477,1.0,0.23559992015361786,0.0,51.22551727294922,2.0646512508392334,0.005175287835299969,1.1172214726684615e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,10,FFN2,bert.encoder.layer.10.output.dense,0.001,31,0,1,1,0.9765625,0.0234375,2.7005189622286707e-06,8.378736674785614e-05,0.000332449097186327,1.0,0.2062091827392578,0.0,137.53245544433594,0.5359041094779968,0.007127006072551012,7.429365359712392e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,11,Q,bert.encoder.layer.11.attention.self.query,0.001,31,0,1,1,0.984375,0.015625,2.350874183321139e-06,5.605816841125488e-05,0.00027750353910960257,1.0,0.1543428599834442,0.0,31.800477981567383,1.8405804634094238,0.001950435689650476,3.5081452551821712e-06,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,11,K,bert.encoder.layer.11.attention.self.key,0.001,31,0,1,1,0.984375,0.015625,1.7656693671597168e-06,2.8215348720550537e-05,0.00023777081514708698,1.0,0.06028791144490242,0.0,31.800477981567383,1.8405804634094238,0.0026004670653492212,3.5665354516822845e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,11,V,bert.encoder.layer.11.attention.self.value,0.001,31,0,1,1,0.970703125,0.029296875,3.801671482506208e-06,6.525404751300812e-05,0.0004829407553188503,1.0,-0.030622949823737144,0.0,31.800477981567383,1.8405804634094238,0.002828227123245597,0.00011066377919632941,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,11,O,bert.encoder.layer.11.attention.output.dense,0.001,31,0,1,1,0.96484375,0.03515625,3.402528591323062e-06,1.5795230865478516e-06,0.0004834559513255954,1.0,0.12644635140895844,0.0,4.081592559814453,0.7882566452026367,0.007899894379079342,8.287787932204083e-05,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,11,FFN1,bert.encoder.layer.11.intermediate.dense,0.001,31,0,1,1,0.984375,0.015625,1.5477803572139237e-06,4.029273986816406e-05,0.0004435161536093801,1.0,0.0011381586082279682,0.0,41.74715042114258,1.921722412109375,0.004530704580247402,7.286141681106528e-06,1.0,1.0,0.0,,,,,,,,,,,,,
0,single,11,FFN2,bert.encoder.layer.11.output.dense,0.001,31,0,1,1,0.974609375,0.025390625,3.0071500987105537e-06,3.857910633087158e-05,0.0003571500419639051,1.0,0.20696309208869934,0.0,9.677202224731445,0.5516123175621033,0.00583692966029048,1.7649750589043833e-05,1.0,1.0,0.0,,,,,,,,,,,,,
1,single,0,Q,bert.encoder.layer.0.attention.self.query,0.001,31,0,1,1,0.982421875,0.017578125,2.688037966436241e-06,5.9489160776138306e-05,0.0002070588816422969,1.0,0.0752655640244484,0.0,12.348464012145996,1.553436279296875,0.0009033815003931522,2.648292138474062e-05,1.0,1.0,0.0,,,,,,,,,,,,,
1,single,0,K,bert.encoder.layer.0.attention.self.key,0.001,31,0,1,1,0.98046875,0.01953125,3.221921360818669e-06,9.320303797721863e-05,0.00017978047253564,1.0,0.049172017723321915,0.0,12.348464012145996,1.553436279296875,0.0011372431181371212,2.8394228138495237e-05,1.0,1.0,0.0,,,,,,,,,,,,,
1,single,0,V,bert.encoder.layer.0.attention.self.value,0.001,31,0,1,1,0.94140625,0.05859375,5.663582669512834e-06,3.516674041748047e-05,0.0003908725921064615,1.0,-0.03151717409491539,0.0,12.348464012145996,1.553436279296875,0.003681836649775505,5.509421316673979e-05,1.0,1.0,0.0,,,,,,,,,,,,,
1,single,0,O,bert.encoder.layer.0.attention.output.dense,0.001,31,0,1,1,0.935546875,0.064453125,5.403077466326067e-06,1.391163095831871e-05,0.00046942062908783555,1.0,0.06681347638368607,0.0,2.468897581100464,0.6491138935089111,0.005948326084762812,0.00018740346422418952,1.0,1.0,0.0,,,,,,,,,,,,,
1,single,0,FFN1,bert.encoder.layer.0.intermediate.dense,0.001,31,0,1,1,0.978515625,0.021484375,2.666969521669671e-06,8.375942707061768e-05,0.0002553923986852169,1.0,0.5091750621795654,0.0,64.27337646484375,2.9650449752807617,0.005184488836675882,1.867939135991037e-05,1.0,1.0,0.0,,,,,,,,,,,,,
1,single,0,FFN2,bert.encoder.layer.0.output.dense,0.001,31,0,1,1,0.98046875,0.01953125,2.4172800294763874e-06,5.5868178606033325e-05,0.0002210138482041657,1.0,0.025675924494862556,0.0,10.592312812805176,1.3640085458755493,0.004522792063653469,0.00012731811148114502,1.0,1.0,0.0,,,,,,,,,,,,,
1,single,1,Q,bert.encoder.layer.1.attention.self.query,0.001,31,0,1,1,0.97265625,0.02734375,3.8688176573487e-06,6.283819675445557e-05,0.0003374036750756204,1.0,0.31391263008117676,0.0,9.685667991638184,1.6036553382873535,0.004892235156148672,3.0871527997078374e-05,1.0,1.0,0.0,,,,,,,,,,,,,
1,single,1,K,bert.encoder.layer.1.attention.self.key,0.001,31,0,1,1,0.96875,0.03125,5.222806521487655e-06,4.7206878662109375e-05,0.00025304287555627525,1.0,0.09910283237695694,0.0,9.685667991638184,1.6036553382873535,0.002705147722736001,3.2734868000261486e-05,1.0,1.0,0.0,,,,,,,,,,,,,
1,single,1,V,bert.encoder.layer.1.attention.self.value,0.001,31,0,1,1,0.947265625,0.052734375,5.5372584029100835e-06,5.2753835916519165e-05,0.0004819540772587061,1.0,0.05252179503440857,0.0,9.685667991638184,1.6036553382873535,0.004701866768300533,4.839578832616098e-05,1.0,1.0,0.0,,,,,,,,,,,,,
