step,mode,layer_idx,sublayer,module_name,dw_min,desired_bl,sto_round_update,update_bl_management,update_management,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,dw_absmax,dw_q90,dw_q99,pulse_sat_ratio,bound_sat_ratio,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,BL_mean,BL_p99,BL_hit_ratio,pulse_under_frac,pulse_ok_frac,pulse_over_frac,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs,is_transfer_step,transfer_duty,transfer_spike,transfer_efficiency,buffer_above_thresh_ratio,sign_mismatch_ratio,rel_update_error,BL_fp_mean,BL_fp_p99,BL_fp_hit_ratio,dw_p50,trace_every
0,single,0,Q,bert.encoder.layer.0.attention.self.query,0.001,31,0,1,1,0.986328125,0.013671875,1.942327799042687e-06,9.75634902715683e-05,0.00020082853734493256,0.0,0.00010509644926059991,0.0,0.0,0.0001845150691224262,1.0,-0.011012562550604343,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.994140625,38824.38671875,0.013671875,1.0,0.0,0.0,1
0,single,0,K,bert.encoder.layer.0.attention.self.key,0.001,31,0,1,1,0.98828125,0.01171875,1.878393959486857e-06,9.383261203765869e-05,0.00021667033433914185,0.0,8.351240103365853e-05,0.0,0.0,0.00016539015632588416,1.0,0.17948336899280548,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9921875,40358.5234375,0.01171875,0.8900146484375,0.0,0.0,1
0,single,0,V,bert.encoder.layer.0.attention.self.value,0.001,31,0,1,1,0.9453125,0.0546875,4.749176696350332e-06,2.1755695343017578e-05,0.00021692737936973572,0.0,0.00011102521966677159,0.0,0.0,0.0003968331729993224,1.0,0.050877947360277176,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.966796875,50224.859375,0.0546875,1.0,0.0,0.0,1
0,single,0,O,bert.encoder.layer.0.attention.output.dense,0.001,31,0,1,1,0.92578125,0.07421875,6.234225111256819e-06,1.224735751748085e-05,0.00018144212663173676,0.0,0.00010984148684656247,0.0,0.0,0.00047415189328603446,1.0,0.08451298624277115,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.953125,54791.1171875,0.07421875,1.0,0.0,0.0,1
0,single,0,FFN1,bert.encoder.layer.0.intermediate.dense,0.001,31,0,1,1,0.984375,0.015625,2.4695091269677505e-06,4.6838074922561646e-05,0.00042075663805007935,0.0,7.371763058472425e-05,0.0,0.0,0.000305980967823416,1.0,0.2744368612766266,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.990234375,54560.21875,0.015625,1.0,0.0,0.0,1
0,single,0,FFN2,bert.encoder.layer.0.output.dense,0.001,31,0,1,1,0.98046875,0.01953125,2.501841663615778e-06,6.140395998954773e-05,0.00017337873578071594,0.0,0.00013236280938144773,0.0,0.0,0.0002576233819127083,1.0,-0.005453275516629219,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.990234375,41715.46484375,0.01953125,1.0,0.0,0.0,1
0,single,1,Q,bert.encoder.layer.1.attention.self.query,0.001,31,0,1,1,0.97265625,0.02734375,2.942178980447352e-06,3.2998621463775635e-05,0.00019637122750282288,0.0,0.00011443615221651271,0.0,0.0,0.00029095992795191705,1.0,0.13187651336193085,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.978515625,44366.5546875,0.02734375,1.0,0.0,0.0,1
0,single,1,K,bert.encoder.layer.1.attention.self.key,0.001,31,0,1,1,0.986328125,0.013671875,2.2354415705194697e-06,0.00010651350021362305,0.00025505945086479187,0.0,0.00012727410648949444,0.0,0.0,0.0002171979722334072,1.0,-0.000897304096724838,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9921875,44962.33984375,0.013671875,1.0,0.0,0.0,1
0,single,1,V,bert.encoder.layer.1.attention.self.value,0.001,31,0,1,1,0.943359375,0.056640625,4.8660790525900666e-06,1.2751668691635132e-05,0.00012979097664356232,0.0,0.00011187301424797624,0.0,0.0,0.0004298263229429722,1.0,0.046432483941316605,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.96875,48693.92578125,0.056640625,1.0,0.0,0.0,1
0,single,1,O,bert.encoder.layer.1.attention.output.dense,0.001,31,0,1,1,0.90625,0.09375,8.098306352621876e-06,1.5027821063995361e-05,0.00022706948220729828,0.0,0.00012876326218247414,0.0,0.0,0.0005245194770395756,1.0,0.10673274844884872,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.947265625,65254.1953125,0.09375,1.0,0.0,0.0,1
0,single,1,FFN1,bert.encoder.layer.1.intermediate.dense,0.001,31,0,1,1,0.978515625,0.021484375,2.6277830329490826e-06,6.83218240737915e-05,0.00020635128021240234,0.0,0.00012666730617638677,0.0,0.0,0.0002858373918570578,1.0,-0.015567956492304802,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98828125,42446.11328125,0.021484375,1.0,0.0,0.0,1
0,single,1,FFN2,bert.encoder.layer.1.output.dense,0.001,31,0,1,1,0.97265625,0.02734375,4.022086159238825e-06,0.0001078527420759201,0.00020986050367355347,0.0,0.0001516454212833196,0.0,0.0,0.00025127132539637387,1.0,-0.039923541247844696,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.986328125,55975.80078125,0.02734375,1.0,0.0,0.0,1
0,single,2,Q,bert.encoder.layer.2.attention.self.query,0.001,31,0,1,1,0.970703125,0.029296875,4.05761329602683e-06,5.4135918617248535e-05,0.0001990869641304016,0.0,0.00016041687922552228,0.0,0.0,0.00020088725432287902,1.0,-0.08258169144392014,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.986328125,56185.94140625,0.029296875,1.0,0.0,0.0,1
0,single,2,K,bert.encoder.layer.2.attention.self.key,0.001,31,0,1,1,0.966796875,0.033203125,5.072970452602021e-06,6.323307752609253e-05,0.0002783224917948246,0.0,0.0001678113330854103,0.0,0.0,0.00016854924615472555,1.0,0.04275137558579445,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98046875,67031.2421875,0.033203125,1.0,0.0,0.0,1
0,single,2,V,bert.encoder.layer.2.attention.self.value,0.001,31,0,1,1,0.93359375,0.06640625,5.322120159689803e-06,7.82916322350502e-06,0.0001659207046031952,0.0,0.00010666807065717876,0.0,0.0,0.0005572006339207292,1.0,-0.006259175017476082,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9609375,50447.93359375,0.06640625,1.0,0.0,0.0,1
0,single,2,O,bert.encoder.layer.2.attention.output.dense,0.001,31,0,1,1,0.90625,0.09375,8.017301297513768e-06,3.4814001992344856e-06,0.00021516159176826477,0.0,0.0001170328032458201,0.0,0.0,0.0006031229859218001,1.0,-0.05926228314638138,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.955078125,63917.93359375,0.09375,1.0,0.0,0.0,1
0,single,2,FFN1,bert.encoder.layer.2.intermediate.dense,0.001,31,0,1,1,0.984375,0.015625,1.9280832930235192e-06,5.153939127922058e-05,0.00019234418869018555,0.0,9.909551590681076e-05,0.0,0.0,0.0003039781586267054,1.0,0.06280335783958435,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98828125,36817.76953125,0.015625,1.0,0.0,0.0,1
0,single,2,FFN2,bert.encoder.layer.2.output.dense,0.001,31,0,1,1,0.98046875,0.01953125,2.9583420655399095e-06,6.711110472679138e-05,0.0002746507525444031,0.0,0.00012540955503936857,0.0,0.0,0.0002476335794199258,1.0,-0.04866228252649307,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.994140625,51560.6953125,0.01953125,1.0,0.0,0.0,1
0,single,3,Q,bert.encoder.layer.3.attention.self.query,0.001,31,0,1,1,0.982421875,0.017578125,2.5102622203121427e-06,8.278340101242065e-05,0.00024041533470153809,0.0,0.00012155184231232852,0.0,0.0,0.00026872390299104154,1.0,-0.062061429023742676,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.994140625,45244.234375,0.017578125,1.0,0.0,0.0,1
0,single,3,K,bert.encoder.layer.3.attention.self.key,0.001,31,0,1,1,0.974609375,0.025390625,3.7385821087809745e-06,4.431605339050293e-05,0.00023733079433441162,0.0,0.00015176036686170846,0.0,0.0,0.00021178727911319584,1.0,-0.004011909943073988,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98828125,56131.39453125,0.025390625,1.0,0.0,0.0,1
0,single,3,V,bert.encoder.layer.3.attention.self.value,0.001,31,0,1,1,0.939453125,0.060546875,5.949279511696659e-06,3.3523887395858765e-05,0.00019672513008117676,0.0,0.00012467213673517108,0.0,0.0,0.0005061455303803086,1.0,0.014679012820124626,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.966796875,58478.49609375,0.060546875,1.0,0.0,0.0,1
0,single,3,O,bert.encoder.layer.3.attention.output.dense,0.001,31,0,1,1,0.927734375,0.072265625,6.310262506303843e-06,3.859400749206543e-06,0.00014857947826385498,0.0,0.0001173889177152887,0.0,0.0,0.0005972471553832293,1.0,0.06886650621891022,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.962890625,56540.65234375,0.072265625,1.0,0.0,0.0,1
0,single,3,FFN1,bert.encoder.layer.3.intermediate.dense,0.001,31,0,1,1,0.974609375,0.025390625,3.063476469833404e-06,2.1595507860183716e-05,0.0001973360776901245,0.0,0.00011440994421718642,0.0,0.0,0.0004962018574588001,1.0,0.12103894352912903,0.3967965543270111,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9765625,8.199610710144043,0.025390625,1.0,0.0,0.0,1
0,single,3,FFN2,bert.encoder.layer.3.output.dense,0.001,31,0,1,1,0.97265625,0.02734375,4.040589374199044e-06,6.817653775215149e-05,0.00030278414487838745,0.0,0.000151731408550404,0.0,0.0,0.0002456420043017715,1.0,0.03248737007379532,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.984375,61669.14453125,0.02734375,1.0,0.0,0.0,1
0,single,4,Q,bert.encoder.layer.4.attention.self.query,0.001,31,0,1,1,0.974609375,0.025390625,2.4095138542179484e-06,3.182515501976013e-05,0.00014718808233737946,0.0,0.00011171079677296802,0.0,0.0,0.0002573389792814851,1.0,0.1771038919687271,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.982421875,36357.11328125,0.025390625,1.0,0.0,0.0,1
0,single,4,K,bert.encoder.layer.4.attention.self.key,0.001,31,0,1,1,0.97265625,0.02734375,3.160576852678787e-06,3.412365913391113e-05,0.00025686994194984436,0.0,0.00011094148067058995,0.0,0.0,0.000218135304749012,1.0,0.012406514026224613,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98828125,47291.16015625,0.02734375,1.0,0.0,0.0,1
0,single,4,V,bert.encoder.layer.4.attention.self.value,0.001,31,0,1,1,0.958984375,0.041015625,4.089627964276588e-06,2.8945505619049072e-05,0.00019524991512298584,0.0,0.00011123466538265347,0.0,0.0,0.0004360640305094421,1.0,0.2310626059770584,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.970703125,49007.921875,0.041015625,1.0,0.0,0.0,1
0,single,4,O,bert.encoder.layer.4.attention.output.dense,0.001,31,0,1,1,0.93359375,0.06640625,7.002397069300059e-06,3.462657332420349e-05,0.00022073276340961456,0.0,0.00014717505837325007,0.0,0.0,0.0004872083954978734,1.0,-0.01624857820570469,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9609375,65791.453125,0.06640625,1.0,0.0,0.0,1
0,single,4,FFN1,bert.encoder.layer.4.intermediate.dense,0.001,31,0,1,1,0.974609375,0.025390625,2.982350224556285e-06,7.866672240197659e-05,0.00017075613141059875,0.0,0.0001235788658959791,0.0,0.0,0.00032962666591629386,1.0,0.07762353122234344,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.982421875,43277.68359375,0.025390625,1.0,0.0,0.0,1
0,single,4,FFN2,bert.encoder.layer.4.output.dense,0.001,31,0,1,1,0.978515625,0.021484375,2.75565980700776e-06,6.183236837387085e-05,0.0002003256231546402,0.0,0.00012234470341354609,0.0,0.0,0.000264829199295491,1.0,0.07438090443611145,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.986328125,44213.4375,0.021484375,1.0,0.0,0.0,1
0,single,5,Q,bert.encoder.layer.5.attention.self.query,0.001,31,0,1,1,0.982421875,0.017578125,2.462730662955437e-06,7.897615432739258e-05,0.00021190568804740906,0.0,0.00012122677435399964,0.0,0.0,0.00020143002620898187,1.0,0.13500098884105682,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98828125,44073.578125,0.017578125,1.0,0.0,0.0,1
0,single,5,K,bert.encoder.layer.5.attention.self.key,0.001,31,0,1,1,0.982421875,0.017578125,2.283491994603537e-06,4.6953558921813965e-05,0.0002107173204421997,0.0,0.00011654756963253021,0.0,0.0,0.00017852011660579592,1.0,0.005247879773378372,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.990234375,41379.5703125,0.017578125,1.0,0.0,0.0,1
0,single,5,V,bert.encoder.layer.5.attention.self.value,0.001,31,0,1,1,0.951171875,0.048828125,6.519054750242503e-06,2.3208558559417725e-05,0.00025262171402573586,0.0,0.00015760322276037186,0.0,0.0,0.00046068389201536775,1.0,0.15591754019260406,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.974609375,70342.0703125,0.048828125,1.0,0.0,0.0,1
0,single,5,O,bert.encoder.layer.5.attention.output.dense,0.001,31,0,1,1,0.927734375,0.072265625,6.666552508249879e-06,1.8139369785785675e-05,0.00025721732527017593,0.0,0.00012361345579847693,0.0,0.0,0.0004939287318848073,1.0,0.06961692869663239,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.953125,61516.66796875,0.072265625,1.0,0.0,0.0,1
0,single,5,FFN1,bert.encoder.layer.5.intermediate.dense,0.001,31,0,1,1,0.986328125,0.013671875,2.2328677005134523e-06,8.838437497615814e-05,0.0003623254597187042,0.0,8.869106386555359e-05,0.0,0.0,0.0003099731111433357,1.0,0.02106630802154541,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98828125,49126.43359375,0.013671875,1.0,0.0,0.0,1
0,single,5,FFN2,bert.encoder.layer.5.output.dense,0.001,31,0,1,1,0.978515625,0.021484375,3.573723688532482e-06,8.648540824651718e-05,0.0003156140446662903,0.0,0.00016937084728851914,0.0,0.0,0.00028202409157529473,1.0,-0.04358319193124771,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98828125,59206.82421875,0.021484375,1.0,0.0,0.0,1
