epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.2776184638341266,2.232877395248413,17.37,63.8
1,2.257359843987685,2.2199878177642822,19.81,66.45
2,2.248484353530101,2.215570286178589,18.09,67.59
3,2.2398997257917355,2.194099641418457,21.49,69.41
4,2.224859498708676,2.180944492340088,19.25,70.72
5,2.2108816959919073,2.160930870819092,22.85,72.54
6,2.2033617643209604,2.1611752143859864,22.89,73.27
7,2.1937454834962504,2.1504904438018797,23.17,74.41
8,2.1863935354428414,2.147071620941162,23.21,74.07
9,2.1937098521452683,2.1558409103393554,22.8,74.44
10,2.2107609663254175,2.163882722091675,18.71,71.61
11,2.2166677511655366,2.1707175010681152,20.99,70.89
12,2.220310279039236,2.17634815864563,20.62,67.99
13,2.212001040042975,2.1830634963989257,19.99,70.19
14,2.2343468971741505,2.2043294612884523,16.15,66.94
15,2.234313980738322,2.183079294204712,20.79,63.5
16,2.272013453948192,2.224657548904419,16.22,63.54
