step,layer_idx,sublayer,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta
4,0,V,0.9512393611610321,0.04876063883896782,4.500716386246495e-06,5.8862497098743916e-09
4,0,O,0.9372859516462649,0.06271404835373504,5.545894964598119e-06,2.417000359855592e-07
4,0,FFN1,0.9799346413539667,0.02006535864603334,2.2385995634977007e-06,4.209578037261963e-07
4,0,FFN2,0.9841096262011029,0.015890373798897125,2.0655145362979965e-06,2.4014152586460114e-06
4,1,Q,0.9764843511579804,0.0235156488420196,3.4540546494099544e-06,3.8743019104003906e-07
4,1,K,0.9781289206876674,0.021871079312332575,3.2469088182551786e-06,3.2782554626464844e-06
4,1,V,0.9439150927401581,0.056084907259841985,5.075334229331929e-06,3.236782504245639e-07
4,1,O,0.9260113254891322,0.07398867451086773,6.518822829093551e-06,1.7136335372924805e-07
4,1,FFN1,0.9775610459078791,0.022438954092120936,2.6523480300966185e-06,1.6151534509845078e-07
4,1,FFN2,0.9820072988059967,0.017988462630706695,2.4500889139744686e-06,1.8703576643019915e-07
4,2,Q,0.980705978095012,0.01929402190498796,2.736525857471861e-06,2.5331974029541016e-07
4,2,K,0.9781119663626191,0.021888033637380896,3.171809794366709e-06,1.3709068298339844e-06
4,2,V,0.9280797531450273,0.0719202468549727,5.948499165242538e-06,1.0803341865539551e-07
4,2,O,0.9187209657183547,0.08127903428164525,6.949307589820819e-06,1.7136335372924805e-07
4,2,FFN1,0.9771583823947035,0.02284161760529651,2.825443061738042e-06,1.4901161193847656e-07
4,2,FFN2,0.981227403159425,0.018772596840574918,2.5450801786064403e-06,8.282659109681845e-07
4,3,Q,0.9784001898884406,0.02159981011155946,3.026795184268849e-06,1.230090856552124e-05
4,3,K,0.9767047573836085,0.023295242616391442,3.3735989291017177e-06,6.3478946685791016e-06
4,3,V,0.9375911294971347,0.06240887050286528,6.29834403298446e-06,5.473848432302475e-07
4,3,O,0.9200094944220271,0.07999050557797294,7.046720384096261e-06,1.341104507446289e-07
4,3,FFN1,0.9749077052842169,0.02509229471578314,3.0373962545127142e-06,1.3656153896590695e-07
4,3,FFN2,0.9804898931458192,0.01950586829088412,2.657354571056203e-06,1.6484991647303104e-06
4,4,Q,0.9760774473568207,0.023922552643179273,3.3112514756794553e-06,1.996755599975586e-06
4,4,K,0.9742294259265538,0.025770574073446136,3.660273478089948e-06,2.8312206268310547e-07
4,4,V,0.9512393611610321,0.04876063883896782,5.469491043186281e-06,2.0116567611694336e-07
4,4,O,0.9337424977111661,0.06625750228883388,6.601106179005001e-06,5.03452611155808e-07
4,4,FFN1,0.9723391359264864,0.027660864073513643,3.3477990655228496e-06,2.5331974029541016e-07
4,4,FFN2,0.9779213237880888,0.02207867621191121,3.2100936095957877e-06,4.76837158203125e-07
4,5,Q,0.9757553151809026,0.02424468481909735,3.3970798085647402e-06,2.5331974029541016e-07
4,5,K,0.9736360245498626,0.02636397545013733,3.8137659430503845e-06,4.8140063881874084e-06
4,5,V,0.9462717439218745,0.05372825607812553,6.0603133533732034e-06,3.3744436223059893e-07
4,5,O,0.9336577260859246,0.06634227391407548,6.754223704774631e-06,1.032138243317604e-06
4,5,FFN1,0.9707411975636738,0.029258802436326184,3.5508339806256117e-06,1.1425581760704517e-06
4,5,FFN2,0.9762725226657172,0.023727477334282772,3.461762162260129e-06,8.270144462585449e-07
4,6,Q,0.9759757214065308,0.024024278593469194,3.325620582472766e-06,1.2515811249613762e-06
4,6,K,0.9714997795937744,0.02850022040622563,4.084023657924263e-06,6.6908542066812515e-06
4,6,V,0.945186667118782,0.054813332881218,5.733949819841655e-06,4.4652551878243685e-07
4,6,O,0.9298260486250043,0.07017395137499575,7.0958758442429826e-06,1.9371509552001953e-07
4,6,FFN1,0.9701435601388554,0.029856439861144668,3.608099632401718e-06,4.7361027100123465e-08
4,6,FFN2,0.9757003166206782,0.02429544481602516,3.481739440758247e-06,3.1065428629517555e-06
4,7,Q,0.981180699196365,0.018819300803635006,2.5680931230454007e-06,6.589572876691818e-06
4,7,K,0.9801464853684175,0.019853514631582518,2.7625433176581282e-06,7.867813110351562e-06
4,7,V,0.9487470753789292,0.05125292462107083,5.353651886252919e-06,2.4586915969848633e-07
4,7,O,0.9462547895968262,0.05374521040317385,5.372590294427937e-06,3.2070965971797705e-07
4,7,FFN1,0.9684057491872555,0.031594250812744515,3.7592687931464752e-06,2.8312206268310547e-07
4,7,FFN2,0.9726527896104337,0.02734721038956635,3.6948210890841438e-06,2.775341272354126e-06
4,8,Q,0.9794513580414363,0.02054864195856363,2.842395815605414e-06,2.4586915969848633e-07
4,8,K,0.9712624190430978,0.028737580956902105,4.118909146200167e-06,5.128677003085613e-07
4,8,V,0.9536638296429419,0.04633617035705809,5.285941369947977e-06,2.086162567138672e-07
4,8,O,0.9543250483198263,0.04567495168017361,4.776565674546873e-06,4.76837158203125e-07
4,8,FFN1,0.9754714342026627,0.024528565797337334,2.9468130833265604e-06,1.564621925354004e-07
4,8,FFN2,0.977633101483921,0.022362659952782405,2.893059217967675e-06,2.384185791015625e-07
4,9,Q,0.983723847953613,0.01627615204638703,2.388629809502163e-06,5.125999450683594e-06
4,9,K,0.9802482113187074,0.019751788681292598,3.066905492232763e-06,4.9585942178964615e-06
4,9,V,0.9561222067749483,0.04387779322505171,4.982150585419731e-06,2.2351741790771484e-07
4,9,O,0.951069817910549,0.04893018208945102,5.037532901042141e-06,1.5104524209164083e-07
4,9,FFN1,0.9788622848399307,0.021137715160069345,2.544317794672679e-06,1.138483639806509e-06
4,9,FFN2,0.9810409063743754,0.01895909362562466,2.6109451027878094e-06,1.3747485354542732e-06
4,10,Q,0.9869282153877454,0.013071784612254587,2.0826064428547397e-06,2.2120773792266846e-05
4,10,K,0.9804516632192872,0.01954833678071276,2.8433623810997233e-06,1.296401023864746e-06
4,10,V,0.9702621138652471,0.029737886134752974,3.2722439300414408e-06,2.7939677238464355e-07
4,10,O,0.968244549184497,0.03175545081550304,3.4547763334558113e-06,1.1584488674998283e-06
4,10,FFN1,0.9830584625035498,0.016941537496450203,2.035695160884643e-06,1.7136335372924805e-07
4,10,FFN2,0.980472938892633,0.019527061107367048,2.404552560619777e-06,2.4586915969848633e-07
4,11,Q,0.9913532942253569,0.008646705774643111,1.41837153933011e-06,1.1049211025238037e-05
4,11,K,0.9809942016208335,0.019005798379166525,2.7645619411487132e-06,1.4901161193847656e-06
4,11,V,0.9688379505611882,0.03116204943881184,4.0520862967241555e-06,3.7997961044311523e-07
4,11,O,0.971957546370079,0.028042453629920992,3.289022970420774e-06,3.014341928064823e-06
4,11,FFN1,0.983617952858699,0.016382047141300985,2.0149038846284384e-06,2.4586915969848633e-07
4,11,FFN2,0.9782604088518156,0.021739591148184412,2.577027544248267e-06,3.501772880554199e-07
