step,layer_idx,sublayer,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta
0,8,V,0.9532060628666372,0.04679393713336272,5.312165285431547e-06,1.780688762664795e-06
0,8,O,0.9424909294360991,0.05750907056390085,6.151019078970421e-06,1.7899437807500362e-06
0,8,FFN1,0.9683845563707726,0.031615443629227434,3.7474035252671456e-06,1.924126991070807e-08
0,8,FFN2,0.9717796455713371,0.028211877302069692,3.70081352230045e-06,1.4504439604934305e-07
0,9,Q,0.9780271947373775,0.021972805262622495,3.2381381060986314e-06,1.8256250768899918e-06
0,9,K,0.9758570411311925,0.02414295886880743,3.650309508884675e-06,2.110842615365982e-06
0,9,V,0.951069817910549,0.04893018208945102,5.4539882512472104e-06,6.799236871302128e-07
0,9,O,0.9397104201281747,0.0602895798718253,6.163259513414232e-06,7.760536391288042e-07
0,9,FFN1,0.9754502413861798,0.02454975861382026,2.979387318191584e-06,5.21540641784668e-08
0,9,FFN2,0.9752764602910198,0.024723539708980245,3.4004381177510368e-06,2.6992056518793106e-06
0,10,Q,0.9838933912040961,0.016106608795903834,2.577959094196558e-06,2.175569534301758e-06
0,10,K,0.9763826252076905,0.023617374792309517,3.529414698277833e-06,1.8112477846443653e-06
0,10,V,0.9539690074938116,0.04603099250618833,5.22524578627781e-06,1.1061201803386211e-06
0,10,O,0.9486962124037842,0.051303787596215795,5.623385732178576e-06,1.715437974780798e-06
0,10,FFN1,0.976386963874725,0.02361303612527498,2.865894202841446e-06,1.0469229891896248e-06
0,10,FFN2,0.9744541790114822,0.025545820988517733,3.15448414767161e-06,5.882466211915016e-07
0,11,Q,0.9905903495981825,0.009409650401817503,1.5890930171735818e-06,3.069639205932617e-06
0,11,K,0.9779254687870876,0.022074531212912415,3.2740870210545836e-06,5.469191819429398e-06
0,11,V,0.9667695229052932,0.03323047709470686,4.326410362409661e-06,1.0696821846067905e-06
0,11,O,0.9698213014139907,0.03017869858600929,3.5168786780559458e-06,1.9222497940063477e-06
0,11,FFN1,0.9778195982689708,0.02218040173102925,2.710233502511983e-06,5.513429641723633e-07
0,11,FFN2,0.9723772829961557,0.027622717003844378,3.270154138590442e-06,2.634915290400386e-07
1,0,Q,0.9813332881217999,0.01866671187820013,2.8285401185712544e-06,6.303191184997559e-06
1,0,K,0.9840629344545794,0.015937065545420636,2.522948079786147e-06,9.387731552124023e-07
1,0,V,0.939829100403513,0.06017089959648706,5.5280843298533e-06,4.3213367462158203e-07
1,0,O,0.9252992438371028,0.07470075616289716,6.5131503106385935e-06,6.606860551983118e-07
1,0,FFN1,0.974712731372574,0.025287268627426047,2.8359072530292906e-06,7.450580596923828e-09
1,0,FFN2,0.9795997948535364,0.02039596658316697,2.676743633855949e-06,7.143535185605288e-07
1,1,Q,0.9736360245498626,0.02636397545013733,3.876529717672383e-06,3.8743019104003906e-07
1,1,K,0.9789257739649384,0.021074226035061545,3.1663405479775975e-06,6.59027136862278e-06
1,1,V,0.9419144823844563,0.05808551761554372,5.258005785435671e-06,1.4765828382223845e-07
1,1,O,0.9094639042419721,0.09053609575802787,7.974309482960962e-06,1.4156103134155273e-07
1,1,FFN1,0.9748102183283954,0.025189781671604593,2.9925286071375012e-06,6.705522537231445e-07
1,1,FFN2,0.9798456315247384,0.020154368475261624,2.7383944143366534e-06,2.5331974029541016e-07
1,2,Q,0.9802482113187074,0.019751788681292598,2.7539113034436014e-06,4.746951162815094e-06
1,2,K,0.9809263843206402,0.019073615679359803,2.7675466753862565e-06,1.8030405044555664e-06
1,2,V,0.927215082567563,0.07278491743243702,5.966722710581962e-06,5.841138772666454e-08
1,2,O,0.9078532433623817,0.09214675663761826,7.933624146971852e-06,1.2330565368756652e-07
1,2,FFN1,0.9738862115297399,0.02611378847026012,3.2291038678522455e-06,2.0781299099326134e-06
1,2,FFN2,0.9788834776564136,0.021112283780289832,2.9220268515928183e-06,2.980232238769531e-07
1,3,Q,0.974348106201892,0.025651893798107898,3.5410419059189735e-06,8.940696716308594e-07
1,3,K,0.9747719643281001,0.025228035671899903,3.5838627354678465e-06,5.41294866707176e-08
1,3,V,0.9332338679597165,0.06676613204028348,6.787776783312438e-06,1.7136335372924805e-07
1,3,O,0.915448780984029,0.08455121901597097,7.509192073484883e-06,5.3252733778208494e-08
1,3,FFN1,0.9722374104073683,0.02776258959263168,3.3802334655774757e-06,5.811452865600586e-07
1,3,FFN2,0.9780272878705034,0.021968473566200002,2.9823090699210297e-06,5.384208634495735e-07
1,4,Q,0.9745346037774236,0.02546539622257638,3.533536528266268e-06,2.684188075363636e-06
1,4,K,0.9725170390966735,0.02748296090332644,3.957746685046004e-06,3.8817524909973145e-06
1,4,V,0.9501034213827948,0.04989657861720525,5.713633527193451e-06,2.6328780222684145e-07
1,4,O,0.936438235393849,0.06356176460615102,6.3073330238694325e-06,1.4452962204813957e-07
1,4,FFN1,0.971372743494865,0.02862725650513502,3.4389004213153385e-06,2.4586915969848633e-07
1,4,FFN2,0.9785825396623561,0.021417460337643954,3.093844497925602e-06,1.1600786820054054e-06
1,5,Q,0.9793157234410498,0.02068427655895019,2.8742372251144843e-06,1.4901161193847656e-06
1,5,K,0.9751619138042115,0.024838086195788547,3.586182629078394e-06,1.7434358596801758e-06
1,5,V,0.9509002746600658,0.049099725339934217,5.488921033247607e-06,2.1169398678466678e-07
1,5,O,0.9391000644264352,0.060899935573564816,6.2295580391946714e-06,1.3634562492370605e-06
1,5,FFN1,0.9715592402799147,0.02844075972008528,3.4227857668156503e-06,8.942424756241962e-08
1,5,FFN2,0.9779637094210546,0.02203629057894536,3.2190519050345756e-06,2.0122388377785683e-07
1,6,Q,0.9785527788138754,0.02144722118612458,3.0296034765342483e-06,5.111098289489746e-06
1,6,K,0.977043843884575,0.022956156115425046,3.2649033983034315e-06,5.184672772884369e-06
1,6,V,0.9466786477230341,0.053321352276965855,5.5334617172775324e-06,1.152686309069395e-06
1,6,O,0.9344376250381472,0.06556237496185277,6.531064627779415e-06,1.8421269487589598e-07
1,6,FFN1,0.9711184296970699,0.028881570302930117,3.521607595757814e-06,7.26024154573679e-07
1,6,FFN2,0.9768913529070187,0.02310864709298136,3.2873138025024673e-06,1.579464878886938e-06
1,7,Q,0.9814350140720898,0.01856498592791021,2.5897516024997458e-06,9.045004844665527e-06
1,7,K,0.979959987792886,0.020040012207114034,2.8768495212716516e-06,4.470348358154297e-06
1,7,V,0.9523583466142213,0.047641653385778714,4.839433131564874e-06,7.126436685211957e-08
1,7,O,0.944016818690448,0.055983181309552064,5.537807737709954e-06,1.0506482794880867e-06
1,7,FFN1,0.971546524590025,0.028453475409975035,3.3789601729949936e-06,2.1606683731079102e-07
1,7,FFN2,0.974712731372574,0.025283030064129464,3.3967558010772336e-06,2.60770320892334e-07
1,8,Q,0.979485266691533,0.02051473330846699,2.8956301321159117e-06,7.659196853637695e-06
1,8,K,0.9778576514868943,0.022125394188057375,3.294906491646543e-06,1.1771917343139648e-06
1,8,V,0.961564545115459,0.038435454884541045,4.351642928668298e-06,4.1874591261148453e-07
1,8,O,0.9530026109660574,0.04699738903394256,4.996815277991118e-06,8.358911145478487e-07
1,8,FFN1,0.9743270221125847,0.025672977887415283,3.0857688670948846e-06,1.9371509552001953e-07
1,8,FFN2,0.9759037676589143,0.024087755214492496,3.099468358414015e-06,1.3527460396289825e-07
1,9,Q,0.981926689498491,0.018073310501508934,2.680853640413261e-06,1.3704411685466766e-05
1,9,K,0.9792818147909532,0.020701230883998507,3.11529674945632e-06,2.3096799850463867e-06
1,9,V,0.9552914448475807,0.04470855515241938,5.056929239799501e-06,9.164214134216309e-07
1,9,O,0.9474076837001119,0.0525923162998881,5.4170591283764224e-06,1.1548399925231934e-06
1,9,FFN1,0.979328526802555,0.020671473197444994,2.4891637622204144e-06,2.980232238769531e-07
1,9,FFN2,0.9785825396623561,0.021417460337643954,2.94748224405339e-06,4.023313522338867e-07
1,10,Q,0.9877420229900647,0.012257977009935235,1.9720805539691355e-06,8.919741958379745e-06
1,10,K,0.9830795836017768,0.016920416398223188,2.4761779968685005e-06,7.450580596923828e-07
1,10,V,0.9628191651690347,0.03718083483096538,4.074491698702332e-06,1.7505954019725323e-06
1,10,O,0.9583940863314232,0.041605913668576855,4.578636435326189e-06,1.9371509552001953e-06
1,10,FFN1,0.9784638598900517,0.02153614010994833,2.5925528461812064e-06,2.60770320892334e-07
1,10,FFN2,0.9768023430777903,0.02319765692220965,2.8630936412810115e-06,9.015202522277832e-07
1,11,Q,0.9910142077243905,0.008985792275609509,1.5152406831475673e-06,2.3692846298217773e-06
1,11,K,0.9802312569936591,0.01976874300634092,2.973198434119695e-06,2.2649765014648438e-06
1,11,V,0.9728391712725917,0.02716082872740836,3.5692492019734345e-06,3.2782554626464844e-06
1,11,O,0.9711437387677596,0.028856261232240346,3.3499413802928757e-06,2.60770320892334e-07
1,11,FFN1,0.9800999453225335,0.019900054677466528,2.447003453198704e-06,2.666056388989091e-07
1,11,FFN2,0.9738692572765535,0.02613074272344646,3.122442194580799e-06,7.141497917473316e-07
2,0,Q,0.9847919704316571,0.015208029568342885,2.224084028057405e-06,6.020069122314453e-06
2,0,K,0.9863687226611508,0.01363127733884914,2.0749719169543823e-06,5.662441253662109e-07
2,0,V,0.9494082940558136,0.05059170594418636,4.686120973929064e-06,1.242306097992696e-07
2,0,O,0.9370146824454918,0.06298531755450816,5.606251306744525e-06,1.6391277313232422e-07
2,0,FFN1,0.9803542591203286,0.019645740879671428,2.1855132672499167e-06,1.1175870895385742e-07
2,0,FFN2,0.9847666035120736,0.015233396487926452,1.9930012058466673e-06,1.165375579148531e-06
2,1,Q,0.9786884134142619,0.02131158658573802,3.080814167333301e-06,6.854534149169922e-07
2,1,K,0.9827913600759554,0.017208639924044623,2.5140432171610883e-06,3.3974647521972656e-06
2,1,V,0.9519514428130617,0.04804855718693839,4.352261385065503e-06,4.5349588617682457e-07
2,1,O,0.9307585365026618,0.06924146349733817,6.04709202889353e-06,1.6391277313232422e-07
2,1,FFN1,0.9791971313403609,0.02080286865963913,2.4527450932509964e-06,8.270144462585449e-07
2,1,FFN2,0.9829228284780591,0.017077171521940923,2.2998042368271854e-06,1.4928518794476986e-06
2,2,Q,0.9831982638771151,0.016801736122884946,2.470638946761028e-06,5.733920261263847e-06
2,2,K,0.983995117154386,0.016004882845613917,2.3817394776415313e-06,4.6193599700927734e-07
2,2,V,0.9370824997456851,0.06291750025431488,5.215556939219823e-06,4.079192876815796e-07
2,2,O,0.9240276694584788,0.07597233054152114,6.435106115532108e-06,1.862645149230957e-07
2,2,FFN1,0.9800406054363813,0.019959394563618716,2.4287935502798064e-06,1.1175870895385742e-06
2,2,FFN2,0.9833721161874971,0.01662364524920633,2.266756609969889e-06,3.0230730772018433e-06
2,3,Q,0.9814858770472348,0.01851412295276525,2.6428735964145744e-06,1.7185811884701252e-07
2,3,K,0.9840629344545794,0.015937065545420636,2.3085244720277842e-06,7.033348083496094e-06
2,3,V,0.9541215964192465,0.04587840358075345,4.697972599387867e-06,2.497472451068461e-08
2,3,O,0.9313858465294497,0.06861415347055033,5.9444710132083856e-06,1.4156103134155273e-07
2,3,FFN1,0.9795955562902399,0.02040444370976014,2.445506652293261e-06,4.303001333028078e-07
2,3,FFN2,0.9832703906683791,0.016729609331620952,2.2703879949403927e-06,2.1383166313171387e-06
2,4,Q,0.9800786680682242,0.019921331931775796,2.7861472062795656e-06,2.8312206268310547e-07
2,4,K,0.9815028313722831,0.018497168627716932,2.633323447298608e-06,3.023422323167324e-06
2,4,V,0.9639551049472721,0.036044895052727954,4.09670838052989e-06,1.4199758879840374e-06
2,4,O,0.946509104472551,0.05349089552744905,5.317360773915425e-06,2.682209014892578e-07
2,4,FFN1,0.9765310750268089,0.02346892497319109,2.800652737278142e-06,1.5497207641601562e-06
2,4,FFN2,0.9819013347235821,0.018098665276417906,2.5775293579499703e-06,2.8219074010849e-06
2,5,Q,0.9827065884507138,0.017259502899189583,2.38938741858874e-06,5.662441253662109e-07
2,5,K,0.9816215116476213,0.01837848835237869,2.5913677745847963e-06,4.491070285439491e-06
2,5,V,0.9612593672645892,0.038740632735410806,4.190767413092544e-06,8.035858627408743e-07
2,5,O,0.9497304262317318,0.05026957376826829,5.0807566367438994e-06,1.0195944923907518e-06
2,5,FFN1,0.9747254470624637,0.025274552937536294,3.035719601029996e-06,1.2665987014770508e-06
2,5,FFN2,0.9805322787787851,0.019467721221214856,2.860381755454e-06,3.3602118492126465e-06
2,6,Q,0.9808585670204469,0.019141432979553084,2.636775434439187e-06,7.897615432739258e-07
2,6,K,0.9794174493913397,0.02058255060866027,2.9167842967581237e-06,2.332031726837158e-06
2,6,V,0.9552405818724357,0.04475941812756434,4.672679096984211e-06,2.2351741790771484e-07
2,6,O,0.9409650401817503,0.05903495981824963,5.958158453722717e-06,5.65254595130682e-07
2,6,FFN1,0.972792662199221,0.02720733780077905,3.299068794149207e-06,3.8743019104003906e-07
2,6,FFN2,0.9790445430616838,0.02095545693831619,3.01445834338665e-06,7.599592208862305e-07
2,7,Q,0.9851480112576718,0.014851988742328168,2.043297627096763e-06,5.207955837249756e-06
2,7,K,0.9838086195788546,0.016191380421145433,2.2855037968838587e-06,4.0531158447265625e-06
2,7,V,0.9571055576277508,0.04289444237224916,4.472883119888138e-06,3.501772880554199e-07
2,7,O,0.943440371638805,0.05655962836119494,5.627167411148548e-06,1.6309786587953568e-06
2,7,FFN1,0.9710506126843246,0.02894938731567548,3.4399038213450694e-06,3.915483830496669e-07
2,7,FFN2,0.9749500909171828,0.02504990908281729,3.386818434591987e-06,2.980232238769531e-07
2,8,Q,0.9795700383167746,0.02042996168322539,2.7798400878964458e-06,3.300607204437256e-06
2,8,K,0.9777389712115561,0.02226102878844393,3.246348342145211e-06,3.688270226120949e-06
2,8,V,0.9576141873792005,0.042385812620799566,4.800655005965382e-06,6.124319043010473e-07
2,8,O,0.9489674816045574,0.05103251839544268,5.405729552876437e-06,5.364418029785156e-07
2,8,FFN1,0.97301730605394,0.026982693946060045,3.246599135309225e-06,2.3096799850463867e-07
2,8,FFN2,0.975068770689487,0.02493122931051291,3.246580718041514e-06,2.384185791015625e-07
2,9,Q,0.9819097351734427,0.018090264826557255,2.6192458335572155e-06,7.443130016326904e-06
2,9,K,0.9779593774371842,0.022040622562815776,3.4933686947624665e-06,6.038753781467676e-07
2,9,V,0.9533416974670238,0.04665830253297616,5.335999958333559e-06,5.140900611877441e-07
2,9,O,0.9375741751720864,0.062425824827913604,6.368679350998718e-06,7.428752724081278e-07
2,9,FFN1,0.9772092451542626,0.02279075484573749,2.737570412136847e-06,1.17027411761228e-07
2,9,FFN2,0.9773957419393122,0.022600019497391165,3.0966411941335537e-06,3.241511876694858e-07
2,10,Q,0.9842494320301108,0.01575056796988912,2.3955929009389365e-06,2.9355287551879883e-06
2,10,K,0.9801973483435624,0.019802651656437558,3.0026956210349454e-06,3.5837292671203613e-06
2,10,V,0.9544606829202129,0.045539317079787055,5.031736691307742e-06,4.968314897269011e-07
2,10,O,0.9517988538876268,0.048201146112373264,5.322058314050082e-06,1.1619413271546364e-06
2,10,FFN1,0.9797354288790272,0.020264571120972835,2.4550136004108936e-06,3.3527612686157227e-07
2,10,FFN2,0.9766794247421894,0.023320575257810613,2.8716974611597834e-06,2.860979293473065e-07
2,11,Q,0.9906920755484724,0.009307924451527585,1.6140876368808676e-06,4.090368747711182e-06
2,11,K,0.9843342036553525,0.015665796344647518,2.3932213935040636e-06,2.428889274597168e-06
2,11,V,0.9727713539723983,0.027228646027601642,3.5541493161872495e-06,1.4711986295878887e-06
2,11,O,0.9728222169475433,0.027177783052456682,3.1305899028666317e-06,1.3709068298339844e-06
2,11,FFN1,0.9788071835170751,0.021192816482924946,2.580455202405574e-06,3.412424121052027e-07
2,11,FFN2,0.9735216950862335,0.026478304913766428,3.182722139172256e-06,2.958913682959974e-07
3,0,Q,0.9847071988064156,0.015292801193584483,2.2507101675728336e-06,3.427267074584961e-07
3,0,K,0.9849954223322369,0.015004577667763046,2.2219369384401944e-06,3.874301910400391e-06
3,0,V,0.9463904241972128,0.05360957580278729,4.8861102186492644e-06,4.3958425521850586e-07
3,0,O,0.9294700077989895,0.07052999220101047,6.128993391030235e-06,5.21540641784668e-08
3,0,FFN1,0.9774847517685405,0.022515248231459464,2.5203039513144176e-06,8.195638656616211e-08
3,0,FFN2,0.9826515604270777,0.017348439572922363,2.2706940399075393e-06,1.3861572369933128e-06
3,1,Q,0.973652978874911,0.02634702112508901,3.8105488329165382e-06,2.8312206268310547e-07
3,1,K,0.9799430334678376,0.020056966532162355,2.9666475711565e-06,8.81438609212637e-07
3,1,V,0.9469838255739039,0.053016174426096095,4.766631718666758e-06,8.956994861364365e-07
3,1,O,0.9199755857719304,0.08002441422806958,6.990669135120697e-06,1.1920928955078125e-07
3,1,FFN1,0.977908608098199,0.022091391901800966,2.6057289232994663e-06,1.5764962881803513e-06
3,1,FFN2,0.9826218904840015,0.01737810951599846,2.3419386252498953e-06,1.3822573237121105e-06
3,2,Q,0.9826387711505205,0.017361228849479503,2.463246346451342e-06,6.988644599914551e-06
3,2,K,0.9810789732460751,0.018921026753924926,2.7763574053096818e-06,1.2557022273540497e-05
3,2,V,0.9341663558373741,0.06583364416262588,5.403375780588249e-06,1.1895826901309192e-07
3,2,O,0.9196025906208674,0.08039740937913262,6.825357559137046e-06,1.4901161193847656e-07
3,2,FFN1,0.9788622848399307,0.021137715160069345,2.606929228932131e-06,1.4901161193847656e-07
3,2,FFN2,0.9833170148646415,0.01668298513535852,2.2674937554256758e-06,1.625041477382183e-06
3,3,Q,0.9820453697738293,0.017954630226170696,2.454236209814553e-06,2.3171305656433105e-06
3,3,K,0.9834356244277915,0.01656437557220847,2.3447043986379867e-06,8.641109161544591e-08
3,3,V,0.9524431182394629,0.047556881760537115,4.786560566572007e-06,1.491207513026893e-08
3,3,O,0.9277576209691092,0.07224237903089079,6.4059881879074965e-06,1.341104507446289e-07
3,3,FFN1,0.9779340394779785,0.022065960522021456,2.637777924974216e-06,5.903420969843864e-07
3,3,FFN2,0.9830627010668463,0.016937298933153617,2.304727786395233e-06,3.3229589462280273e-06
3,4,Q,0.981553694347428,0.018446305652571972,2.5852300495898817e-06,1.2665987014770508e-06
3,4,K,0.9812654708216066,0.018734529178393407,2.6021755274996394e-06,2.086162567138672e-07
3,4,V,0.9639381506222238,0.03606184937777627,4.033764980704291e-06,1.6391277313232422e-07
3,4,O,0.9523583466142213,0.047641653385778714,4.710387202067068e-06,1.862645149230957e-07
3,4,FFN1,0.9762555684125309,0.02374443158746911,2.8615168048418127e-06,4.3958425521850586e-07
3,4,FFN2,0.9818547105273197,0.01814528947268034,2.617342943267431e-06,1.918291673064232e-06
3,5,Q,0.9821979586992642,0.01780204130073582,2.4286873667733744e-06,2.682209014892578e-07
3,5,K,0.9796209012919196,0.020379098708080433,2.926945853687357e-06,1.0759569704532623e-05
3,5,V,0.960191244786545,0.03980875521345495,4.373802312329644e-06,1.0207295417785645e-06
3,5,O,0.9479841307517548,0.05201586924824523,5.233321189734852e-06,7.273920346051455e-07
3,5,FFN1,0.9755053427090353,0.024494657290964655,2.963037104564137e-06,1.956141204573214e-08
3,5,FFN2,0.9813587986216192,0.018641201378380785,2.732787152126548e-06,2.4435576051473618e-06
3,6,Q,0.9819097351734427,0.018090264826557255,2.556588015067973e-06,7.82310962677002e-06
3,6,K,0.980282119968804,0.01971788003119596,2.7742971724364907e-06,4.013651050627232e-06
3,6,V,0.9569699230273643,0.04303007697263572,4.48413402409642e-06,5.373440217226744e-07
3,6,O,0.9458309314706181,0.054169068529381845,5.424477421911433e-06,1.862645149230957e-07
3,6,FFN1,0.9736234206053516,0.02637657939464839,3.19840637530433e-06,1.5412479115184397e-07
3,6,FFN2,0.9783663729342302,0.021633627065769788,3.0695782697875984e-06,3.4543918445706367e-06
3,7,Q,0.9844528839306907,0.01554711606930928,2.171297865061206e-06,3.606081008911133e-06
3,7,K,0.9855040520836865,0.01449594791631345,2.070256869046716e-06,9.626150131225586e-06
3,7,V,0.9572920552032823,0.04270794479671764,4.362948402558686e-06,2.2351741790771484e-07
3,7,O,0.9509680919602591,0.04903190803974094,4.813751729670912e-06,1.5312980394810438e-07
3,7,FFN1,0.9745092803343379,0.025490719665662128,3.0103694825811544e-06,2.905726432800293e-07
3,7,FFN2,0.9768489672740528,0.023151032725947214,3.1091822165763006e-06,1.9579892978072166e-06
3,8,Q,0.9828083144010037,0.017191685598996306,2.429071400911198e-06,1.1622905731201172e-06
3,8,K,0.9807737953952054,0.019226204604794683,2.801523805828765e-06,5.364418029785156e-07
3,8,V,0.9629039367942762,0.03709606320572378,4.217505193082616e-06,1.058157067745924e-06
3,8,O,0.9532569258417822,0.04674307415821776,4.954864834871842e-06,2.0116567611694336e-07
3,8,FFN1,0.9754968655824422,0.024503134417557824,2.8870420010207454e-06,2.699380274862051e-07
3,8,FFN2,0.9772473922239318,0.022752607776068225,2.9618477128678933e-06,1.2665987014770508e-07
3,9,Q,0.9817062832728629,0.01829371672713709,2.6538509700912982e-06,2.941742422990501e-07
3,9,K,0.9801295310433692,0.019870468956630836,3.0361504741449608e-06,5.960464477539062e-07
3,9,V,0.9541046420941982,0.04589535790580177,5.240582595433807e-06,6.514310371130705e-07
3,9,O,0.9403885931301075,0.05961140686989251,6.198909431986976e-06,1.9371509552001953e-07
3,9,FFN1,0.978951294669159,0.021048705330841057,2.5465201360930223e-06,1.0728836059570312e-06
3,9,FFN2,0.980595857228234,0.019382949955283158,2.7146254524268443e-06,2.3096799850463867e-07
3,10,Q,0.9870808043131802,0.012919195686819708,2.0828013020945946e-06,8.918344974517822e-06
3,10,K,0.9807737953952054,0.019226204604794683,2.851874342013616e-06,9.529292583465576e-06
3,10,V,0.9631752059950494,0.036824794004950666,4.089440608368022e-06,4.890898708254099e-07
3,10,O,0.9572920552032823,0.04270794479671764,4.61558784081717e-06,2.682209014892578e-07
3,10,FFN1,0.9801211381390164,0.0198788618609836,2.368011791986646e-06,6.947375368326902e-07
3,10,FFN2,0.9779001309716059,0.022099869028394135,2.7078315270046005e-06,1.0673538781702518e-06
3,11,Q,0.9900817198467329,0.009918280153267098,1.6003895098037901e-06,7.954658940434456e-06
3,11,K,0.9858770472347496,0.014122952765250416,2.179363264076528e-06,9.3802809715271e-06
3,11,V,0.9707368349666,0.02926316503340002,3.857951924146619e-06,7.525086402893066e-07
3,11,O,0.9738733851005391,0.026126614899460852,3.047018253710121e-06,5.768146365880966e-06
3,11,FFN1,0.9796464190497989,0.02035358095020112,2.4921314434322994e-06,4.172325134277344e-07
3,11,FFN2,0.9737802474473253,0.026211275426081575,3.1567647056363057e-06,7.82310962677002e-07
4,0,Q,0.9848767420568987,0.015123257943101286,2.278932015542523e-06,4.023313522338867e-06
4,0,K,0.9862161337357159,0.013783866264284019,2.0903119093418354e-06,5.960464477539062e-07
