layer_idx,sublayer,mac_snr_db,mac_nmse,cosine,out_clip_ratio,ref_deadzone_ratio,mean_abs_err,median_abs_err,p95_abs_err,label
0,FFN1,28.837722354110156,0.0004196704522569855,0.999762450158596,0.00028325663675786926,0.0008431794893112964,0.031750242412090304,0.01779983852058649,0.12000079944729805,adc10
0,FFN2,34.390933970958066,0.00036474222378666594,0.9994014972448348,0.0017595566684030929,0.00636777666863054,0.023981906343251466,0.019537579398602248,0.06074324717745185,adc10
0,K,38.29402168996656,0.00014825150049575057,0.9999278202652931,0.0,0.00531192566966638,0.009654485979117453,0.007416140905115753,0.02589958718046546,adc10
0,O,35.404527883699615,0.000288546957379558,0.9998483112454415,0.0,0.02747184755280614,0.0027935321477707475,0.0022276511951349674,0.007250990392640233,adc10
0,Q,37.55795941490638,0.00017576238805194907,0.9998998242616653,0.0,0.005853892439045012,0.00975082051474601,0.007544741556048393,0.025975294141098858,adc10
0,V,35.036441233428675,0.00031328171887450793,0.9998317712545395,0.0,0.011046598250977695,0.006411436598282308,0.00500496132299304,0.016979480925947428,adc10
1,FFN1,23.128653957691157,0.001343756381051689,0.9993665829300881,0.00016562143988267054,0.0009197579495958053,0.06502387531101704,0.04784591536968946,0.18222119607031345,adc10
1,FFN2,27.63151568792975,0.0017286239866692891,0.9989191514253616,0.0002214686071511096,0.011609338107518852,0.01851987005211413,0.015141778122633696,0.046763667576014994,adc10
1,K,35.517848330146705,0.000280617074566683,0.9998612040281296,0.0,0.005318355557974428,0.013864844427444041,0.010816882587969303,0.036992571968585256,adc10
1,O,32.303166333636185,0.0005886399444658731,0.9996920087933541,0.0,0.026386371208354832,0.003911806381074712,0.0031202818849124015,0.010188321159221232,adc10
1,Q,35.24305920550893,0.00029859010065397913,0.9998516616225243,0.0,0.005160603001713753,0.013846763367764652,0.010831757951527833,0.036926104314625265,adc10
1,V,33.19711801468443,0.000478584252903579,0.9997319397330284,0.0,0.009979468402452767,0.009095323458313941,0.007094676122069359,0.02432104533538222,adc10
2,FFN1,21.250963822325517,0.0018639168532473013,0.9991240260004998,0.0002929819960263558,0.0007739337289240212,0.0785982932522893,0.05898059442639351,0.21723534978926182,adc10
2,FFN2,28.835469432298268,0.0013078102619849138,0.9982363080978394,6.781684078305261e-06,0.015297253937460483,0.016070428011007606,0.012975095468573273,0.04038981625810265,adc10
2,K,31.416301559076082,0.0007232825012089462,0.9996190530061722,2.119276274470394e-09,0.004792376623954624,0.026537114242091774,0.020578334229066967,0.0711266403272748,adc10
2,O,31.86724389559052,0.0006506469527413301,0.9996641951799393,0.0,0.024655007245019078,0.004204974735621363,0.003367506260983646,0.010961933429352939,adc10
2,Q,31.654842949413183,0.0006833918086073007,0.999635257422924,1.483493392129276e-08,0.004875787098426372,0.027017757007852198,0.02094698588363826,0.07240792196244002,adc10
2,V,29.05008439019113,0.0012479435757994312,0.9992234003543854,0.0,0.009624623209238053,0.01576447654515505,0.01250304070301354,0.04163231259211898,adc10
3,FFN1,22.374877304045427,0.001566556750993277,0.9992596191167832,0.0003239583957474679,0.0009298398758983239,0.06907709822058677,0.05145728968083858,0.1918848729878664,adc10
3,FFN2,25.56514622524437,0.0027767800414196958,0.9984381604194641,6.781684078305261e-06,0.013293404052965342,0.016372515629045667,0.01330165818799287,0.04151668300852179,adc10
3,K,31.248322250951578,0.0007534226206668494,0.9995865163207054,0.0,0.00462943607242778,0.025551083479076624,0.020289741503074766,0.06716627914458513,adc10
3,O,32.22155930327156,0.0005997820838320734,0.9996661844849587,0.0,0.029711138447746633,0.0036732447589747606,0.0029153638100251557,0.009666707734577357,adc10
3,Q,31.197067010007913,0.0007616411491772234,0.9995754566788674,0.0,0.00462199530331418,0.025633918503299356,0.020388501370325683,0.06732960810884833,adc10
3,V,28.20116156718276,0.0015180280779881641,0.9989847069978715,0.0,0.008954552547074855,0.018471638448536398,0.014683009423315525,0.04859685447067022,adc10
4,FFN1,21.816609379712677,0.0017788214364972978,0.9991167491674423,0.00025047408140380865,0.0009760994397220202,0.07189869116991758,0.05378201819956303,0.20023571752011776,adc10
4,FFN2,24.80088120868249,0.0033121786704492766,0.9975700423121452,6.781684078305261e-06,0.015729054380208253,0.01699641830287874,0.013798341015353799,0.043062267750501634,adc10
4,K,29.569134921366867,0.0011104280354766597,0.9993890994787216,4.238552548940788e-09,0.0043939399672672155,0.031193148754537107,0.024487280864268542,0.08297842007130385,adc10
4,O,33.72030434371031,0.0004247902193529773,0.9997881051898002,0.0,0.023702634125947954,0.0036860906321089714,0.002860559008549899,0.009937407076358795,adc10
4,Q,29.623021743862363,0.0010956729596665695,0.9993996459245682,0.0,0.004372598859481514,0.03142181199043989,0.024671802446246147,0.08363922454416751,adc10
4,V,26.065005479297614,0.0024828757504644305,0.9975097465515137,0.0,0.00828534018713981,0.02581547641195357,0.02021839700639248,0.06894096642732621,adc10
5,FFN1,22.947120220750044,0.001452095381375616,0.9992388120293617,2.306514320480346e-05,0.001121853722142987,0.06064320527017117,0.04582664044573903,0.167501323223114,adc10
5,FFN2,24.539563465217746,0.0035167087083826085,0.9976850855350494,6.781684078305261e-06,0.01732332441955805,0.015631253933534026,0.012610569545067847,0.04017904538661241,adc10
5,K,29.549577182211394,0.0011149169595486416,0.9993968510627746,0.0,0.003780367108993232,0.03627539717592299,0.028470532381907106,0.09627509355545044,adc10
5,O,33.166696652985806,0.00048242965011458216,0.9997203522920608,0.0,0.028823725469410418,0.0035669206036254763,0.002710582478903234,0.009815199025906622,adc10
5,Q,29.374303322739234,0.001157970714277175,0.9993716761469841,0.0,0.0040503777470439675,0.036311742421239614,0.028550541177392006,0.09655199155211448,adc10
