epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.40135320516733,2.356783991241455,12.59,49.39
1,1.9997706850369772,1.878353786277771,31.85,82.48
2,1.7957377959520389,1.6024586349487304,41.57,89.68
3,1.6697951451326027,1.5464025672912598,43.03,91.2
4,1.6011800335003779,1.4891682241439819,45.42,92.15
5,1.5260381823930984,1.4747061958312988,46.32,91.93
6,1.4872350491010227,1.39363511428833,48.93,93.22
7,1.4500495039499723,1.3382551328659058,51.87,93.9
8,1.421094187712058,1.3862739765167236,48.74,93.72
9,1.3960955861287239,1.3171797521591186,51.95,93.96
10,1.375671298075945,1.2653925191879272,54.49,94.68
11,1.347947611564245,1.2630584035873413,54.86,94.7
12,1.3332235192641233,1.282827126121521,53.75,93.97
13,1.3160875525230016,1.2029313413619995,56.8,95.35
14,1.2977356384962033,1.2419712566375734,54.79,95.04
15,1.2764087620453957,1.177959937477112,58.25,95.64
16,1.2715396845952058,1.1670604248046874,57.78,95.63
17,1.249054471957378,1.1835259574890136,57.34,95.54
18,1.2425373736100318,1.150231653213501,58.52,95.6
19,1.22890415986379,1.1721798595428468,57.17,95.86
20,1.2130623860236927,1.1219842248916625,60.01,96.32
21,1.2000527867904076,1.1024278465270996,60.45,96.29
22,1.196660408912561,1.1772200971603393,57.32,95.79
23,1.1805769900480907,1.089426028442383,61.13,96.54
24,1.1736779996981987,1.0681054641723633,62.17,96.67
25,1.16556549347364,1.0586074897766113,62.53,96.58
26,1.157683168313442,1.0839277585983276,61.3,96.19
27,1.1479693195758722,1.0602031911849976,61.88,96.49
28,1.1445326588092706,1.0476296689987183,62.8,96.71
29,1.1333595173481184,1.0510068788528442,62.69,96.61
30,1.1222983520764571,1.0304711566925049,63.34,96.75
31,1.1160209059715271,1.0258897272109986,63.62,96.78
32,1.1112057375602233,1.0550263032913207,62.52,96.5
33,1.0972604248768245,1.0160440681457519,64.21,96.96
34,1.0957360550379143,0.9990759284973144,64.95,97.14
35,1.0923055367592054,1.0191163927078246,64.25,96.73
36,1.08744388008729,1.007583452796936,63.99,96.99
37,1.0779497212324387,1.0069598699569702,64.67,96.93
38,1.077716208421267,0.9852818412780762,64.93,97.12
39,1.069609074562024,0.9987824045181274,64.13,97.1
