layer_idx,sublayer,dw_zero_ratio_mean,dw_zero_ratio_std,dw_zero_ratio_ci95_lo,dw_zero_ratio_ci95_hi,dw_1lsb_ratio_mean,dw_1lsb_ratio_std,dw_1lsb_ratio_ci95_lo,dw_1lsb_ratio_ci95_hi,dw_absmean_mean,dw_absmean_std,dw_absmean_ci95_lo,dw_absmean_ci95_hi,min_nonzero_delta_mean,min_nonzero_delta_std,min_nonzero_delta_ci95_lo,min_nonzero_delta_ci95_hi,dw_absmax_mean,dw_absmax_std,dw_absmax_ci95_lo,dw_absmax_ci95_hi,dw_q90_mean,dw_q90_std,dw_q90_ci95_lo,dw_q90_ci95_hi,dw_q99_mean,dw_q99_std,dw_q99_ci95_lo,dw_q99_ci95_hi,pulse_sat_ratio_mean,pulse_sat_ratio_std,pulse_sat_ratio_ci95_lo,pulse_sat_ratio_ci95_hi,bound_sat_ratio_mean,bound_sat_ratio_std,bound_sat_ratio_ci95_lo,bound_sat_ratio_ci95_hi,grad_absmean_mean,grad_absmean_std,grad_absmean_ci95_lo,grad_absmean_ci95_hi,grad_deadzone_ratio_mean,grad_deadzone_ratio_std,grad_deadzone_ratio_ci95_lo,grad_deadzone_ratio_ci95_hi,update_vs_grad_cosine_mean,update_vs_grad_cosine_std,update_vs_grad_cosine_ci95_lo,update_vs_grad_cosine_ci95_hi,eff_lr_slope_mean,eff_lr_slope_std,eff_lr_slope_ci95_lo,eff_lr_slope_ci95_hi,BL_mean_mean,BL_mean_std,BL_mean_ci95_lo,BL_mean_ci95_hi,BL_p99_mean,BL_p99_std,BL_p99_ci95_lo,BL_p99_ci95_hi,BL_hit_ratio_mean,BL_hit_ratio_std,BL_hit_ratio_ci95_lo,BL_hit_ratio_ci95_hi,pulse_under_frac_mean,pulse_under_frac_std,pulse_under_frac_ci95_lo,pulse_under_frac_ci95_hi,pulse_ok_frac_mean,pulse_ok_frac_std,pulse_ok_frac_ci95_lo,pulse_ok_frac_ci95_hi,pulse_over_frac_mean,pulse_over_frac_std,pulse_over_frac_ci95_lo,pulse_over_frac_ci95_hi,dw_fast_zero_ratio_mean,dw_fast_zero_ratio_std,dw_fast_zero_ratio_ci95_lo,dw_fast_zero_ratio_ci95_hi,dw_fast_1lsb_ratio_mean,dw_fast_1lsb_ratio_std,dw_fast_1lsb_ratio_ci95_lo,dw_fast_1lsb_ratio_ci95_hi,dw_fast_absmean_mean,dw_fast_absmean_std,dw_fast_absmean_ci95_lo,dw_fast_absmean_ci95_hi,dw_slow_zero_ratio_mean,dw_slow_zero_ratio_std,dw_slow_zero_ratio_ci95_lo,dw_slow_zero_ratio_ci95_hi,dw_slow_1lsb_ratio_mean,dw_slow_1lsb_ratio_std,dw_slow_1lsb_ratio_ci95_lo,dw_slow_1lsb_ratio_ci95_hi,dw_slow_absmean_mean,dw_slow_absmean_std,dw_slow_absmean_ci95_lo,dw_slow_absmean_ci95_hi,dw_fast_vs_grad_cosine_mean,dw_fast_vs_grad_cosine_std,dw_fast_vs_grad_cosine_ci95_lo,dw_fast_vs_grad_cosine_ci95_hi,dw_fast_eff_lr_slope_mean,dw_fast_eff_lr_slope_std,dw_fast_eff_lr_slope_ci95_lo,dw_fast_eff_lr_slope_ci95_hi,hidden_absmean_mean,hidden_absmean_std,hidden_absmean_ci95_lo,hidden_absmean_ci95_hi,hidden_absmax_mean,hidden_absmax_std,hidden_absmax_ci95_lo,hidden_absmax_ci95_hi,hidden_below1_ratio_mean,hidden_below1_ratio_std,hidden_below1_ratio_ci95_lo,hidden_below1_ratio_ci95_hi,hidden_trunc_nonzero_ratio_mean,hidden_trunc_nonzero_ratio_std,hidden_trunc_nonzero_ratio_ci95_lo,hidden_trunc_nonzero_ratio_ci95_hi,hidden_trunc_meanabs_mean,hidden_trunc_meanabs_std,hidden_trunc_meanabs_ci95_lo,hidden_trunc_meanabs_ci95_hi,is_transfer_step_mean,is_transfer_step_std,is_transfer_step_ci95_lo,is_transfer_step_ci95_hi,transfer_duty_mean,transfer_duty_std,transfer_duty_ci95_lo,transfer_duty_ci95_hi,transfer_spike_mean,transfer_spike_std,transfer_spike_ci95_lo,transfer_spike_ci95_hi,transfer_efficiency_mean,transfer_efficiency_std,transfer_efficiency_ci95_lo,transfer_efficiency_ci95_hi,buffer_above_thresh_ratio_mean,buffer_above_thresh_ratio_std,buffer_above_thresh_ratio_ci95_lo,buffer_above_thresh_ratio_ci95_hi,sign_mismatch_ratio_mean,sign_mismatch_ratio_std,sign_mismatch_ratio_ci95_lo,sign_mismatch_ratio_ci95_hi,rel_update_error_mean,rel_update_error_std,rel_update_error_ci95_lo,rel_update_error_ci95_hi,BL_fp_mean_mean,BL_fp_mean_std,BL_fp_mean_ci95_lo,BL_fp_mean_ci95_hi,BL_fp_p99_mean,BL_fp_p99_std,BL_fp_p99_ci95_lo,BL_fp_p99_ci95_hi,BL_fp_hit_ratio_mean,BL_fp_hit_ratio_std,BL_fp_hit_ratio_ci95_lo,BL_fp_hit_ratio_ci95_hi,dw_p50_mean,dw_p50_std,dw_p50_ci95_lo,dw_p50_ci95_hi
0,FFN1,0.9727864583333332,0.002743659831472022,0.9659708294778435,0.9796020871888229,0.02721354166666667,0.002743659831472068,0.02039791281117681,0.03402917052215653,3.2459964434868502e-06,2.5045155634630296e-07,2.6238402874081465e-06,3.868152599565554e-06,4.763536465664705e-05,2.099376881723639e-06,4.242022337364517e-05,5.2850505939648924e-05,0.00021814424544567995,2.164465934835146e-05,0.00016437593090111707,0.00027191255999024284,0.0,0.0,0.0,0.0,0.0001265122433929868,8.19998837138959e-06,0.00010614234304395617,0.0001468821437420174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030420789650325333,2.9687074745396388e-05,0.00023046111457757725,0.0003779546784289294,1.0,0.0,1.0,1.0,0.07008207620431979,0.09886144344954892,-0.17550336370373393,0.31566751611237354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9830729166666666,0.0019269073680923021,0.9782862134065983,0.987859619926735,47568.97734374999,1274.527782333068,44402.874815022136,50735.07987247784,0.02721354166666667,0.002743659831472068,0.02039791281117681,0.03402917052215653,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,FFN2,0.9802083333333332,0.0019269073680923021,0.9754216300732649,0.9849950365934016,0.01979166666666667,0.0019269073680922844,0.01500496340659837,0.02457836992673497,2.5791751492458083e-06,2.8811208005646404e-07,1.8634650659755853e-06,3.2948852325160313e-06,6.976959606011555e-05,2.26332162034811e-05,1.3545570151546262e-05,0.00012599362196868483,0.00021402019386484666,1.7631619890608446e-05,0.00017022082197588176,0.00025781956575381154,0.0,0.0,0.0,0.0,0.00011066277196121535,1.4685068394388014e-05,7.418303976353528e-05,0.0001471425041588954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023216926977808668,9.735808338540813e-06,0.0002079841811302438,0.00025635435842592954,1.0,0.0,1.0,1.0,0.02124659866094587,0.01923262777255463,-0.026529897284321775,0.06902309460621352,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988671875,0.00103349660588461,0.9861045271063879,0.9912392228936121,43126.93541666667,3165.5981860895845,35263.15358245054,50990.71725088279,0.01979166666666667,0.0019269073680922844,0.01500496340659837,0.02457836992673497,0.9260009765625,0.10967293351876305,0.6535583064536301,1.19844364667137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,K,0.9826822916666668,0.004320484380999209,0.9719496134829313,0.9934149698504022,0.01731770833333333,0.004320484380999233,0.006585030149597859,0.0280503865170688,2.504373196643428e-06,6.823308060230893e-07,8.093695095334777e-07,4.199376883753378e-06,7.141654690106054e-05,7.058377064805605e-06,5.388256625084062e-05,8.895052755128046e-05,0.00025584879331286666,5.1980169786536136e-05,0.0001267228932845473,0.000384974693341186,0.0,0.0,0.0,0.0,9.064256616205873e-05,3.763193261133407e-05,-2.8403368026448488e-06,0.0001841254691267623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015912569409310456,1.780291282668685e-05,0.00011490080696187613,0.00020335058122433297,1.0,0.0,1.0,1.0,0.045385443543394376,0.010628804926704602,0.018982028394456972,0.07178885869233179,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891927083333334,0.0021513947450336793,0.9838483475144,0.9945370691522668,45263.29244791667,8038.202407809459,25295.290712242335,65231.294183591,0.01731770833333333,0.004320484380999233,0.006585030149597859,0.0280503865170688,0.7853352864583334,0.20160645195473637,0.28451709623159804,1.2861534766850689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,O,0.9167968750000001,0.009135949659005072,0.8941019179196943,0.9394918320803058,0.083203125,0.009135949659005079,0.060508167919694156,0.10589808208030585,7.816731522325426e-06,6.481378807366308e-07,6.2066677703935755e-06,9.426795274257275e-06,2.120252853880326e-05,1.4140311016407243e-06,1.7689880553673203e-05,2.4715176523933318e-05,0.0003148068363467467,7.084080259446214e-05,0.00013882852709336342,0.0004907851456001299,5.360233111180908e-06,8.009767159164755e-06,-1.4537131550992992e-05,2.5257597773354808e-05,0.00012532889862385332,5.758037187317393e-06,0.00011102514130135465,0.000139632655946352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045463608112182,4.607744496630088e-05,0.00034017336242135,0.00056909879982229,1.0,0.0,1.0,1.0,0.020001316132644806,0.03451644985286225,-0.06574229862152689,0.1057449308868165,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9572916666666668,0.010381614200665426,0.9315023073222706,0.983081026011063,70001.65000000001,1415.6289226355116,66485.03280748022,73518.2671925198,0.083203125,0.009135949659005079,0.060508167919694156,0.10589808208030585,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Q,0.9838541666666666,0.0052018188425620076,0.9709321323103249,0.9967762010230082,0.01614583333333333,0.005201818842562025,0.003223798976991687,0.029067867689674974,2.3923190762313117e-06,8.028500783118157e-07,3.979289198399399e-07,4.386709232622684e-06,6.921055416265363e-05,1.2174269055324108e-05,3.896799328970272e-05,9.945311503560453e-05,0.00024461282106732666,1.3964667415250501e-05,0.0002099226641094818,0.00027930297802517153,0.0,0.0,0.0,0.0,9.532807792611245e-05,3.24672550332323e-05,1.4674945302043879e-05,0.00017598121055018104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001809153487556133,2.190556460930584e-05,0.00012649890961312764,0.00023533178789809898,1.0,0.0,1.0,1.0,0.03034912217408416,0.017274505779605275,-0.012563129084350557,0.07326137343251887,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9910156250000001,0.0017026948998206063,0.9867858963878031,0.995245353612197,44652.45065104166,7985.575901937041,24815.180403241033,64489.72089884229,0.01614583333333333,0.005201818842562025,0.003223798976991687,0.029067867689674974,0.8520019531249999,0.21824009320954535,0.3098635073739796,1.3941403988760204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,V,0.9354166666666667,0.0051871313247505695,0.922531118127212,0.9483022152061213,0.06458333333333333,0.005187131324750545,0.05169778479387873,0.07746888187278791,6.132032437259719e-06,3.063585791675595e-07,5.3709955374407664e-06,6.893069337078671e-06,2.2967175270120302e-05,6.777545085812974e-06,6.130819929572809e-06,3.9803530610667795e-05,0.00019561530401304,2.6738185091754674e-05,0.0001291939700836749,0.0002620366379424051,0.0,0.0,0.0,0.0,0.00012584453652374666,1.248806682898659e-06,0.00012274232874811072,0.0001289467442993826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039153937832447336,3.5241641774361515e-05,0.00030399428696987097,0.00047908446967907575,1.0,0.0,1.0,1.0,0.03967106276346988,0.011517305717507711,0.011060489293205831,0.06828163623373393,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9631510416666668,0.0033222267766076044,0.9548981728440114,0.9714039104893222,58629.61666666666,921.4517727264172,56340.60356850614,60918.62976482718,0.06458333333333333,0.005187131324750545,0.05169778479387873,0.07746888187278791,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,FFN1,0.9736979166666666,0.003275975423283603,0.9655599425750214,0.9818358907583118,0.026302083333333334,0.0032759754232836264,0.018164109241688077,0.03444005742497859,3.0728290463836557e-06,4.443932633113847e-07,1.9688949821577308e-06,4.176763110609581e-06,4.5549772524585325e-05,5.864123029480901e-06,3.0982483360888745e-05,6.0117061688281904e-05,0.00019288388430134667,1.3401336000518633e-05,0.00015959312015503355,0.0002261746484476598,0.0,0.0,0.0,0.0,0.0001190734920479598,1.5710183807080295e-05,8.004723199474588e-05,0.0001580997521011737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029167015260702,1.7982586454479537e-05,0.0002469989314411903,0.00033634137377284973,1.0,0.0,1.0,1.0,0.07443227718273797,0.08979073972913182,-0.14862028554159284,0.2974848399070688,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984375,0.00103349660588461,0.9818076521063879,0.9869423478936121,44743.38450520833,4415.805802066803,33773.91478466421,55712.854225752446,0.026302083333333334,0.0032759754232836264,0.018164109241688077,0.03444005742497859,0.9333333333333332,0.11547005383792514,0.6464898180202572,1.2201768486464093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,FFN2,0.9791666666666666,0.0012556836928376163,0.9760473754512975,0.9822859578820358,0.020833333333333332,0.001255683692837625,0.017714042117964124,0.02395262454870254,2.8809577391560503e-06,1.5084167774453512e-07,2.5062462389718035e-06,3.255669239340297e-06,7.338738456989144e-05,8.889297624456742e-07,7.117916062393024e-05,7.559560851585264e-05,0.00023607296752738667,2.241668701479595e-05,0.00018038682994211822,0.0002917591051126551,0.0,0.0,0.0,0.0,0.00012764074247869877,1.3106450086136491e-06,0.0001243849197861246,0.00013089656517127293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024589635431761334,2.4008214144763504e-05,0.0001862566441695677,0.00030553606446565896,1.0,0.0,1.0,1.0,0.010653852360943933,0.035018579898206816,-0.07633712257505564,0.0976448272969435,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9890625000000001,0.00103349660588461,0.9864951521063879,0.9916298478936122,47751.86796874999,2354.3752151854214,41903.27570917006,53600.46022832992,0.020833333333333332,0.001255683692837625,0.017714042117964124,0.02395262454870254,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,K,0.9783854166666667,0.0009830513587592152,0.9759433817138158,0.9808274516195176,0.021614583333333336,0.0009830513587592122,0.019172548380482435,0.024056618286184238,3.1778489907689314e-06,2.633055839665386e-07,2.5237616599313155e-06,3.831936321606547e-06,6.391373851025857e-05,1.4520910368824982e-05,2.7841797454561058e-05,9.998567956595608e-05,0.00024356088445826667,9.19882275071083e-06,0.00022070974195980217,0.00026641202695673117,0.0,0.0,0.0,0.0,0.00013205755676603336,1.7033911201728882e-05,8.974297557173663e-05,0.00017437213796033007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022155088857588666,1.5584340411183408e-05,0.00018283724084819107,0.00026026453630358223,1.0,0.0,1.0,1.0,0.028058282235482068,0.010959236696280732,0.0008340290665903756,0.055282535404373764,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9865885416666668,0.0016263015620829305,0.9825485846256682,0.9906284987076653,51620.219140625,3003.600443763741,44158.862007333926,59081.57627391607,0.021614583333333336,0.0009830513587592122,0.019172548380482435,0.024056618286184238,0.9333333333333332,0.11547005383792514,0.6464898180202572,1.2201768486464093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,O,0.910546875,0.00717092177761166,0.8927333177844439,0.9283604322155561,0.08945312500000001,0.0071709217776116455,0.07163956778444396,0.10726668221555606,7.659720146572606e-06,7.99624590232369e-07,5.673342546758089e-06,9.646097746387123e-06,2.159459205965201e-05,4.325865834771353e-06,1.084854560365734e-05,3.234063851564668e-05,0.00023592915385957334,7.051413423752738e-05,6.076233379087719e-05,0.0004110959739282695,5.918070140372341e-06,5.246468078341131e-06,-7.114879066367638e-06,1.895101934711232e-05,0.00012234445894132668,4.959804731886773e-06,0.0001100236209640817,0.00013466529691857166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045623020268972,4.684331760952841e-05,0.0003398649508738342,0.0005725954545056059,1.0,0.0,1.0,1.0,0.03593742679804562,0.004437453299934815,0.0249141817116832,0.046960671884408035,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9515625,0.00243945234312436,0.9455025644385021,0.9576224355614978,63802.52291666667,5776.093560095945,49453.91107761193,78151.13475572142,0.08945312500000001,0.0071709217776116455,0.07163956778444396,0.10726668221555606,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
