epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.40135320516733,2.356783991241455,12.59,49.39
1,2.1109569546503897,1.939332759475708,29.12,80.56
2,1.8364729092671321,1.6820343767166137,35.77,88.29
3,1.7302969202017173,1.7164945510864258,36.29,86.89
4,1.639155042477143,1.5077913246154786,45.11,91.81
5,1.561228250234555,1.430996669960022,48.29,92.44
6,1.5082705228756637,1.400823310661316,48.19,93.11
7,1.4774676053951947,1.3502948938369752,50.57,94.04
8,1.4438388341512436,1.4064347848892211,47.92,93.25
9,1.4260506758323082,1.3457450771331787,50.54,94.08
10,1.398008157351078,1.303629786682129,53.19,94.32
11,1.3711760936639248,1.2595792709350586,54.81,94.94
12,1.3543968371855908,1.30199623670578,52.59,94.06
13,1.3443668661973416,1.2310934041976929,56.17,95.19
14,1.3282902454718566,1.2537136037826537,54.5,95.01
15,1.3080658665070166,1.2179121463775635,56.62,95.32
16,1.3002012845797417,1.2013218273162842,56.82,95.5
17,1.283071296948653,1.3370865251541137,50.99,94.09
18,1.2794609708663744,1.1713752313613892,58.13,95.64
19,1.2643183760153942,1.1719590740203858,57.91,95.65
20,1.2747415114671756,1.1873497650146485,57.66,95.36
21,1.2473237814047398,1.1728827808380127,58.65,95.65
22,1.2391649917150156,1.1738071645736694,58.13,95.71
23,1.2267180065313974,1.1535134080886842,58.62,96.07
24,1.2172177492043912,1.119451221847534,60.0,95.97
25,1.209105679163566,1.134644031715393,59.3,95.87
26,1.202920834070597,1.1455422552108765,59.09,95.86
27,1.193166144994589,1.119575803565979,60.31,96.11
28,1.1889721875007335,1.1044502012252808,61.1,96.26
29,1.182063747674991,1.1064720560073853,60.69,96.09
30,1.171761249578916,1.0931739743232727,61.28,96.32
31,1.1682454715936612,1.0967886014938355,60.42,96.15
32,1.1623291455782376,1.0974235332489013,60.67,96.1
33,1.1504660077584095,1.0944415307998656,60.96,96.21
34,1.1488024257696592,1.0801181162834168,61.96,96.42
