step,mode,layer_idx,sublayer,module_name,dw_min,desired_bl,sto_round_update,update_bl_management,update_management,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,x_absmax,x_p99,d_absmax,d_p99,BL_mean,BL_p99,BL_hit_ratio,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs
0,tiki,1,FFN1,bert.encoder.layer.1.intermediate.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00024784449487924576,1.0,0.0,0.0,64.32942962646484,2.525996685028076,0.003705602139234543,2.5311746867373586e-05,1.0,1.0,0.0,0.6328125,0.23046875,0.0007809586822986603,1.0,0.0,0.0,0.031033717095851898,0.0,0.00012561731273308396,0.2850610911846161,0.9981714884440104,0.0,0.0
0,tiki,1,FFN2,bert.encoder.layer.1.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00026647609774954617,1.0,0.0,0.0,12.381211280822754,0.8665475845336914,0.004552287515252829,0.0001641884446144104,1.0,1.0,0.0,0.666015625,0.197265625,0.0007199071114882827,1.0,0.0,0.0,0.07044032216072083,0.0,9.15851051104255e-05,0.23755088448524475,0.9986589219835069,0.0,0.0
0,tiki,2,Q,bert.encoder.layer.2.attention.self.query,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00022010687098372728,1.0,0.0,0.0,11.229047775268555,1.821307897567749,0.0016674816142767668,2.835255509126e-05,1.0,1.0,0.0,0.6640625,0.20703125,0.0006760989781469107,1.0,0.0,0.0,-0.011553976684808731,0.0,0.00012404662265907973,0.190040722489357,0.9981486002604166,0.0,0.0
0,tiki,2,K,bert.encoder.layer.2.attention.self.key,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00019467413949314505,1.0,0.0,0.0,11.229047775268555,1.821307897567749,0.0013478952459990978,3.116064181085676e-05,1.0,1.0,0.0,0.609375,0.21875,0.0008322075009346008,1.0,0.0,0.0,-0.026884807273745537,0.0,0.0001246910251211375,0.23755088448524475,0.9981875949435763,0.0,0.0
0,tiki,2,V,bert.encoder.layer.2.attention.self.value,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0005591054796241224,1.0,0.0,0.0,11.229047775268555,1.821307897567749,0.0034598626662045717,6.854426464997232e-05,1.0,1.0,0.0,0.296875,0.31640625,0.002106721280142665,1.0,0.0,0.0,0.015561291016638279,0.0,0.00012702698586508632,0.190040722489357,0.9981740315755209,0.0,0.0
0,tiki,2,O,bert.encoder.layer.2.attention.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0005675525171682239,1.0,0.0,0.0,3.151700019836426,1.0653059482574463,0.006013431120663881,0.0002079094701912254,1.0,1.0,0.0,0.23046875,0.376953125,0.002144715515896678,1.0,0.0,0.0,0.11206775158643723,0.0,0.000124288271763362,0.190040722489357,0.9982045491536459,0.0,0.0
0,tiki,2,FFN1,bert.encoder.layer.2.intermediate.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002694587456062436,1.0,0.0,0.0,52.70153045654297,2.3636910915374756,0.0036223011557012796,2.67715186055284e-05,1.0,1.0,0.0,0.587890625,0.23828125,0.0009627254912629724,1.0,0.0,0.0,0.021235564723610878,0.0,0.00012328145385254174,0.23755088448524475,0.9981892903645834,0.0,0.0
0,tiki,2,FFN2,bert.encoder.layer.2.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002457731170579791,1.0,0.0,0.0,61.96870422363281,0.6206538081169128,0.01051565445959568,0.00017481736722402275,1.0,1.0,0.0,0.6640625,0.20703125,0.000675045361276716,1.0,0.0,0.0,0.016622008755803108,0.0,9.305513231083751e-05,0.2850610911846161,0.9986296759711372,0.0,0.0
0,tiki,3,Q,bert.encoder.layer.3.attention.self.query,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00024470817879773676,1.0,0.0,0.0,14.905170440673828,1.7828187942504883,0.0011395664187148213,3.0531358788721263e-05,1.0,1.0,0.0,0.57421875,0.259765625,0.0008691229159012437,1.0,0.0,0.0,0.014828545041382313,0.0,0.00012622150825336576,0.190040722489357,0.9981672498914931,0.0,0.0
0,tiki,3,K,bert.encoder.layer.3.attention.self.key,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00021672580623999238,1.0,0.0,0.0,14.905170440673828,1.7828187942504883,0.001088871038518846,3.700666275108233e-05,1.0,1.0,0.0,0.5625,0.26171875,0.000923817977309227,1.0,0.0,0.0,0.03122320957481861,0.0,0.00012654367310460657,0.23755088448524475,0.9981553819444444,0.0,0.0
0,tiki,3,V,bert.encoder.layer.3.attention.self.value,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0005674519343301654,1.0,0.0,0.0,14.905170440673828,1.7828187942504883,0.002688561100512743,8.621670713182539e-05,1.0,1.0,0.0,0.248046875,0.3828125,0.0019088806584477425,1.0,0.0,0.0,-0.19753126800060272,0.0,0.0001259798154933378,0.190040722489357,0.9981418185763888,0.0,0.0
0,tiki,3,O,bert.encoder.layer.3.attention.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0005938928807154298,1.0,0.0,0.0,3.5107834339141846,0.927318811416626,0.019276002421975136,0.0002222028560936451,1.0,1.0,0.0,0.201171875,0.41015625,0.0022180727683007717,1.0,0.0,0.0,-0.00036084005841985345,0.0,0.00012074410915374756,0.190040722489357,0.9981825086805556,0.0,0.0
0,tiki,3,FFN1,bert.encoder.layer.3.intermediate.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00034572993172332644,1.0,0.0,0.0,94.43846130371094,2.3152260780334473,0.003403652459383011,2.764681812550407e-05,1.0,1.0,0.0,0.578125,0.232421875,0.0009550622198730707,1.0,0.0,0.0,0.004980545490980148,0.0,0.00012154962314525619,0.23755088448524475,0.9981905619303385,0.0,0.0
0,tiki,3,FFN2,bert.encoder.layer.3.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002575914259068668,1.0,0.0,0.0,7.1090850830078125,0.6771313548088074,0.004869676195085049,0.00017800118075683713,1.0,1.0,0.0,0.673828125,0.17578125,0.0007290482753887773,1.0,0.0,0.0,-0.0506182424724102,0.0,9.114210115512833e-05,0.23755088448524475,0.9986504448784722,0.0,0.0
0,tiki,4,Q,bert.encoder.layer.4.attention.self.query,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002625790366437286,1.0,0.0,0.0,13.214763641357422,1.770573616027832,0.0015962711768224835,3.1554744055029005e-05,1.0,1.0,0.0,0.5703125,0.23828125,0.0010141372913494706,1.0,0.0,0.0,0.03791336342692375,0.0,0.00012018024426652119,0.190040722489357,0.9981808132595487,0.0,0.0
0,tiki,4,K,bert.encoder.layer.4.attention.self.key,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00024197128368541598,1.0,0.0,0.0,13.214763641357422,1.770573616027832,0.0018708716379478574,4.2692776332842186e-05,1.0,1.0,0.0,0.59375,0.2421875,0.0008520464762113988,1.0,0.0,0.0,0.0048026880249381065,0.0,0.00012114685523556545,0.190040722489357,0.998199462890625,0.0,0.0
0,tiki,4,V,bert.encoder.layer.4.attention.self.value,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00045976522960700095,1.0,0.0,0.0,13.214763641357422,1.770573616027832,0.002894367091357708,7.380330498563126e-05,1.0,1.0,0.0,0.373046875,0.345703125,0.0014232462272047997,1.0,0.0,0.0,0.06401389837265015,0.0,0.00012042190064676106,0.190040722489357,0.9982113308376737,0.0,0.0
0,tiki,4,O,bert.encoder.layer.4.attention.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0005414871266111732,1.0,0.0,0.0,3.8073089122772217,0.8819209337234497,0.013511959463357925,0.0002244158531539142,1.0,1.0,0.0,0.236328125,0.4140625,0.0019206481520086527,1.0,0.0,0.0,0.04860183596611023,0.0,0.00012074410915374756,0.23755088448524475,0.9982147216796875,0.0,0.0
0,tiki,4,FFN1,bert.encoder.layer.4.intermediate.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0003503294719848782,1.0,0.0,0.0,102.24750518798828,2.1898317337036133,0.004656602628529072,2.8557466066558845e-05,1.0,1.0,0.0,0.5703125,0.228515625,0.0009732104954309762,1.0,0.0,0.0,-0.017271965742111206,0.0,0.00012436884571798146,0.23755088448524475,0.9981566535101997,0.0,0.0
0,tiki,4,FFN2,bert.encoder.layer.4.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002693778369575739,1.0,0.0,0.0,10.846696853637695,0.6464836597442627,0.005266926717013121,0.00018266114057041705,1.0,1.0,0.0,0.6640625,0.18359375,0.0007368428050540388,1.0,0.0,0.0,-0.010192451998591423,0.0,9.283365943701938e-05,0.190040722489357,0.998626708984375,0.0,0.0
0,tiki,5,Q,bert.encoder.layer.5.attention.self.query,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00025408249348402023,1.0,0.0,0.0,14.594983100891113,1.7867152690887451,0.0019399859011173248,2.7673198928823695e-05,1.0,1.0,0.0,0.646484375,0.19921875,0.0007690262282267213,1.0,0.0,0.0,-0.03931177034974098,0.0,0.00011800538777606562,0.190040722489357,0.9981875949435763,0.0,0.0
0,tiki,5,K,bert.encoder.layer.5.attention.self.key,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00024906365433707833,1.0,0.0,0.0,14.594983100891113,1.7867152690887451,0.0016756204422563314,3.9866041333880275e-05,1.0,1.0,0.0,0.60546875,0.236328125,0.0008052446646615863,1.0,0.0,0.0,0.009540535509586334,0.0,0.00012356333900243044,0.190040722489357,0.9981757269965278,0.0,0.0
0,tiki,5,V,bert.encoder.layer.5.attention.self.value,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00045210198732092977,1.0,0.0,0.0,14.594983100891113,1.7867152690887451,0.0028083203360438347,7.270880450960249e-05,1.0,1.0,0.0,0.37109375,0.3515625,0.001523987972177565,1.0,0.0,0.0,0.02939497120678425,0.0,0.0001195358345285058,0.23755088448524475,0.9982079399956597,0.0,0.0
0,tiki,5,O,bert.encoder.layer.5.attention.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0005012046312913299,1.0,0.0,0.0,3.4561331272125244,0.8888059854507446,0.008340449072420597,0.00024688587291166186,1.0,1.0,0.0,0.330078125,0.33203125,0.0017458123620599508,1.0,0.0,0.0,0.06603211909532547,0.0,0.00012154958676546812,0.190040722489357,0.9981943766276041,0.0,0.0
0,tiki,5,FFN1,bert.encoder.layer.5.intermediate.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00032806029776111245,1.0,0.0,0.0,93.70618438720703,2.1646060943603516,0.004322594963014126,2.988205051224213e-05,1.0,1.0,0.0,0.58203125,0.255859375,0.0009287642897106707,1.0,0.0,0.0,-0.015260759741067886,0.0,0.00012418761616572738,0.23755088448524475,0.9981939527723525,0.0,0.0
0,tiki,5,FFN2,bert.encoder.layer.5.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002867062867153436,1.0,0.0,0.0,9.333067893981934,0.6214222311973572,0.0041887396946549416,0.0001920252398122102,1.0,1.0,0.0,0.59765625,0.224609375,0.000854067737236619,1.0,0.0,0.0,0.004273169673979282,0.0,9.18066143640317e-05,0.23755088448524475,0.9986436631944444,0.0,0.0
0,tiki,6,Q,bert.encoder.layer.6.attention.self.query,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002731445129029453,1.0,0.0,0.0,15.480400085449219,1.8364989757537842,0.0033265857491642237,2.756071262410842e-05,1.0,1.0,0.0,0.6484375,0.208984375,0.0007697276305407286,1.0,0.0,0.0,-0.0331248864531517,0.0,0.00012251618318259716,0.23755088448524475,0.9981892903645834,0.0,0.0
0,tiki,6,K,bert.encoder.layer.6.attention.self.key,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002747286926023662,1.0,0.0,0.0,15.480400085449219,1.8364989757537842,0.0014068721793591976,3.9803861000109464e-05,1.0,1.0,0.0,0.615234375,0.185546875,0.0008976656245067716,1.0,0.0,0.0,0.010346935130655766,0.0,0.00012356333900243044,0.190040722489357,0.9981842041015625,0.0,0.0
0,tiki,6,V,bert.encoder.layer.6.attention.self.value,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0005486754816956818,1.0,0.0,0.0,15.480400085449219,1.8364989757537842,0.0029211831279098988,6.905881309648976e-05,1.0,1.0,0.0,0.376953125,0.326171875,0.001467026537284255,1.0,0.0,0.0,-0.006590540055185556,0.0,0.00012452992086764425,0.23755088448524475,0.9981960720486112,0.0,0.0
0,tiki,6,O,bert.encoder.layer.6.attention.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0006421706639230251,1.0,0.0,0.0,3.436501979827881,0.8640217781066895,0.008998529054224491,0.00023708169464953244,1.0,1.0,0.0,0.29296875,0.34765625,0.001857878640294075,1.0,0.0,0.0,0.025012219324707985,0.0,0.0001198580430354923,0.190040722489357,0.9981892903645834,0.0,0.0
0,tiki,6,FFN1,bert.encoder.layer.6.intermediate.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00042451932677067816,1.0,0.0,0.0,92.03523254394531,2.1650805473327637,0.005474626552313566,3.1593644962413236e-05,1.0,1.0,0.0,0.5546875,0.265625,0.00099556939676404,1.0,0.0,0.0,-0.03934837877750397,0.0,0.00012154965224908665,0.23755088448524475,0.9982032775878906,0.0,0.0
0,tiki,6,FFN2,bert.encoder.layer.6.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0003501644532661885,1.0,0.0,0.0,7.608242034912109,0.6095784306526184,0.005722757428884506,0.00019490698468871415,1.0,1.0,0.0,0.564453125,0.23046875,0.000992209417745471,1.0,0.0,0.0,-0.09756076335906982,0.0,9.20281745493412e-05,0.23755088448524475,0.9986445109049479,0.0,0.0
0,tiki,7,Q,bert.encoder.layer.7.attention.self.query,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00023912386677693576,1.0,0.0,0.0,15.872673034667969,1.8845667839050293,0.0031300042755901814,2.0352425053715706e-05,1.0,1.0,0.0,0.7421875,0.162109375,0.0005287717212922871,1.0,0.0,0.0,0.015427472069859505,0.0,0.00012485212937463075,0.190040722489357,0.9981621636284722,0.0,0.0
0,tiki,7,K,bert.encoder.layer.7.attention.self.key,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002138257841579616,1.0,0.0,0.0,15.872673034667969,1.8845667839050293,0.0020381263457238674,3.319521783851087e-05,1.0,1.0,0.0,0.65234375,0.212890625,0.000705671263858676,1.0,0.0,0.0,-0.06819085031747818,0.0,0.0001238855329575017,0.190040722489357,0.9981740315755209,0.0,0.0
0,tiki,7,V,bert.encoder.layer.7.attention.self.value,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0006577207241207361,1.0,0.0,0.0,15.872673034667969,1.8845667839050293,0.002765777986496687,7.252074283314869e-05,1.0,1.0,0.0,0.359375,0.353515625,0.0015462294686585665,1.0,0.0,0.0,0.012770230881869793,6.7394819259643555,0.00012299946683924645,0.23755088448524475,0.9982096354166666,0.0,0.0
0,tiki,7,O,bert.encoder.layer.7.attention.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0005724054062739015,1.0,0.0,0.0,3.0588955879211426,0.8781205415725708,0.0057633076794445515,0.00022676742810290307,1.0,1.0,0.0,0.337890625,0.34765625,0.0016145440749824047,1.0,0.0,0.0,0.03821270912885666,0.0,0.00012404663721099496,0.23755088448524475,0.9981825086805556,0.0,0.0
0,tiki,7,FFN1,bert.encoder.layer.7.intermediate.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00040537293534725904,1.0,0.0,0.0,92.23235321044922,2.1521692276000977,0.005772548262029886,2.9258548238431104e-05,1.0,1.0,0.0,0.587890625,0.21875,0.0009505844791419804,1.0,0.0,0.0,-0.00013986625708639622,0.0,0.0001236439129570499,0.23755088448524475,0.9981867472330729,0.0,0.0
0,tiki,7,FFN2,bert.encoder.layer.7.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.000385698804166168,1.0,0.0,0.0,8.372437477111816,0.6146125197410583,0.00567605160176754,0.00019381048332434148,1.0,1.0,0.0,0.572265625,0.21484375,0.0009986694203689694,1.0,0.0,0.0,0.04652663320302963,0.0,9.19274752959609e-05,0.23755088448524475,0.9986309475368924,0.0,0.0
0,tiki,8,Q,bert.encoder.layer.8.attention.self.query,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00032252719393000007,1.0,0.0,0.0,21.661157608032227,1.858436942100525,0.0038978811353445053,2.3792963474988937e-05,1.0,1.0,0.0,0.603515625,0.220703125,0.0008833783213049173,1.0,0.0,0.0,0.03925178572535515,0.0,0.00011905256542377174,0.190040722489357,0.9981926812065972,0.0,0.0
0,tiki,8,K,bert.encoder.layer.8.attention.self.key,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002451562031637877,1.0,0.0,0.0,21.661157608032227,1.858436942100525,0.002393373753875494,3.835956158582121e-05,1.0,1.0,0.0,0.619140625,0.224609375,0.0008153163944371045,1.0,0.0,0.0,-0.10731232166290283,0.0,0.00012332168989814818,0.23755088448524475,0.9981774224175347,0.0,0.0
0,tiki,8,V,bert.encoder.layer.8.attention.self.value,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0004254472441971302,1.0,0.0,0.0,21.661157608032227,1.858436942100525,0.0032632581423968077,5.814783798996359e-05,1.0,1.0,0.0,0.443359375,0.322265625,0.0011912640184164047,1.0,0.0,0.0,-0.03452438861131668,0.0,0.00012364386930130422,0.190040722489357,0.9981757269965278,0.0,0.0
0,tiki,8,O,bert.encoder.layer.8.attention.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0004930265131406486,1.0,0.0,0.0,3.238530397415161,0.8615458011627197,0.006845154799520969,0.00020924335694871843,1.0,1.0,0.0,0.3828125,0.345703125,0.0014525727601721883,1.0,0.0,0.0,-0.04615611210465431,0.0,0.00012275784683879465,0.190040722489357,0.9982028537326388,0.0,0.0
0,tiki,8,FFN1,bert.encoder.layer.8.intermediate.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0004296384868212044,1.0,0.0,0.0,89.71092224121094,2.1113791465759277,0.0072623686864972115,2.3465094272978604e-05,1.0,1.0,0.0,0.6015625,0.208984375,0.0009724670089781284,1.0,0.0,0.0,0.06090515851974487,0.0,0.00012285860429983586,0.23755088448524475,0.9981943766276041,0.0,0.0
0,tiki,8,FFN2,bert.encoder.layer.8.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0003581009223125875,1.0,0.0,0.0,21.60350227355957,0.5833916664123535,0.0053923847153782845,0.00015617776080034673,1.0,1.0,0.0,0.61328125,0.23828125,0.0008462073164992034,1.0,0.0,0.0,-0.029837295413017273,0.0,9.104140917770565e-05,0.23755088448524475,0.9986546834309896,0.0,0.0
0,tiki,9,Q,bert.encoder.layer.9.attention.self.query,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0003380105481483042,1.0,0.0,0.0,26.687387466430664,1.8843733072280884,0.0026848907582461834,1.9982649973826483e-05,1.0,1.0,0.0,0.673828125,0.201171875,0.000702191493473947,1.0,0.0,0.0,-0.09818653017282486,0.0,0.00012138848251197487,0.23755088448524475,0.9982062445746528,0.0,0.0
0,tiki,9,K,bert.encoder.layer.9.attention.self.key,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002878057712223381,1.0,0.0,0.0,26.687387466430664,1.8843733072280884,0.0024088637437671423,4.478549453779124e-05,1.0,1.0,0.0,0.65625,0.212890625,0.0007112127495929599,1.0,0.0,0.0,-0.03739398717880249,0.0,0.00012114684068365023,0.2850610911846161,0.9981858995225694,0.0,0.0
0,tiki,9,V,bert.encoder.layer.9.attention.self.value,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0005800938233733177,1.0,0.0,0.0,26.687387466430664,1.8843733072280884,0.002899578772485256,7.425950025208294e-05,1.0,1.0,0.0,0.41796875,0.341796875,0.0012736902572214603,1.0,0.0,0.0,-0.04869043454527855,0.0,0.0001266242325073108,0.23755088448524475,0.9981943766276041,0.0,0.0
0,tiki,9,O,bert.encoder.layer.9.attention.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0007237458485178649,1.0,0.0,0.0,3.1922872066497803,0.8080671429634094,0.006934130098670721,0.00011909808381460607,1.0,1.0,0.0,0.318359375,0.36328125,0.001682851230725646,1.0,0.0,0.0,0.006000730209052563,0.0,0.00012308004079386592,0.190040722489357,0.9981825086805556,0.0,0.0
0,tiki,9,FFN1,bert.encoder.layer.9.intermediate.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0003301276592537761,1.0,0.0,0.0,55.8536262512207,2.0814781188964844,0.005834523122757673,1.5710329535068013e-05,1.0,1.0,0.0,0.640625,0.205078125,0.0008289275574497879,1.0,0.0,0.0,-0.034746039658784866,0.0,0.0001228182518389076,0.23755088448524475,0.9981757269965278,0.0,0.0
0,tiki,9,FFN2,bert.encoder.layer.9.output.dense,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00036380169331096113,1.0,0.0,0.0,88.20249938964844,0.49547991156578064,0.006859261076897383,0.00010888517863349989,1.0,1.0,0.0,0.65234375,0.21875,0.0007759026484563947,1.0,0.0,0.0,0.08730515092611313,0.0,9.305513958679512e-05,0.23755088448524475,0.9986292521158854,0.0,0.0
0,tiki,10,Q,bert.encoder.layer.10.attention.self.query,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.0002990451466757804,1.0,0.0,0.0,27.268165588378906,1.8642425537109375,0.003590930486097932,1.1540116247488186e-05,1.0,1.0,0.0,0.765625,0.142578125,0.00048821402015164495,1.0,0.0,0.0,0.035875722765922546,0.0,0.00012050244549755007,0.190040722489357,0.9982028537326388,0.0,0.0
0,tiki,10,K,bert.encoder.layer.10.attention.self.key,0.001,31,0,0,0,1.0,0.0,0.0,0.0,0.00025435147108510137,1.0,0.0,0.0,27.268165588378906,1.8642425537109375,0.0021823111455887556,3.48755820596125e-05,1.0,1.0,0.0,0.693359375,0.169921875,0.0006728001753799617,1.0,0.0,0.0,-0.08597875386476517,0.0,0.0001261409342987463,0.23755088448524475,0.9981774224175347,0.0,0.0
