layer_idx,sublayer,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,x_absmax,x_p99,d_absmax,d_p99,BL_mean,BL_p99,BL_hit_ratio,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs
8,V,1.0,0.0,0.0,0.0,0.0005180639796890319,1.0,0.0,0.0,21.58436698913574,1.8495555162429809,0.0035206342581659555,6.359291728585958e-05,1.0,1.0,0.0,0.088671875,0.0828125,0.09068081341683865,1.0,0.0,0.0,-0.03458871357142925,0.0,0.0009866057138424368,0.7791669636964798,0.9935980902777779,0.0,0.0
9,FFN1,1.0,0.0,0.0,0.0,0.00033522274461574855,1.0,0.0,0.0,55.84191360473633,2.068453574180603,0.005952959880232811,1.5080000775924417e-05,1.0,1.0,0.0,0.128125,0.081640625,0.041796420176979154,1.0,0.0,0.0,-0.0005048058927059173,0.0,0.0005949930637143552,0.7601628839969635,0.9939759148491752,0.0,0.0
9,FFN2,1.0,0.0,0.0,0.0,0.0003451905271504074,1.0,0.0,0.0,88.0377700805664,0.49186734557151796,0.007070340681821108,0.00011070425825892017,1.0,1.0,0.0,0.144140625,0.0546875,0.10716183169279248,1.0,0.0,0.0,0.025818967260420322,0.0,0.0011202861569472589,0.845681220293045,0.9950559828016493,0.0,0.0
9,K,1.0,0.0,0.0,0.0,0.00028348509222269057,1.0,0.0,0.0,26.827806854248045,1.8799511671066285,0.002079417882487178,4.4780486496165396e-05,1.0,1.0,0.0,0.13125,0.065625,0.06941806429531425,1.0,0.0,0.0,-0.019422668730840087,0.0,0.0007548640583991073,0.8266771495342254,0.9938062879774305,0.0,0.0
9,O,1.0,0.0,0.0,0.0,0.0006673704483546317,1.0,0.0,0.0,3.1811986923217774,0.8226820468902588,0.0073351869359612465,0.00012428584741428495,1.0,1.0,0.0,0.077734375,0.078125,0.15582150290720165,1.0,0.0,0.0,-0.009237630851566791,0.0,0.0016494009527377785,0.8361791878938675,0.9933264838324654,0.0,0.0
9,Q,1.0,0.0,0.0,0.0,0.0003048161306651309,1.0,0.0,0.0,26.827806854248045,1.8799511671066285,0.0025082873413339256,1.9279668777016923e-05,1.0,1.0,0.0,0.134765625,0.063671875,0.06874325058888645,1.0,0.0,0.0,-0.01066982839256525,0.0,0.0007093855558196083,0.7506608426570892,0.9938012017144097,0.0,0.0
9,V,1.0,0.0,0.0,0.0,0.0005967189790681005,1.0,0.0,0.0,26.827806854248045,1.8799511671066285,0.003127331007272005,7.44341770769097e-05,1.0,1.0,0.0,0.08359375,0.087890625,0.09277736367657781,1.0,0.0,0.0,0.014923085924237967,0.0,0.0009161406342172995,0.7601628959178924,0.993634033203125,0.0,0.0
10,FFN1,1.0,0.0,0.0,0.0,0.00034447714569978415,1.0,0.0,0.0,50.09089126586914,2.0567517042160035,0.006338022835552693,1.0419955106044654e-05,1.0,1.0,0.0,0.130078125,0.0796875,0.04151691785082221,1.0,0.0,0.0,-0.014694495685398578,0.0,0.0006032373086782173,0.7506608545780182,0.9940372890896267,0.0,0.0
10,FFN2,1.0,0.0,0.0,0.0,0.00029416329925879836,1.0,0.0,0.0,137.1751251220703,0.4976244032382965,0.007396616879850626,7.155903149396181e-05,1.0,1.0,0.0,0.174609375,0.055078125,0.13086906189564615,1.0,0.0,0.0,0.013034997694194316,0.0,0.0015033729723654687,0.845681220293045,0.9951330396864149,0.0,0.0
10,K,1.0,0.0,0.0,0.0,0.0002462453325279057,1.0,0.0,0.0,27.795927429199217,1.8603524923324586,0.0023873190861195327,3.473205506452359e-05,1.0,1.0,0.0,0.138671875,0.0578125,0.06786610590061173,1.0,0.0,0.0,-0.021687205880880356,0.0,0.0007166833645896986,0.6651425063610077,0.9937767876519097,0.0,0.0
10,O,1.0,0.0,0.0,0.0,0.0005659152171574533,1.0,0.0,0.0,3.152228832244873,0.7583943009376526,0.008947688154876232,7.929686980787665e-05,1.0,1.0,0.0,0.109765625,0.07109375,0.1544989059213549,1.0,0.0,0.0,0.018861835449934007,0.0,0.0015465230506379157,0.845681220293045,0.9934502495659722,0.0,0.0
10,Q,1.0,0.0,0.0,0.0,0.00028288523899391296,1.0,0.0,0.0,27.795927429199217,1.8603524923324586,0.002948379749432206,1.0348303658247459e-05,1.0,1.0,0.0,0.153125,0.0515625,0.07417459037387744,1.0,0.0,0.0,0.019109408650547267,0.0,0.0007810426206560806,0.7791669517755508,0.9938028971354166,0.0,0.0
10,V,1.0,0.0,0.0,0.0,0.0005060919502284378,1.0,0.0,0.0,27.795927429199217,1.8603524923324586,0.0028981866780668497,0.00010317050473531708,1.0,1.0,0.0,0.092578125,0.0703125,0.0951839310117066,1.0,0.0,0.0,-0.02290542796254158,0.0,0.00090876236645272,0.7601629048585892,0.9936957465277778,0.0,0.0
11,FFN1,1.0,0.0,0.0,0.0,0.0004384142521303147,1.0,0.0,0.0,41.69355850219726,1.9111560821533202,0.005238004494458437,7.213412209239322e-06,1.0,1.0,0.0,0.137109375,0.097265625,0.047161791124381125,1.0,0.0,0.0,0.015044359862804413,0.0,0.0007026194653008133,0.779166966676712,0.99405517578125,0.0,0.0
11,FFN2,1.0,0.0,0.0,0.0,0.0003362025367096066,1.0,0.0,0.0,9.423143196105958,0.5549724757671356,0.006822012085467577,1.7591635696589947e-05,1.0,1.0,0.0,0.275390625,0.051171875,0.16868075397796928,1.0,0.0,0.0,0.018894199375063182,0.0,0.0018833496593288145,0.845681220293045,0.9953804863823784,0.0,0.0
11,K,1.0,0.0,0.0,0.0,0.00023864981776569038,1.0,0.0,0.0,32.265066146850586,1.8405481100082397,0.001825294829905033,3.1065654911799354e-05,1.0,1.0,0.0,0.13515625,0.0703125,0.059769343095831574,1.0,0.0,0.0,0.00497066592797637,0.0,0.0006596380626433529,0.6651425272226333,0.9938730875651041,0.0,0.0
11,O,1.0,0.0,0.0,0.0,0.0004446324019227177,1.0,0.0,0.0,4.3727153778076175,0.7573876976966858,0.008227992337197065,7.949355494929478e-05,1.0,1.0,0.0,0.13984375,0.054296875,0.17370945339789615,1.0,0.0,0.0,0.036137394863180815,0.0,0.0013562645399360918,0.7316567808389663,0.9936774359809029,0.0,0.0
11,Q,1.0,0.0,0.0,0.0,0.00024973058607429265,1.0,0.0,0.0,32.265066146850586,1.8405481100082397,0.0029766050865873694,3.1834606488700956e-06,1.0,1.0,0.0,0.161328125,0.047265625,0.07239008182659745,1.0,0.0,0.0,-0.0060955403372645375,0.0,0.0009212314733304083,0.7506608545780182,0.99371337890625,0.0,0.0
11,V,1.0,0.0,0.0,0.0,0.00043864077306352554,1.0,0.0,0.0,32.265066146850586,1.8405481100082397,0.0033831389155238867,0.00011950542102567852,1.0,1.0,0.0,0.120703125,0.0734375,0.08899759198538959,1.0,0.0,0.0,-0.006505577266216278,0.0,0.0008354620455065742,0.7031506717205047,0.9937357584635416,0.0,0.0
