epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.4030781513605364,2.356542844772339,12.58,49.36
1,2.1390659035780493,2.005621885871887,26.07,77.8
2,1.8456234968625582,1.693397966003418,36.9,88.12
3,1.734059011630523,1.6059827615737916,40.52,90.18
4,1.6526321359169789,1.587026275253296,40.75,90.46
5,1.5977370699246725,1.4961176370620728,44.57,91.99
6,1.5594884105217763,1.456859600830078,46.55,92.42
7,1.523987340927124,1.4108346939086913,48.57,93.44
8,1.4873658201633355,1.3999513118743896,47.87,93.23
9,1.4643321975683554,1.379165784072876,49.56,93.56
10,1.4406794404372192,1.3279784578323364,51.34,94.31
11,1.4289132643968632,1.3409705423355103,51.05,93.85
12,1.4071552594502768,1.3013206825256347,53.12,93.83
13,1.3896623911001744,1.2931914531707764,53.41,94.25
14,1.3652504685597542,1.3124497045516967,52.37,94.29
15,1.351463613143334,1.4155591327667236,49.48,92.51
16,1.339406493688241,1.25639011592865,54.81,94.62
17,1.3209749558033088,1.2851768601417541,52.7,94.57
18,1.305431673465631,1.1978314296722412,57.01,95.23
19,1.2882655024528504,1.1850802181243896,57.08,95.6
20,1.2713033966529064,1.1905523702621459,56.89,94.95
21,1.2560414988261002,1.1546283551216125,58.65,95.62
22,1.245983695678222,1.2261275430679321,56.06,95.2
23,1.2347253807080099,1.1925681045532226,57.23,95.28
24,1.2271739499691205,1.1718591495513917,57.69,95.95
25,1.2157278505655436,1.1647597206115723,59.11,95.29
26,1.2137628277142842,1.1481937513351441,59.11,95.71
27,1.2017840454211601,1.1072494905471801,60.64,95.86
28,1.1966770748297373,1.0998807996749878,60.62,95.94
29,1.1903346977172753,1.1095252466201782,60.49,95.9
30,1.1821532270847224,1.090932199859619,60.96,96.07
31,1.1762731701899798,1.1039685955047607,60.74,95.85
32,1.166278571043259,1.0822510144233703,61.77,96.17
33,1.1667223526881292,1.0847365949630738,61.5,96.43
34,1.1592815186732854,1.0962495224952697,60.39,96.35
35,1.1520670569860019,1.0803113200187684,61.39,96.49
36,1.1459210773309072,1.0550618961334228,62.55,96.48
37,1.1413414554718213,1.0705212338447572,62.01,96.25
38,1.1352341751257577,1.0683308935165405,61.88,96.41
39,1.1329006731510163,1.051095739841461,63.05,96.45
40,1.130609047718537,1.0877494718551635,61.14,96.26
41,1.1289714114788252,1.0507277795791625,62.7,96.53
42,1.1232937039473119,1.046816961479187,62.95,96.47
43,1.125752205726428,1.0443117270469666,63.42,96.41
44,1.122064661521178,1.075320371055603,61.7,96.3
45,1.1290005184136904,1.0533950855255128,62.54,96.46
46,1.1354327039840895,1.057708264541626,62.73,96.48
47,1.1458473728253291,1.082741613483429,62.11,96.28
48,1.1550262029354388,1.0969227103233337,61.42,96.04
