layer_idx,sublayer,dw_zero_ratio,dw_1lsb_ratio,dw_absmean,min_nonzero_delta,dw_absmax,dw_q90,dw_q99,pulse_sat_ratio,bound_sat_ratio,grad_absmean,grad_deadzone_ratio,update_vs_grad_cosine,eff_lr_slope,BL_mean,BL_p99,BL_hit_ratio,pulse_under_frac,pulse_ok_frac,pulse_over_frac,dw_fast_zero_ratio,dw_fast_1lsb_ratio,dw_fast_absmean,dw_slow_zero_ratio,dw_slow_1lsb_ratio,dw_slow_absmean,dw_fast_vs_grad_cosine,dw_fast_eff_lr_slope,hidden_absmean,hidden_absmax,hidden_below1_ratio,hidden_trunc_nonzero_ratio,hidden_trunc_meanabs,is_transfer_step,transfer_duty,transfer_spike,transfer_efficiency,buffer_above_thresh_ratio,sign_mismatch_ratio,rel_update_error,BL_fp_mean,BL_fp_p99,BL_fp_hit_ratio,dw_p50,trace_every
0,FFN1,0.969921875,0.030078125,3.8044428947614508e-06,3.91458161175251e-05,0.00026872723829001187,0.0,0.00014133371005300432,0.0,0.0,0.0002725842816289514,1.0,-0.0011885866522789,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.982421875,55611.37109375,0.030078125,1.0,0.0,0.0,1.0
0,FFN2,0.979296875,0.020703125,2.6581446491036333e-06,7.652705535292626e-05,0.00020661316812038423,0.0,0.0001141882108640857,0.0,0.0,0.00020739279279951005,1.0,0.053758857771754265,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98671875,43767.75859375,0.020703125,1.0,0.0,0.0,1.0
0,K,0.98125,0.01875,2.599557956273202e-06,6.935335695743561e-05,0.0002361842431128025,0.0,9.756772633409127e-05,0.0,0.0,0.0001391007739584893,1.0,-0.02242450639605522,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.99140625,44966.3296875,0.01875,0.8,0.0,0.0,1.0
0,O,0.924609375,0.075390625,6.38535766483983e-06,1.6435515135526657e-05,0.0002721086144447327,0.0,0.00011435300984885544,0.0,0.0,0.0003988500509876758,1.0,0.02831800766289234,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.95859375,59928.77421875,0.075390625,1.0,0.0,0.0,1.0
0,Q,0.98125,0.01875,2.8243300675967475e-06,7.68125057220459e-05,0.00023548677563667297,0.0,0.00013093301240587606,0.0,0.0,0.00015184591029537842,1.0,0.01188849788159132,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.987890625,48322.3796875,0.01875,1.0,0.0,0.0,1.0
0,V,0.9359375,0.0640625,6.137495256552939e-06,1.7675384879112243e-05,0.0001990934135392308,0.0,0.00012643993686651812,0.0,0.0,0.00034339160192757844,1.0,0.05966991009190679,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.96640625,59090.33046875,0.0640625,1.0,0.0,0.0,1.0
1,FFN1,0.97109375,0.02890625,3.556471392585081e-06,4.244223237037659e-05,0.00022912351414561272,0.0,0.0001295285692322068,0.0,0.0,0.0002744666446233168,1.0,0.09041873058304191,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.983984375,50433.10703125,0.02890625,1.0,0.0,0.0,1.0
1,FFN2,0.978515625,0.021484375,2.7793731078418203e-06,4.857946187257767e-05,0.000224299356341362,0.0,0.00012151938863098621,0.0,0.0,0.000222696628770791,1.0,0.0449561981484294,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.985546875,46061.71796875,0.021484375,1.0,0.0,0.0,1.0
1,K,0.974609375,0.025390625,3.977619689976563e-06,6.518550217151641e-05,0.0003020482137799263,0.0,0.00015939417644403875,0.0,0.0,0.00019886897644028068,1.0,0.046707992628216746,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.985546875,60150.1546875,0.025390625,1.0,0.0,0.0,1.0
1,O,0.915625,0.084375,7.606473263876978e-06,2.635028213262558e-05,0.00022737588733434677,6.849368219263852e-06,0.00013510813296306877,0.0,0.0,0.0004211363848298788,1.0,0.029646025807596742,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.95625,64670.65234375,0.084375,1.0,0.0,0.0,1.0
1,Q,0.971875,0.028125,4.336719212005846e-06,6.804950535297394e-05,0.00027564114425331353,0.0,0.00016328360361512751,0.0,0.0,0.00025927041424438356,1.0,0.023231230769306423,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.984375,61525.115625,0.028125,1.0,0.0,0.0,1.0
