layer_idx,sublayer,mac_snr_db,mac_nmse,cosine,out_clip_ratio,ref_deadzone_ratio,mean_abs_err,median_abs_err,p95_abs_err,label
0,FFN1,7.676318530597327,0.052451807744691575,0.9631005585193634,0.003531671098899096,0.07016194302588702,0.4206025291979313,0.2316041250526905,1.678926010131836,obcal_per_module_adc4
0,FFN2,15.823680773540367,0.026203551816694738,0.9693711426854134,0.010385657392907888,0.2999124003946781,0.17560851633548735,0.13981331713497638,0.44626559466123583,obcal_per_module_adc4
0,K,16.810262607571914,0.020837757733626526,0.9901619470119476,0.002197621662635356,0.31150252372026443,0.0989450940862298,0.06754197988659144,0.2878229306638241,obcal_per_module_adc4
0,O,7.718881395005737,0.16927079700279685,0.9457298105955124,2.119276274470394e-09,0.6464664271473884,0.031212631687521933,0.008900055568665266,0.12463876310735941,obcal_per_module_adc4
0,Q,14.407728448659936,0.03624826077604309,0.9844482457637787,0.0008430205471813679,0.26742365255951883,0.10265142276883125,0.060506498236209155,0.3364893753826618,obcal_per_module_adc4
0,V,9.202445237428025,0.12004463067936313,0.9579149654507637,0.0,0.2845912645757198,0.08870224919170142,0.03131692118011415,0.3746679724752903,obcal_per_module_adc4
1,FFN1,0.5071212779365886,0.32650198701422817,0.8348348274827003,0.0009819571173284203,0.11502705752849579,1.108288032412529,1.0509137678146363,2.280495562553406,obcal_per_module_adc4
1,FFN2,19.335762093582208,0.011676123491933059,0.9911783814430237,0.005876570814289153,0.2234779394418001,0.06243162760511041,0.0485756684653461,0.16128529153764248,obcal_per_module_adc4
1,K,15.811197147290565,0.026234034309640795,0.986026302576065,0.0007992341779754497,0.32345822572708127,0.13114661276340484,0.10375197976827621,0.3477389806509018,obcal_per_module_adc4
1,O,7.958206754110098,0.16009329707145403,0.9395728835463524,2.3036533366393995e-06,0.4161183309555054,0.04141468910500407,0.013452696301974355,0.16790035203099252,obcal_per_module_adc4
1,Q,15.727216283009724,0.02671484402506477,0.9862292459607125,0.0004414664390787948,0.32332728043198583,0.13163172371685505,0.10618003021925687,0.3442017622292042,obcal_per_module_adc4
1,V,12.737337165518436,0.05323393360973125,0.9787272375822067,0.00011056052306230413,0.3280554185807705,0.0702792963385582,0.04032756371423602,0.2582447993010282,obcal_per_module_adc4
2,FFN1,-0.2718619448139475,0.3661339984279085,0.8153654691576958,0.009053379155229777,0.09527612578123808,1.1612630599737168,1.1280154931545257,2.3110925924777983,obcal_per_module_adc4
2,FFN2,17.817782110082533,0.01653361402652773,0.9888444921374321,0.006038479283452034,0.2080207807570696,0.061942139733582736,0.04509311242029071,0.17462382033467294,obcal_per_module_adc4
2,K,9.74391422348548,0.1061731662208725,0.942366249859333,0.0007679388244287111,0.3696955364942551,0.29010634183883666,0.24561284035444259,0.7329096564650536,obcal_per_module_adc4
