epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.4030781513605364,2.356542844772339,12.58,49.36
1,2.0534228263757166,1.969149461364746,29.39,80.5
2,1.804130386083554,1.6335674674987792,38.99,89.04
3,1.6761511857693012,1.540389767074585,43.09,91.42
4,1.597265406143971,1.5844473983764649,39.6,90.9
5,1.5465922655203403,1.3886324502944947,49.88,93.59
6,1.494769346408355,1.373734175491333,49.5,93.63
7,1.4574589897424748,1.340612490081787,51.82,94.09
8,1.4278208757058168,1.3843534952163696,49.47,93.57
9,1.3968603409253635,1.2997106925964355,53.37,94.32
10,1.4074674043899928,1.2826505041122436,53.58,94.67
11,1.3710813610981671,1.290542970085144,53.35,94.64
12,1.3554003804157941,1.2457275802612304,55.21,94.98
13,1.3352659512788823,1.23938628616333,55.96,94.6
14,1.3190344617916987,1.260589305114746,54.01,94.71
15,1.2996050749069605,1.2186554695129395,56.69,94.99
16,1.293566403327844,1.1986880365371704,56.78,95.56
17,1.2735356385891254,1.1924409606933595,57.1,95.29
18,1.266240825714209,1.175949144744873,57.65,95.61
19,1.2492793798446655,1.1621559381484985,58.03,95.49
20,1.2402558085245965,1.159912830543518,58.37,95.73
21,1.230071473427308,1.1315739572525025,59.79,95.91
22,1.2165509006915949,1.1638354016304016,58.54,95.74
23,1.2080336589079637,1.133875190639496,59.47,95.92
24,1.207638874420753,1.119051215362549,60.63,96.06
25,1.1902031591305366,1.1018191232681274,60.74,96.16
26,1.1861689726511637,1.1621332344055175,58.64,94.92
27,1.1823778465772286,1.0859783032417298,61.32,96.29
28,1.1737612840456841,1.0891665552139282,61.29,96.33
29,1.1641359462187841,1.096950860118866,61.24,96.19
30,1.1550599390115492,1.0786699039459229,61.43,96.19
31,1.1470008886777439,1.084406217956543,61.33,96.44
32,1.140989207304441,1.0697726448059082,62.17,96.34
33,1.130336851034409,1.0584825304985046,62.34,96.51
34,1.1283640484015147,1.0516783908843994,62.63,96.52
35,1.1228242502762722,1.0706592881202697,61.91,96.11
36,1.1180365580778855,1.0456659944534301,62.89,96.47
37,1.1097216850672014,1.0472689414978027,63.28,96.41
38,1.103423359608039,1.0334535994529723,63.24,96.64
39,1.1022186531470373,1.03845356798172,63.06,96.64
40,1.0976648967999678,1.0301383830070496,63.69,96.55
41,1.0916813601285984,1.0312454817771912,63.65,96.49
42,1.088607787933105,1.0337399815559387,63.56,96.59
43,1.083790350265992,1.025490478515625,63.88,96.57
44,1.080964423601444,1.0343669278144836,63.14,96.64
45,1.083560655055902,1.0302784288406373,63.32,96.59
46,1.0839663253380702,1.023043217086792,63.55,96.77
47,1.081323835788629,1.0300473697662353,63.43,96.58
48,1.0835142532984416,1.0293989605903626,63.55,96.66
