step,module_name,layer_idx,sublayer,mac_snr_db,mac_nmse,cosine,out_clip_ratio,ref_deadzone_ratio,mean_abs_err,median_abs_err,p95_abs_err
0,bert.encoder.layer.0.attention.self.query,0,Q,38.07640447808601,0.00015572193592220063,0.9999107718467712,0.0,0.0029313829727470875,0.009196510538458824,0.007144421339035034,0.02433546632528305
1,bert.encoder.layer.0.attention.self.query,0,Q,37.497901556591124,0.00017790422874452448,0.9998990893363953,0.0,0.0028767054900527,0.009705644100904465,0.007480144500732422,0.0260646790266037
2,bert.encoder.layer.0.attention.self.query,0,Q,37.98615164484509,0.00015898897620261204,0.9999101758003235,0.0,0.0029161241836845875,0.009273199364542961,0.007217884063720703,0.024520784616470337
3,bert.encoder.layer.0.attention.self.query,0,Q,37.41614861786318,0.0001812886669153212,0.9998962879180908,0.0,0.0029046800918877125,0.009798397310078144,0.007512927055358887,0.026499763131141663
4,bert.encoder.layer.0.attention.self.query,0,Q,37.80885985235297,0.00016561471696197063,0.9999063611030579,0.0,0.00289874617010355,0.009433615952730179,0.007313966751098633,0.02504231035709381
5,bert.encoder.layer.0.attention.self.query,0,Q,37.898080900179146,0.00016224763993304549,0.9999071955680847,0.0,0.0029131572227925062,0.009354875423014164,0.007247298955917358,0.02487136423587799
6,bert.encoder.layer.0.attention.self.query,0,Q,37.73291169813933,0.0001685352919447211,0.9999036192893982,0.0,0.0028945074882358313,0.009493921883404255,0.0073171257972717285,0.025420159101486206
7,bert.encoder.layer.0.attention.self.query,0,Q,37.56758519220368,0.0001750765863378767,0.9999003410339355,0.0,0.00292926374822855,0.009651366621255875,0.007420271635055542,0.025959501042962074
8,bert.encoder.layer.0.attention.self.query,0,Q,37.95382150719719,0.00016017808093188337,0.9999086260795593,0.0,0.0028754340019077063,0.009279890917241573,0.007182717323303223,0.024681121110916138
9,bert.encoder.layer.0.attention.self.query,0,Q,37.63609453369738,0.00017233519924973308,0.999902069568634,0.0,0.0029322307091206312,0.009595261886715889,0.007402300834655762,0.025697723031044006
10,bert.encoder.layer.0.attention.self.query,0,Q,37.98553384866609,0.0001590131778510625,0.9999094009399414,0.0,0.002955966629087925,0.009273017756640911,0.007194459438323975,0.024587512016296387
11,bert.encoder.layer.0.attention.self.query,0,Q,37.7247262598556,0.0001688546112489691,0.9999039769172668,0.0,0.0028767054900527,0.009517140686511993,0.0073544979095458984,0.025413870811462402
12,bert.encoder.layer.0.attention.self.query,0,Q,38.001468057860706,0.00015843194727392263,0.9999101758003235,0.0,0.0029305352363735437,0.00930051039904356,0.007230877876281738,0.024601221084594727
13,bert.encoder.layer.0.attention.self.query,0,Q,38.15237809124347,0.00015302038250119732,0.999913215637207,0.0,0.0029457940254360437,0.009138863533735275,0.007118642330169678,0.024106502532958984
14,bert.encoder.layer.0.attention.self.query,0,Q,37.91558898097485,0.00016159436565617194,0.9999083876609802,0.0,0.002910190261900425,0.009324518032371998,0.007234752178192139,0.02473139762878418
15,bert.encoder.layer.0.attention.self.query,0,Q,37.59056557950832,0.0001741515566846286,0.9999006390571594,0.0,0.002899169921875,0.00959883164614439,0.0073722004890441895,0.025835782289505005
16,bert.encoder.layer.0.attention.self.query,0,Q,37.59608019156252,0.000173930278592022,0.9999014735221863,0.0,0.0028936597518622875,0.009649930521845818,0.00744318962097168,0.025885075330734253
17,bert.encoder.layer.0.attention.self.query,0,Q,37.81330138632966,0.00016544589881982742,0.9999058842658997,0.0,0.0029046800918877125,0.009430436417460442,0.007299184799194336,0.025096669793128967
18,bert.encoder.layer.0.attention.self.query,0,Q,37.806938824277296,0.00016568696564418043,0.9999063014984131,0.0,0.0029114617500454187,0.009450302459299564,0.0073146820068359375,0.02519373781979084
19,bert.encoder.layer.0.attention.self.query,0,Q,37.78066636187371,0.0001666907885792287,0.999905526638031,0.0,0.002956390380859375,0.009456058964133263,0.007306963205337524,0.025202512741088867
20,bert.encoder.layer.0.attention.self.query,0,Q,37.657882552618695,0.00017147144966014576,0.9999027252197266,0.0,0.0029118855018168688,0.00955147948116064,0.007380008697509766,0.02553856372833252
21,bert.encoder.layer.0.attention.self.query,0,Q,37.902778573139,0.00016207241623386322,0.9999073147773743,0.0,0.0028885735664516687,0.00932096317410469,0.007217317819595337,0.02478623390197754
22,bert.encoder.layer.0.attention.self.query,0,Q,37.50409661194881,0.00017765163950526748,0.9998990893363953,0.0,0.0029381646309047937,0.009685301221907139,0.007435798645019531,0.02610945701599121
23,bert.encoder.layer.0.attention.self.query,0,Q,37.64641116027364,0.00017192647891230029,0.9999020099639893,0.0,0.0028813679236918688,0.009580221027135849,0.0073812007904052734,0.025665514171123505
24,bert.encoder.layer.0.attention.self.query,0,Q,38.18142865683804,0.0001520008861214115,0.9999132752418518,0.0,0.0029322307091206312,0.009106870740652084,0.0070972442626953125,0.023972809314727783
25,bert.encoder.layer.0.attention.self.query,0,Q,37.709488671530984,0.00016944712694117625,0.9999035000801086,0.0,0.0028661091346293688,0.009505013935267925,0.007342219352722168,0.025357559323310852
26,bert.encoder.layer.0.attention.self.query,0,Q,37.78845356914643,0.00016639496011015468,0.9999051094055176,0.0,0.0029152764473110437,0.009451703168451786,0.007308334112167358,0.025231361389160156
