epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.247901311898843,2.1631156982421875,23.57,72.92
1,2.11284653926507,1.906854970741272,29.59,83.3
2,1.895726983058147,1.7891758224487304,33.21,86.41
3,1.8201518202439333,1.720557137298584,35.87,87.33
4,1.7876835407354892,1.6929064596176147,36.47,88.08
5,1.7571074033394838,1.6741793739318849,37.73,88.49
6,1.7330983152756325,1.652519002532959,38.84,89.06
7,1.7156276369706178,1.6399519235610962,39.84,89.02
8,1.7092426721866314,1.6282280950546264,40.37,89.58
9,1.7042818356782963,1.6334825778961182,40.61,89.44
10,1.70928293466568,1.6362959337234497,40.65,89.41
11,1.710242647696764,1.6417876443862915,40.61,89.2
12,1.71286650682107,1.6474194366455077,40.12,89.31
13,1.7177069312486892,1.6473249778747558,40.23,89.34
14,1.7243288232729985,1.6534511806488037,39.75,89.19
15,1.7351930385980852,1.6574313655853272,39.01,89.26
